fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.836298628E-17 1.000000000E+20 1.159928807E+00 5.352100396E-17 1.091940160E-03 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.720040146E-17 1.000000000E+20 1.173894512E+00 5.219320361E-17 2.722023302E-03 
002_290 002_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.009460016E-16 1.000000000E+20 1.163570955E+00 7.791184056E-17 1.347883163E-03 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.984425580E-17 1.000000000E+20 1.173899126E+00 7.660768984E-17 2.725790811E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.202229008E-16 1.000000000E+20 1.171638692E+00 1.136482404E-16 1.595933970E-03 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.831083621E-17 1.000000000E+20 1.173905637E+00 1.124415301E-16 2.731314048E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.471224356E-16 1.000000000E+20 1.172363805E+00 1.662392974E-16 1.840624757E-03 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.521960838E-17 1.000000000E+20 1.173915043E+00 1.650347223E-16 2.739403570E-03 
005_290 005_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.861871437E-16 1.000000000E+20 1.172868621E+00 2.434260613E-16 2.060054311E-03 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.242987553E-16 1.000000000E+20 1.173928586E+00 2.422231380E-16 2.751241451E-03 
006_290 006_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.426442075E-16 1.000000000E+20 1.173224549E+00 3.567052052E-16 2.249257929E-03 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.807773824E-16 1.000000000E+20 1.173948104E+00 3.555036809E-16 2.768539489E-03 
007_290 007_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.236669243E-16 1.000000000E+20 1.173482532E+00 5.229422890E-16 2.410046004E-03 
007_290_SRH 007_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.618315137E-16 1.000000000E+20 1.173976103E+00 5.217421121E-16 2.793763547E-03 
008_290 008_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.387816158E-16 1.000000000E+20 1.173679305E+00 7.668738892E-16 2.549500883E-03 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.769911383E-16 1.000000000E+20 1.174015819E+00 7.656751817E-16 2.830437342E-03 
