N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 -1.665772390E-01 -1.666210790E-01 -1.666848940E-01 -1.667774350E-01 -1.669108810E-01 -1.671017710E-01 -1.673716140E-01 -1.677465650E-01 -1.682548680E-01 -1.578127680E-01 -1.385144590E-01 -1.164093260E-01 -9.340972100E-02 -7.207414800E-02 -5.452801800E-02 -4.151404900E-02 -3.243989000E-02 -2.618848600E-02 -2.182725200E-02
1.600000000E+01 3.060243500E-02 3.060075100E-02 3.059824100E-02 3.059450100E-02 3.058888500E-02 3.058040900E-02 3.056758400E-02 3.054819900E-02 3.051927300E-02 3.047741300E-02 3.042017100E-02 3.034887200E-02 3.027223600E-02 3.020800300E-02 3.017887300E-02 3.020304800E-02 3.028443800E-02 3.041008800E-02 3.055622500E-02
1.700000000E+01 8.074240700E-02 7.996264800E-02 7.890285000E-02 7.750602100E-02 7.573782100E-02 7.361120700E-02 7.120758100E-02 6.868099800E-02 6.621934400E-02 6.407537300E-02 6.241040300E-02 6.132835400E-02 6.089776600E-02 6.105412800E-02 6.173041700E-02 6.274754700E-02 6.392588000E-02 6.513498900E-02 6.631843400E-02
1.549996187E+01 -2.016328000E-03 -1.859765000E-03 -1.632876000E-03 -1.305957000E-03 -8.389420000E-04 -1.798860000E-04 7.339870000E-04 1.970064000E-03 3.585109000E-03 5.598159000E-03 7.956183000E-03 1.051000600E-02 1.302915000E-02 1.526939000E-02 1.706079700E-02 1.835326600E-02 1.919322000E-02 1.966811300E-02 1.986477900E-02
1.649996187E+01 5.780859400E-02 5.765853000E-02 5.744433800E-02 5.714240400E-02 5.672424900E-02 5.615930500E-02 5.542162400E-02 5.450142000E-02 5.342019900E-02 5.224324900E-02 5.108006200E-02 5.006593900E-02 4.932834900E-02 4.895166700E-02 4.895479200E-02 4.929031000E-02 4.986541300E-02 5.057446000E-02 5.132595800E-02
1.674996808E+01 6.993958100E-02 6.957956600E-02 6.907510700E-02 6.838217800E-02 6.745614300E-02 6.626347700E-02 6.479971500E-02 6.310952400E-02 6.129835600E-02 5.952472900E-02 5.797020300E-02 5.679784400E-02 5.611506600E-02 5.595235900E-02 5.626185600E-02 5.693578100E-02 5.783895900E-02 5.883849100E-02 5.980540100E-02
1.624993176E+01 4.313855100E-02 4.308453500E-02 4.300666700E-02 4.289527100E-02 4.273780800E-02 4.251883800E-02 4.222149700E-02 4.183071200E-02 4.133967200E-02 4.075007700E-02 4.011784700E-02 3.949663200E-02 3.896176400E-02 3.860058500E-02 3.845615200E-02 3.853562000E-02 3.880910600E-02 3.920413600E-02 3.965854800E-02
1.574996808E+01 1.934044100E-02 1.938842100E-02 1.945789900E-02 1.955786600E-02 1.970040400E-02 1.990099200E-02 2.017803600E-02 2.053956700E-02 2.102660800E-02 2.162856200E-02 2.231809400E-02 2.306033200E-02 2.378994800E-02 2.440464700E-02 2.487818200E-02 2.519932800E-02 2.538336100E-02 2.545586000E-02 2.544073000E-02
1.524993176E+01 -6.199570400E-02 -6.153124800E-02 -6.085737000E-02 -5.988488200E-02 -5.849236800E-02 -5.652083000E-02 -5.377465400E-02 -5.003748600E-02 -4.511580600E-02 -3.892149900E-02 -3.158588200E-02 -2.355386600E-02 -1.555809400E-02 -8.402229000E-03 -2.643288000E-03 1.589634000E-03 4.507760000E-03 6.436910000E-03 7.656200000E-03
