N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 -1.798231600E-02 8.260904000E-03 1.966437800E-02 2.648070000E-02 3.284547200E-02 4.504276700E-02 5.943144500E-02 7.054492400E-02 7.992895000E-02
1.016672606E+01 -1.780343100E-02 8.319471000E-03 1.968518900E-02 2.648363900E-02 3.283004200E-02 4.499143800E-02 5.930549700E-02 7.026067600E-02 7.935218700E-02
1.033324570E+01 -1.754392700E-02 8.404436000E-03 1.968462400E-02 2.648787100E-02 3.280768900E-02 4.491753700E-02 5.912622800E-02 6.986436100E-02 7.857441800E-02
1.049996187E+01 -1.716951100E-02 8.527045000E-03 1.970398600E-02 2.644637900E-02 3.277546500E-02 4.481204400E-02 5.887443300E-02 6.932347100E-02 7.755882500E-02
1.066670514E+01 -1.663353200E-02 8.702575000E-03 1.975689400E-02 2.644583600E-02 3.272938900E-02 4.466331500E-02 5.852740100E-02 6.860632800E-02 7.628613100E-02
1.083333839E+01 -1.587494100E-02 8.951094000E-03 1.983865800E-02 2.644060000E-02 3.266428700E-02 4.445730100E-02 5.806151400E-02 6.769117100E-02 7.476990200E-02
1.100000000E+01 -1.485612900E-02 9.297316000E-03 1.996001800E-02 2.645186400E-02 3.257384400E-02 4.417898000E-02 5.745797400E-02 6.657914500E-02 7.306867700E-02
1.116672606E+01 -1.345511100E-02 9.768831000E-03 2.012913100E-02 2.646227400E-02 3.242886200E-02 4.381573000E-02 5.671228100E-02 6.530795100E-02 7.128832400E-02
1.133324570E+01 -1.155923800E-02 1.039103500E-02 2.036411500E-02 2.649821500E-02 3.225417900E-02 4.336353300E-02 5.584620600E-02 6.396020200E-02 6.957186700E-02
1.149996187E+01 -9.184460000E-03 1.117763900E-02 2.065133700E-02 2.654143600E-02 3.204636200E-02 4.283533700E-02 5.491783500E-02 6.265118300E-02 6.807871600E-02
1.166670514E+01 -6.345961000E-03 1.211758800E-02 2.099711200E-02 2.658240800E-02 3.181923300E-02 4.226910200E-02 5.402317300E-02 6.154997200E-02 6.695703800E-02
1.183333839E+01 -3.214506000E-03 1.316335800E-02 2.138433100E-02 2.662967800E-02 3.157248300E-02 4.173022200E-02 5.328322100E-02 6.078717900E-02 6.630546900E-02
1.200000000E+01 -5.485100000E-05 1.423042100E-02 2.175584100E-02 2.665101200E-02 3.135083100E-02 4.130261000E-02 5.281484900E-02 6.045645100E-02 6.617444000E-02
1.216672606E+01 2.821720000E-03 1.521414000E-02 2.212847100E-02 2.667633700E-02 3.116654200E-02 4.106629900E-02 5.269184400E-02 6.057078800E-02 6.650713900E-02
1.233324570E+01 5.158340000E-03 1.601645500E-02 2.240977300E-02 2.667462000E-02 3.108542800E-02 4.106717700E-02 5.291307900E-02 6.105068300E-02 6.716937100E-02
1.249996187E+01 6.873454000E-03 1.658030200E-02 2.254981600E-02 2.665759200E-02 3.110495800E-02 4.129390000E-02 5.339853300E-02 6.176505600E-02 6.798822700E-02
1.266670514E+01 7.957369000E-03 1.686388200E-02 2.254645200E-02 2.660738700E-02 3.122042400E-02 4.167905300E-02 5.401981000E-02 6.252572200E-02 6.876279500E-02
1.283333839E+01 8.490593000E-03 1.687430600E-02 2.240069400E-02 2.653613900E-02 3.137661500E-02 4.212729600E-02 5.464681500E-02 6.321552200E-02 6.938116800E-02
1.300000000E+01 8.546883000E-03 1.663871200E-02 2.213328000E-02 2.642223800E-02 3.154244100E-02 4.255117100E-02 5.518157100E-02 6.371204200E-02 6.976473100E-02
