N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 9.864600000E-04 1.944236000E-03 3.528021000E-03 6.203810000E-03 1.055856700E-02 1.716001100E-02 2.643716200E-02 3.866107500E-02 5.421366800E-02
1.016672606E+01 6.795770000E-04 1.353786000E-03 2.499291000E-03 4.511650000E-03 7.960033000E-03 1.351082200E-02 2.176094000E-02 3.304619100E-02 4.761562400E-02
1.033324570E+01 4.672700000E-04 9.382030000E-04 1.754910000E-03 3.234451000E-03 5.883523000E-03 1.039805800E-02 1.754152600E-02 2.784987400E-02 4.158957700E-02
1.049996187E+01 3.210640000E-04 6.484260000E-04 1.224954000E-03 2.294139000E-03 4.277088000E-03 7.829025000E-03 1.380804300E-02 2.299661800E-02 3.584776800E-02
1.066670514E+01 2.207280000E-04 4.477820000E-04 8.523590000E-04 1.615966000E-03 3.071125000E-03 5.786127000E-03 1.061796400E-02 1.854068100E-02 3.029909300E-02
1.083333839E+01 1.520560000E-04 3.095460000E-04 5.928450000E-04 1.134653000E-03 2.188414000E-03 4.218000000E-03 8.002124000E-03 1.459191100E-02 2.501416600E-02
1.100000000E+01 1.051380000E-04 2.146570000E-04 4.133080000E-04 7.971330000E-04 1.555035000E-03 3.050119000E-03 5.941766000E-03 1.124277200E-02 2.015312600E-02
1.116672606E+01 7.315300000E-05 1.497020000E-04 2.897120000E-04 5.624970000E-04 1.107274000E-03 2.200888000E-03 4.374727000E-03 8.524890000E-03 1.587918500E-02
1.133324570E+01 5.138100000E-05 1.053380000E-04 2.049260000E-04 4.003880000E-04 7.940790000E-04 1.594224000E-03 3.215531000E-03 6.403567000E-03 1.229225400E-02
1.149996187E+01 3.659600000E-05 7.509200000E-05 1.469110000E-04 2.888440000E-04 5.765280000E-04 1.165997000E-03 2.374949000E-03 4.797886000E-03 9.404535000E-03
1.166670514E+01 2.657500000E-05 5.449800000E-05 1.072700000E-04 2.122470000E-04 4.259350000E-04 8.656600000E-04 1.772642000E-03 3.607682000E-03 7.154622000E-03
1.183333839E+01 1.977200000E-05 4.048500000E-05 8.019200000E-05 1.596170000E-04 3.216100000E-04 6.550630000E-04 1.342599000E-03 2.734788000E-03 5.439952000E-03
1.200000000E+01 1.513600000E-05 3.092800000E-05 6.162900000E-05 1.232730000E-04 2.488580000E-04 5.063200000E-04 1.033892000E-03 2.094961000E-03 4.148130000E-03
1.216672606E+01 1.194800000E-05 2.436600000E-05 4.878300000E-05 9.785000000E-05 1.973200000E-04 3.995070000E-04 8.090610000E-04 1.622083000E-03 3.177342000E-03
1.233324570E+01 9.712000000E-06 1.977900000E-05 3.971400000E-05 7.963500000E-05 1.598370000E-04 3.207980000E-04 6.416830000E-04 1.267536000E-03 2.445092000E-03
1.249996187E+01 8.101000000E-06 1.647400000E-05 3.308100000E-05 6.608500000E-05 1.315660000E-04 2.608940000E-04 5.138630000E-04 9.972220000E-04 1.888915000E-03
1.266670514E+01 6.892000000E-06 1.398700000E-05 2.799600000E-05 5.554000000E-05 1.093750000E-04 2.137930000E-04 4.138710000E-04 7.878510000E-04 1.463136000E-03
1.283333839E+01 5.938000000E-06 1.200800000E-05 2.389700000E-05 4.697000000E-05 9.132800000E-05 1.757460000E-04 3.341200000E-04 6.235820000E-04 1.134772000E-03
1.300000000E+01 5.147000000E-06 1.035500000E-05 2.045100000E-05 3.976300000E-05 7.626700000E-05 1.444280000E-04 2.696460000E-04 4.934720000E-04 8.800000000E-04
