N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.193216000E-03 1.104234000E-03 1.943461000E-03 7.100595000E-03 1.302569500E-02 2.116510100E-02 3.305990600E-02 5.022455500E-02 7.367104200E-02
1.016672606E+01 8.309620000E-04 7.796510000E-04 1.310335000E-03 4.907856000E-03 9.137692000E-03 1.511812000E-02 2.410472100E-02 3.739345600E-02 5.603450500E-02
1.033324570E+01 5.743540000E-04 5.453650000E-04 8.862800000E-04 3.378112000E-03 6.366228000E-03 1.070931400E-02 1.743501500E-02 2.764734300E-02 4.231986100E-02
1.049996187E+01 3.947590000E-04 3.791850000E-04 6.017020000E-04 2.318069000E-03 4.410149000E-03 7.528501000E-03 1.251289800E-02 2.032421800E-02 3.185787500E-02
1.066670514E+01 2.701400000E-04 2.627770000E-04 4.103300000E-04 1.587276000E-03 3.041270000E-03 5.256621000E-03 8.909994000E-03 1.484931000E-02 2.393345400E-02
1.083333839E+01 1.842090000E-04 1.821060000E-04 2.814760000E-04 1.085496000E-03 2.090185000E-03 3.649769000E-03 6.297126000E-03 1.077346500E-02 1.792854500E-02
1.100000000E+01 1.252400000E-04 1.263290000E-04 1.947340000E-04 7.420910000E-04 1.433324000E-03 2.523636000E-03 4.422540000E-03 7.760534000E-03 1.337045800E-02
1.116672606E+01 8.495200000E-05 8.806100000E-05 1.365370000E-04 5.078700000E-04 9.819980000E-04 1.740936000E-03 3.093040000E-03 5.557575000E-03 9.919464000E-03
1.133324570E+01 5.756500000E-05 6.193400000E-05 9.771400000E-05 3.486040000E-04 6.733400000E-04 1.200984000E-03 2.160844000E-03 3.968982000E-03 7.330486000E-03
1.149996187E+01 3.907600000E-05 4.419400000E-05 7.193800000E-05 2.407220000E-04 4.632440000E-04 8.311320000E-04 1.514340000E-03 2.840342000E-03 5.415994000E-03
1.166670514E+01 2.672600000E-05 -5.273700000E-05 5.483100000E-05 1.678440000E-04 3.209170000E-04 5.795780000E-04 1.070517000E-03 2.049708000E-03 4.022822000E-03
1.183333839E+01 1.860500000E-05 -2.808400000E-05 4.320200000E-05 1.186780000E-04 2.249550000E-04 4.096520000E-04 7.685950000E-04 1.502089000E-03 3.022372000E-03
1.200000000E+01 1.337800000E-05 -1.138200000E-05 3.480700000E-05 8.541300000E-05 1.605360000E-04 2.955830000E-04 5.645050000E-04 1.125009000E-03 2.308314000E-03
1.216672606E+01 1.009200000E-05 -1.119000000E-06 2.828900000E-05 6.275900000E-05 1.173640000E-04 2.192280000E-04 4.265940000E-04 8.644920000E-04 1.796328000E-03
1.233324570E+01 8.063000000E-06 4.252000000E-06 2.296300000E-05 4.720900000E-05 8.839300000E-05 1.679170000E-04 3.324890000E-04 6.816690000E-04 1.423226000E-03
1.249996187E+01 6.808000000E-06 6.374000000E-06 1.859900000E-05 3.644900000E-05 6.877700000E-05 1.329130000E-04 2.667540000E-04 5.496810000E-04 1.144431000E-03
1.266670514E+01 -3.350000000E-07 6.743000000E-06 1.513800000E-05 2.892500000E-05 5.523000000E-05 1.083200000E-04 2.191170000E-04 4.508450000E-04 9.301300000E-04
1.283333839E+01 1.796000000E-06 6.355000000E-06 1.245800000E-05 2.358600000E-05 4.558200000E-05 9.031300000E-05 1.830580000E-04 3.739780000E-04 7.610150000E-04
1.300000000E+01 2.694000000E-06 5.722000000E-06 1.041100000E-05 1.968100000E-05 3.841500000E-05 7.649800000E-05 1.545370000E-04 3.121720000E-04 6.246810000E-04
