T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.279934654E+00 1.216986885E+00 6.294776900E-02 1.266297712E+00 1.213889186E+00 5.240852600E-02 1.363694200E-02 3.097699000E-03
295 1.280313252E+00 1.047736287E+00 2.325769650E-01 1.268195707E+00 1.043059371E+00 2.251363360E-01 1.211754500E-02 4.676916000E-03
300 1.281729003E+00 1.223200560E+00 5.852844300E-02 1.270860406E+00 1.219900441E+00 5.095996500E-02 1.086859700E-02 3.300119000E-03
305 1.284021638E+00 1.062080227E+00 2.219414110E-01 1.274063490E+00 1.056081030E+00 2.179824600E-01 9.958148000E-03 5.999197000E-03
310 1.285831390E+00 1.230101394E+00 5.572999600E-02 1.276405285E+00 1.225901014E+00 5.050427100E-02 9.426105000E-03 4.200380000E-03
315 1.288919404E+00 1.077486213E+00 2.114331910E-01 1.279618732E+00 1.070111331E+00 2.095074010E-01 9.300672000E-03 7.374882000E-03
320 1.292051327E+00 1.234780639E+00 5.727068800E-02 1.282453872E+00 1.229032607E+00 5.342126500E-02 9.597455000E-03 5.748032000E-03
325 1.294740331E+00 1.095853833E+00 1.988864980E-01 1.284440578E+00 1.086751987E+00 1.976885910E-01 1.029975300E-02 9.101846000E-03
330 1.296666955E+00 1.236776571E+00 5.989038400E-02 1.285277501E+00 1.228741594E+00 5.653590700E-02 1.138945400E-02 8.034977000E-03
335 1.297123426E+00 1.112916068E+00 1.842073580E-01 1.284313293E+00 1.102272127E+00 1.820411660E-01 1.281013300E-02 1.064394100E-02
340 1.295102401E+00 1.236478804E+00 5.862359700E-02 1.280660649E+00 1.225398635E+00 5.526201400E-02 1.444175200E-02 1.108016900E-02
