N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.196267247E+00 1.193484225E+00 1.191028901E+00 1.188808822E+00
1.600000000E+01 1.226861006E+00 1.225029136E+00 1.224006021E+00 1.222965147E+00
1.700000000E+01 1.261196538E+00 1.261040467E+00 1.260750881E+00 1.260963262E+00
1.549996187E+01 1.211689282E+00 1.209388135E+00 1.207631135E+00 1.206211570E+00
1.649996187E+01 1.234603492E+00 1.233499562E+00 1.233274602E+00 1.233059649E+00
1.674996808E+01 1.244242225E+00 1.243583047E+00 1.243456713E+00 1.243525872E+00
1.624993176E+01 1.230734469E+00 1.229399254E+00 1.228625550E+00 1.228211249E+00
1.574996808E+01 1.219624443E+00 1.217625685E+00 1.216004151E+00 1.214590682E+00
1.524993176E+01 1.206124638E+00 1.203636536E+00 1.201559247E+00 1.199809967E+00
