Ytrue por Lambda Ypred RelError
4.148410e+00 0.000000e+00 5.300000e+02 4.136023e+00 2.986050e-03
4.042680e+00 0.000000e+00 5.600000e+02 4.043266e+00 1.449268e-04
3.960940e+00 0.000000e+00 5.900000e+02 3.968126e+00 1.814254e-03
3.895970e+00 0.000000e+00 6.200000e+02 3.906254e+00 2.639715e-03
3.842200e+00 0.000000e+00 6.500000e+02 3.854599e+00 3.226932e-03
3.798220e+00 0.000000e+00 6.800000e+02 3.810958e+00 3.353700e-03
3.761240e+00 0.000000e+00 7.100000e+02 3.773708e+00 3.314925e-03
3.729450e+00 0.000000e+00 7.400000e+02 3.741625e+00 3.264610e-03
3.701460e+00 0.000000e+00 7.700000e+02 3.713771e+00 3.326004e-03
3.677470e+00 0.000000e+00 8.000000e+02 3.689416e+00 3.248388e-03
3.656670e+00 0.000000e+00 8.300000e+02 3.667984e+00 3.093970e-03
3.637670e+00 0.000000e+00 8.600000e+02 3.649015e+00 3.118625e-03
3.621680e+00 0.000000e+00 8.900000e+02 3.632137e+00 2.887418e-03
3.606690e+00 0.000000e+00 9.200000e+02 3.617049e+00 2.872248e-03
3.593690e+00 0.000000e+00 9.500000e+02 3.603502e+00 2.730234e-03
3.581690e+00 0.000000e+00 9.800000e+02 3.591288e+00 2.679686e-03
3.569700e+00 0.000000e+00 1.010000e+03 3.580235e+00 2.951350e-03
3.560890e+00 0.000000e+00 1.040000e+03 3.570199e+00 2.614360e-03
3.551890e+00 0.000000e+00 1.070000e+03 3.561057e+00 2.580898e-03
3.543390e+00 0.000000e+00 1.100000e+03 3.552704e+00 2.628484e-03
3.536400e+00 0.000000e+00 1.130000e+03 3.545050e+00 2.445985e-03
3.529920e+00 0.000000e+00 1.160000e+03 3.538019e+00 2.294322e-03
3.523940e+00 0.000000e+00 1.190000e+03 3.531544e+00 2.157683e-03
3.518460e+00 0.000000e+00 1.220000e+03 3.525566e+00 2.019774e-03
3.513380e+00 0.000000e+00 1.250000e+03 3.520037e+00 1.894817e-03
3.508680e+00 0.000000e+00 1.280000e+03 3.514912e+00 1.776046e-03
3.504300e+00 0.000000e+00 1.310000e+03 3.510151e+00 1.669614e-03
3.500200e+00 0.000000e+00 1.340000e+03 3.505721e+00 1.577277e-03
3.496500e+00 0.000000e+00 1.370000e+03 3.501591e+00 1.456089e-03
3.492920e+00 0.000000e+00 1.400000e+03 3.497735e+00 1.378589e-03
3.489620e+00 0.000000e+00 1.430000e+03 3.494129e+00 1.292166e-03
3.483580e+00 0.000000e+00 1.460000e+03 3.490752e+00 2.058663e-03
3.480820e+00 0.000000e+00 1.490000e+03 3.487583e+00 1.943015e-03
3.478220e+00 0.000000e+00 1.520000e+03 3.484607e+00 1.836392e-03
3.475700e+00 0.000000e+00 1.550000e+03 3.481808e+00 1.757463e-03
3.473420e+00 0.000000e+00 1.580000e+03 3.479173e+00 1.656159e-03
3.471200e+00 0.000000e+00 1.610000e+03 3.476687e+00 1.580787e-03
3.469100e+00 0.000000e+00 1.640000e+03 3.474341e+00 1.510812e-03
3.467160e+00 0.000000e+00 1.670000e+03 3.472124e+00 1.431732e-03
3.465300e+00 0.000000e+00 1.700000e+03 3.470027e+00 1.363965e-03
3.463920e+00 0.000000e+00 1.730000e+03 3.468040e+00 1.189450e-03
3.462540e+00 0.000000e+00 1.760000e+03 3.466157e+00 1.044645e-03
3.461160e+00 0.000000e+00 1.790000e+03 3.464370e+00 9.275369e-04
3.459560e+00 0.000000e+00 1.820000e+03 3.462673e+00 8.999283e-04
3.457850e+00 0.000000e+00 1.850000e+03 3.461060e+00 9.283760e-04
3.456140e+00 0.000000e+00 1.880000e+03 3.459525e+00 9.795262e-04
3.454600e+00 0.000000e+00 1.910000e+03 3.458064e+00 1.002698e-03
3.453400e+00 0.000000e+00 1.940000e+03 3.456671e+00 9.472349e-04
3.452200e+00 0.000000e+00 1.970000e+03 3.455343e+00 9.104053e-04
3.451000e+00 0.000000e+00 2.000000e+03 3.454075e+00 8.910878e-04
3.450050e+00 0.000000e+00 2.030000e+03 3.452864e+00 8.157190e-04
3.449100e+00 0.000000e+00 2.060000e+03 3.451707e+00 7.558246e-04
3.448160e+00 0.000000e+00 2.090000e+03 3.450600e+00 7.076100e-04
3.447210e+00 0.000000e+00 2.120000e+03 3.449540e+00 6.760508e-04
3.446260e+00 0.000000e+00 2.150000e+03 3.448526e+00 6.574762e-04
