d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.248711666E+00 1.225506966E+00 2.320470000E-02 1.248686889E+00 1.225475707E+00 2.321118200E-02 2.477700000E-05 3.125900000E-05
150 295 1.247601153E+00 1.081436993E+00 1.661641600E-01 1.247579532E+00 1.081412806E+00 1.661667260E-01 2.162100000E-05 2.418700000E-05
150 300 1.247014301E+00 1.223911726E+00 2.310257500E-02 1.246995486E+00 1.223886415E+00 2.310907100E-02 1.881500000E-05 2.531100000E-05
150 305 1.246677525E+00 1.094857169E+00 1.518203560E-01 1.246661065E+00 1.094831642E+00 1.518294230E-01 1.646000000E-05 2.552700000E-05
150 310 1.245764785E+00 1.225329707E+00 2.043507800E-02 1.245750215E+00 1.225308639E+00 2.044157600E-02 1.457000000E-05 2.106800000E-05
150 315 1.243118946E+00 1.104639697E+00 1.384792490E-01 1.243105827E+00 1.104613025E+00 1.384928020E-01 1.311900000E-05 2.667200000E-05
150 320 1.236825123E+00 1.227131935E+00 9.693188000E-03 1.236813140E+00 1.227112895E+00 9.700245000E-03 1.198300000E-05 1.904000000E-05
150 325 1.223499207E+00 1.101395567E+00 1.221036400E-01 1.223488283E+00 1.101368586E+00 1.221196970E-01 1.092400000E-05 2.698100000E-05
150 330 1.197803386E+00 1.223798374E+00 -2.599498800E-02 1.197793875E+00 1.223777576E+00 -2.598370100E-02 9.511000000E-06 2.079800000E-05
150 335 1.151910268E+00 1.057346666E+00 9.456360200E-02 1.151903350E+00 1.057323915E+00 9.457943500E-02 6.918000000E-06 2.275100000E-05
150 340 1.079717898E+00 1.195451855E+00 -1.157339570E-01 1.079715614E+00 1.195424415E+00 -1.157088010E-01 2.284000000E-06 2.744000000E-05
180 290 1.247692844E+00 1.225252387E+00 2.244045700E-02 1.247668659E+00 1.225222165E+00 2.244649400E-02 2.418500000E-05 3.022200000E-05
180 295 1.246649832E+00 1.080067005E+00 1.665828270E-01 1.246628722E+00 1.080043674E+00 1.665850480E-01 2.111000000E-05 2.333100000E-05
180 300 1.246145444E+00 1.223805579E+00 2.233986500E-02 1.246127060E+00 1.223781170E+00 2.234589000E-02 1.838400000E-05 2.440900000E-05
180 305 1.245677117E+00 1.093221571E+00 1.524555460E-01 1.245661011E+00 1.093196798E+00 1.524642130E-01 1.610600000E-05 2.477300000E-05
180 310 1.244722220E+00 1.225054107E+00 1.966811300E-02 1.244707909E+00 1.225033873E+00 1.967403600E-02 1.431100000E-05 2.023400000E-05
180 315 1.241995870E+00 1.102369032E+00 1.396268380E-01 1.241982828E+00 1.102342552E+00 1.396402760E-01 1.304200000E-05 2.648000000E-05
