fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 45350000 339.89 34.112 2.265703194E-01 6.132022762E-04 4.229179941E-05 1.293914296E-01 3.268499166E-04 3.044033225E-01 0.000000000E+00 
00L2 45376000 339.79 34.122 2.268512992E-01 6.137284082E-04 4.229816770E-05 1.297496263E-01 3.259988360E-04 3.038113941E-01 0.000000000E+00 
00L3 45396000 339.76 34.125 2.269574788E-01 6.145466781E-04 4.247704897E-05 1.303817163E-01 3.257892003E-04 3.045474471E-01 0.000000000E+00 
00L4 45418000 339.76 34.125 2.274644190E-01 6.167210351E-04 4.273322944E-05 1.306644709E-01 3.270464702E-04 3.046235542E-01 0.000000000E+00 
00L5 45438000 339.78 34.123 2.278443207E-01 6.185576181E-04 4.298457072E-05 1.309788709E-01 3.281795091E-04 3.049960580E-01 0.000000000E+00 
00L6 45460000 339.8 34.121 2.278762979E-01 6.191930062E-04 4.309023847E-05 1.312268119E-01 3.283617828E-04 3.053892181E-01 0.000000000E+00 
00L7 45480000 339.82 34.119 2.279473662E-01 6.194536754E-04 4.312373811E-05 1.307365835E-01 3.298505304E-04 3.054027809E-01 0.000000000E+00 
00L8 45502000 339.86 34.115 2.282172239E-01 6.211511341E-04 4.331881871E-05 1.307282107E-01 3.313665210E-04 3.055842061E-01 0.000000000E+00 
00L9 45522000 339.89 34.112 2.285036343E-01 6.229809189E-04 4.353229047E-05 1.312876230E-01 3.315761222E-04 3.058043519E-01 0.000000000E+00 
0L10 45544000 339.91 34.11 2.286680172E-01 6.243885407E-04 4.374308338E-05 1.321180540E-01 3.310853686E-04 3.063719795E-01 0.000000000E+00 
0L11 45564000 339.93 34.108 2.288445458E-01 6.251366955E-04 4.380781152E-05 1.315504326E-01 3.330132627E-04 3.062217254E-01 0.000000000E+00 
0L12 45586000 339.95 34.106 2.288639233E-01 6.249774610E-04 4.384681804E-05 1.317033754E-01 3.329176756E-04 3.065465185E-01 0.000000000E+00 
0L13 45606000 339.96 34.105 2.290930710E-01 6.263673399E-04 4.404264444E-05 1.320679172E-01 3.334796253E-04 3.069250453E-01 0.000000000E+00 
0L14 45628000 339.97 34.104 2.295152247E-01 6.284594433E-04 4.428754671E-05 1.321093583E-01 3.352397526E-04 3.070385226E-01 0.000000000E+00 
0L15 45648000 339.98 34.103 2.296655358E-01 6.296859174E-04 4.439813055E-05 1.321865311E-01 3.358683137E-04 3.070045942E-01 0.000000000E+00 
0L16 45670000 339.99 34.102 2.296789749E-01 6.297534551E-04 4.445692691E-05 1.329550345E-01 3.343771987E-04 3.073602061E-01 0.000000000E+00 
0L17 45690000 339.99 34.102 2.298301612E-01 6.298365713E-04 4.450281296E-05 1.327677925E-01 3.351966821E-04 3.074344753E-01 1.958512275E-17 
0L18 45712000 340 34.101 2.299689535E-01 6.313857378E-04 4.464973763E-05 1.326484527E-01 3.366050878E-04 3.075069493E-01 5.166012391E-17 
0L19 45732000 340 34.101 2.303195169E-01 6.330667157E-04 4.485858448E-05 1.332043283E-01 3.367590231E-04 3.076559678E-01 0.000000000E+00 
0L20 45754000 340 34.101 2.304479028E-01 6.337735124E-04 4.503040134E-05 1.337499713E-01 3.366826206E-04 3.083180658E-01 0.000000000E+00 
0L21 45774000 340 34.101 2.305358131E-01 6.340552308E-04 4.498743759E-05 1.331869511E-01 3.377702368E-04 3.077696325E-01 0.000000000E+00 
0L22 45796000 340 34.101 2.306031499E-01 6.341404800E-04 4.508686563E-05 1.332881450E-01 3.382566932E-04 3.083183213E-01 0.000000000E+00 
0L23 45816000 340 34.101 2.309455247E-01 6.358313480E-04 4.525848117E-05 1.332645636E-01 3.396114503E-04 3.082112513E-01 0.000000000E+00 
0L24 45838000 340 34.101 2.311606344E-01 6.374888402E-04 4.545569670E-05 1.335057232E-01 3.404760257E-04 3.084621309E-01 0.000000000E+00 
0L25 45858000 340 34.101 2.311303285E-01 6.375050693E-04 4.548949261E-05 1.342909228E-01 3.387313645E-04 3.087240861E-01 0.000000000E+00 
0L26 45880000 340 34.101 2.311475835E-01 6.373078658E-04 4.550392757E-05 1.341744563E-01 3.391347044E-04 3.088945510E-01 0.000000000E+00 
0L27 45900000 340 34.101 2.314097517E-01 6.381843018E-04 4.557339097E-05 1.337785122E-01 3.406616726E-04 3.085912238E-01 0.000000000E+00 
0L28 45922000 340 34.101 2.317075380E-01 6.395464522E-04 4.578236122E-05 1.346064496E-01 3.401205472E-04 3.089483862E-01 0.000000000E+00 
0L29 45942000 340 34.101 2.319053211E-01 6.406877302E-04 4.592327648E-05 1.348913044E-01 3.404486174E-04 3.090834459E-01 0.000000000E+00 
0L30 45964000 340 34.101 2.319685042E-01 6.408033700E-04 4.590498876E-05 1.343133900E-01 3.417690560E-04 3.088204676E-01 0.000000000E+00 
0L31 45984000 340 34.101 2.319987728E-01 6.407517656E-04 4.589415231E-05 1.341781412E-01 3.420403253E-04 3.087321472E-01 0.000000000E+00 
0L32 46006000 340.01 34.1 2.321011864E-01 6.416513812E-04 4.608373201E-05 1.345623743E-01 3.424738113E-04 3.094362209E-01 0.000000000E+00 
0L33 46026000 340.01 34.1 2.324145495E-01 6.431636240E-04 4.626602982E-05 1.344556265E-01 3.440924831E-04 3.095119688E-01 0.000000000E+00 
0L34 46048000 340.01 34.1 2.325000071E-01 6.436712580E-04 4.629118771E-05 1.350824512E-01 3.426952257E-04 3.093223039E-01 0.000000000E+00 
0L35 46068000 340.01 34.1 2.324637572E-01 6.433948491E-04 4.631760209E-05 1.348824297E-01 3.433975047E-04 3.096800546E-01 0.000000000E+00 
0L36 46090000 340.01 34.1 2.325193694E-01 6.434099598E-04 4.633328123E-05 1.348062030E-01 3.436957138E-04 3.097035198E-01 0.000000000E+00 
0L37 46110000 340.01 34.1 2.326937823E-01 6.445939846E-04 4.643148622E-05 1.353599681E-01 3.430157606E-04 3.095576620E-01 0.000000000E+00 
0L38 46132000 340.01 34.1 2.330382263E-01 6.457780599E-04 4.668480001E-05 1.356318248E-01 3.441945943E-04 3.102166122E-01 0.000000000E+00 
0L39 46152000 340.01 34.1 2.330827643E-01 6.465574073E-04 4.673514996E-05 1.350276051E-01 3.461096183E-04 3.101175819E-01 0.000000000E+00 
0L40 46174000 340.01 34.1 2.329743083E-01 6.461337780E-04 4.667899195E-05 1.360175553E-01 3.431868646E-04 3.100923073E-01 0.000000000E+00 
0L41 46194000 340.01 34.1 2.330383931E-01 6.462222655E-04 4.666996134E-05 1.349916770E-01 3.457177567E-04 3.099046172E-01 0.000000000E+00 
0L42 46216000 340.02 34.099 2.331856115E-01 6.472720536E-04 4.682186651E-05 1.361111018E-01 3.440006078E-04 3.102130879E-01 0.000000000E+00 
0L43 46236000 340.02 34.099 2.333582984E-01 6.483877810E-04 4.702617507E-05 1.361689504E-01 3.453509597E-04 3.108004115E-01 0.000000000E+00 
0L44 46258000 340.02 34.099 2.335447479E-01 6.491383176E-04 4.704626671E-05 1.360062925E-01 3.459094622E-04 3.103257514E-01 0.000000000E+00 
0L45 46278000 340.02 34.099 2.334685887E-01 6.486307253E-04 4.703800576E-05 1.357555277E-01 3.464949833E-04 3.106153585E-01 0.000000000E+00 
0L46 46300000 340.02 34.099 2.335261912E-01 6.487166053E-04 4.700132420E-05 1.359381875E-01 3.457526848E-04 3.102554956E-01 0.000000000E+00 
0L47 46320000 340.01 34.1 2.337410556E-01 6.499240656E-04 4.716631518E-05 1.356073330E-01 3.478086085E-04 3.104805001E-01 0.000000000E+00 
0L48 46342000 340.01 34.1 2.338494188E-01 6.506892110E-04 4.733434244E-05 1.364586378E-01 3.468718223E-04 3.110759582E-01 0.000000000E+00 
0L49 46362000 340.01 34.1 2.338805111E-01 6.507120265E-04 4.727110411E-05 1.364136723E-01 3.465229821E-04 3.106081726E-01 0.000000000E+00 
0L50 46384000 340.01 34.1 2.338520435E-01 6.502275562E-04 4.721338777E-05 1.357162415E-01 3.478836723E-04 3.104978692E-01 0.000000000E+00 
0L51 46404000 340.01 34.1 2.339882358E-01 6.509336370E-04 4.733051236E-05 1.358366185E-01 3.484306803E-04 3.107495215E-01 0.000000000E+00 
0L52 46426000 340.02 34.099 2.341663795E-01 6.522104013E-04 4.750033199E-05 1.369022406E-01 3.469697404E-04 3.110171828E-01 0.000000000E+00 
0L53 46446000 340.02 34.099 2.342929450E-01 6.527429195E-04 4.753186293E-05 1.367771084E-01 3.475196465E-04 3.108017497E-01 0.000000000E+00 
0L54 46468000 340.01 34.1 2.342705443E-01 6.525826850E-04 4.747995126E-05 1.361244136E-01 3.487973322E-04 3.105682333E-01 0.000000000E+00 
0L55 46488000 340.01 34.1 2.342079400E-01 6.520556677E-04 4.742402448E-05 1.363930681E-01 3.476974750E-04 3.105361167E-01 0.000000000E+00 
0L56 46510000 340.02 34.099 2.342496944E-01 6.528180593E-04 4.755036157E-05 1.369291481E-01 3.472646280E-04 3.109443218E-01 0.000000000E+00 
0L57 46530000 340.02 34.099 2.344602125E-01 6.537059801E-04 4.772213392E-05 1.371648555E-01 3.479207832E-04 3.113638889E-01 0.000000000E+00 
0L58 46552000 340.02 34.099 2.345188731E-01 6.541743425E-04 4.774790722E-05 1.371716924E-01 3.480933984E-04 3.112311347E-01 0.000000000E+00 
0L59 46572000 340.02 34.099 2.344645344E-01 6.537675058E-04 4.764956557E-05 1.369678581E-01 3.478937527E-04 3.108554276E-01 0.000000000E+00 
0L60 46594000 340.02 34.099 2.344763015E-01 6.533880787E-04 4.762416131E-05 1.366603814E-01 3.484807492E-04 3.108545146E-01 0.000000000E+00 
0L61 46614000 340.02 34.099 2.345481992E-01 6.543296806E-04 4.774690517E-05 1.370548082E-01 3.483816484E-04 3.111118144E-01 0.000000000E+00 
0L62 46636000 340.03 34.098 2.347230390E-01 6.552790645E-04 4.794416174E-05 1.369066036E-01 3.501977658E-04 3.117121405E-01 0.000000000E+00 
0L63 46656000 340.03 34.098 2.348445767E-01 6.556907481E-04 4.790912159E-05 1.366128586E-01 3.506907761E-04 3.111276560E-01 0.000000000E+00 
0L64 46678000 340.03 34.098 2.346680871E-01 6.547426052E-04 4.786312208E-05 1.366890784E-01 3.501647133E-04 3.115131530E-01 0.000000000E+00 
0L65 46698000 340.02 34.099 2.346618356E-01 6.547889430E-04 4.782608475E-05 1.371610237E-01 3.486879274E-04 3.112583626E-01 0.000000000E+00 
0L66 46720000 340.02 34.099 2.348597020E-01 6.554911859E-04 4.795696234E-05 1.365337277E-01 3.512438022E-04 3.115130929E-01 0.000000000E+00 
0L67 46740000 340.03 34.098 2.349046424E-01 6.564725121E-04 4.809083769E-05 1.375290831E-01 3.496791077E-04 3.118560662E-01 0.000000000E+00 
0L68 46762000 340.03 34.098 2.349652088E-01 6.559792239E-04 4.803051859E-05 1.367342693E-01 3.512672446E-04 3.116187849E-01 0.000000000E+00 
0L69 46782000 340.03 34.098 2.347795472E-01 6.554826665E-04 4.795131570E-05 1.373707983E-01 3.490664415E-04 3.115868033E-01 0.000000000E+00 
0L70 46804000 340.03 34.098 2.349897293E-01 6.561811499E-04 4.798033639E-05 1.370131286E-01 3.501916584E-04 3.111649397E-01 0.000000000E+00 
0L71 46824000 340.02 34.099 2.350831998E-01 6.570439746E-04 4.814210265E-05 1.375568349E-01 3.499763416E-04 3.116800638E-01 0.000000000E+00 
0L72 46846000 340.03 34.098 2.351188124E-01 6.576033149E-04 4.825784554E-05 1.378305652E-01 3.501208786E-04 3.121163761E-01 0.000000000E+00 
0L73 46866000 340.03 34.098 2.350559830E-01 6.569433593E-04 4.817905804E-05 1.377413264E-01 3.497746326E-04 3.120032140E-01 0.000000000E+00 
0L74 46888000 340.03 34.098 2.349785226E-01 6.564984802E-04 4.807277525E-05 1.375206849E-01 3.495712890E-04 3.116285944E-01 0.000000000E+00 
0L75 46908000 340.03 34.098 2.351268614E-01 6.570285619E-04 4.814583968E-05 1.375460522E-01 3.500333344E-04 3.116536871E-01 0.000000000E+00 
0L76 46930000 340.03 34.098 2.353609427E-01 6.582975838E-04 4.830860485E-05 1.369953741E-01 3.526258264E-04 3.117940616E-01 0.000000000E+00 
0L77 46950000 340.03 34.098 2.352662053E-01 6.581840416E-04 4.837522920E-05 1.375635902E-01 3.516527192E-04 3.124036791E-01 0.000000000E+00 
0L78 46972000 340.03 34.098 2.352932733E-01 6.579021123E-04 4.821382892E-05 1.371997284E-01 3.514173229E-04 3.114589608E-01 0.000000000E+00 
0L79 46992000 340.02 34.099 2.352203915E-01 6.575556776E-04 4.824527473E-05 1.370932399E-01 3.519165206E-04 3.119229168E-01 0.000000000E+00 
0L80 47014000 340.03 34.098 2.353659714E-01 6.584905433E-04 4.833280408E-05 1.376840424E-01 3.510378895E-04 3.118521738E-01 0.000000000E+00 
0L81 47034000 340.03 34.098 2.354522266E-01 6.590575886E-04 4.844563637E-05 1.379912992E-01 3.510817492E-04 3.121968366E-01 0.000000000E+00 
0L82 47056000 340.03 34.098 2.354227974E-01 6.588087791E-04 4.838150393E-05 1.377725044E-01 3.511669626E-04 3.119402893E-01 0.000000000E+00 
0L83 47076000 340.02 34.099 2.353800510E-01 6.579495682E-04 4.828567899E-05 1.370420886E-01 3.523469453E-04 3.117856221E-01 0.000000000E+00 
0L84 47098000 340.02 34.099 2.353641139E-01 6.584850218E-04 4.838408589E-05 1.374390884E-01 3.520437314E-04 3.121881350E-01 0.000000000E+00 
0L85 47118000 340.02 34.099 2.356395812E-01 6.598435162E-04 4.851227147E-05 1.377888243E-01 3.520742173E-04 3.120056181E-01 0.000000000E+00 
0L86 47140000 340.02 34.099 2.356510133E-01 6.599704512E-04 4.848981902E-05 1.375635939E-01 3.524939772E-04 3.117861076E-01 0.000000000E+00 
0L87 47160000 340.02 34.099 2.355099825E-01 6.590425528E-04 4.841123051E-05 1.376534358E-01 3.516840874E-04 3.119057238E-01 0.000000000E+00 
0L88 47182000 340.02 34.099 2.354396423E-01 6.587030767E-04 4.837793642E-05 1.378838075E-01 3.508574312E-04 3.119450210E-01 0.000000000E+00 
0L89 47202000 340.02 34.099 2.355311236E-01 6.596173079E-04 4.848943133E-05 1.380958971E-01 3.511317428E-04 3.121093249E-01 0.000000000E+00 
0L90 47224000 340.02 34.099 2.356714617E-01 6.603059194E-04 4.867092925E-05 1.379515053E-01 3.528098077E-04 3.127644993E-01 0.000000000E+00 
0L91 47244000 340.03 34.098 2.356690204E-01 6.604354219E-04 4.859713035E-05 1.381139751E-01 3.518656871E-04 3.122322583E-01 0.000000000E+00 
0L92 47266000 340.02 34.099 2.355051267E-01 6.593397531E-04 4.849660039E-05 1.380272177E-01 3.513587071E-04 3.123213468E-01 0.000000000E+00 
0L93 47286000 340.02 34.099 2.355393846E-01 6.593709963E-04 4.853570719E-05 1.377294453E-01 3.523974300E-04 3.125129266E-01 0.000000000E+00 
