T d154 d184 d214 d244
d 150 180 210 240
290 5.619196300E-02 5.609016100E-02 5.647088100E-02 5.645317400E-02
295 5.477324600E-02 5.464681500E-02 5.496656600E-02 5.500143600E-02
300 5.370490200E-02 5.354698900E-02 5.389237200E-02 5.392138300E-02
305 5.213533300E-02 5.200067500E-02 5.214911700E-02 5.234045300E-02
310 4.965852000E-02 5.057446000E-02 5.067681900E-02 5.083215000E-02
315 4.871593100E-02 4.962384300E-02 4.973933100E-02 4.988967900E-02
320 4.762611200E-02 4.854086800E-02 4.868218200E-02 4.879846800E-02
325 4.667057500E-02 4.766577800E-02 4.783634000E-02 4.790109500E-02
330 4.626713400E-02 4.726363100E-02 4.748228000E-02 4.751352000E-02
335 4.562029200E-02 4.663247800E-02 4.686306100E-02 4.685368500E-02
340 4.492405400E-02 4.596082300E-02 4.621642400E-02 4.622103400E-02
