N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+16 315 1.800E-4 2.708985E-1 2.329660E+1 4.421590E-1 7.779800E+1
1.468000E+10 3.162E+16 315 1.800E-4 2.704579E-1 2.325080E+1 4.420330E-1 7.779360E+1
2.154000E+10 3.162E+16 315 1.800E-4 2.698161E-1 2.318410E+1 4.418500E-1 7.778720E+1
3.162000E+10 3.162E+16 315 1.800E-4 2.688845E-1 2.308740E+1 4.415850E-1 7.777780E+1
4.642000E+10 3.162E+16 315 1.800E-4 2.675392E-1 2.294800E+1 4.412030E-1 7.776420E+1
6.813000E+10 3.162E+16 315 1.800E-4 2.656103E-1 2.274860E+1 4.406580E-1 7.774460E+1
1.000000E+11 3.162E+16 315 1.800E-4 2.628734E-1 2.246660E+1 4.398800E-1 7.771740E+1
1.468000E+11 3.162E+16 315 1.800E-4 2.590463E-1 2.207400E+1 4.387500E-1 7.768690E+1
2.154000E+11 3.162E+16 315 1.800E-4 2.538016E-1 2.152640E+1 4.372240E-1 7.759500E+1
3.162000E+11 3.162E+16 315 1.800E-4 2.468060E-1 2.081900E+1 4.352210E-1 7.752750E+1
4.642000E+11 3.162E+16 315 1.800E-4 2.377965E-1 1.991900E+1 4.326780E-1 7.743870E+1
6.813000E+11 3.162E+16 315 1.800E-4 2.266841E-1 1.882300E+1 4.295350E-1 7.732700E+1
1.000000E+12 3.162E+16 315 1.800E-4 2.136453E-1 1.754230E+1 4.256850E-1 7.715520E+1
1.468000E+12 3.162E+16 315 1.800E-4 1.991345E-1 1.615140E+1 4.213810E-1 7.699280E+1
2.154000E+12 3.162E+16 315 1.800E-4 1.837757E-1 1.470080E+1 4.165030E-1 7.682390E+1
3.162000E+12 3.162E+16 315 1.800E-4 1.681764E-1 1.323930E+1 4.112830E-1 7.656350E+1
4.642000E+12 3.162E+16 315 1.800E-4 1.527768E-1 1.181880E+1 4.055670E-1 7.629810E+1
6.813000E+12 3.162E+16 315 1.800E-4 1.378220E-1 1.046610E+1 3.995410E-1 7.602670E+1
1.000000E+13 3.162E+16 315 1.800E-4 1.234378E-1 9.178200E+0 3.929690E-1 7.568500E+1
1.468000E+13 3.162E+16 315 1.800E-4 1.097231E-1 7.977500E+0 3.859550E-1 7.535150E+1
2.154000E+13 3.162E+16 315 1.800E-4 9.679148E-2 6.859400E+0 3.785100E-1 7.489180E+1
3.162000E+13 3.162E+16 315 1.800E-4 8.476012E-2 5.839200E+0 3.705800E-1 7.436050E+1
4.642000E+13 3.162E+16 315 1.800E-4 7.372387E-2 4.922400E+0 3.621020E-1 7.375570E+1
6.813000E+13 3.162E+16 315 1.800E-4 6.373831E-2 4.112800E+0 3.531320E-1 7.309090E+1
1.000000E+14 3.162E+16 315 1.800E-4 5.481688E-2 3.401300E+0 3.436270E-1 7.222750E+1
