N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 5.623E+16 310 3.800E-4 3.652375E+1 1.755110E+1 5.863880E-1 8.194910E+1
1.468000E+10 5.623E+16 310 3.800E-4 3.634038E+1 1.744780E+1 5.859430E-1 8.194000E+1
2.154000E+10 5.623E+16 310 3.800E-4 3.609714E+1 1.730370E+1 5.853490E-1 8.189410E+1
3.162000E+10 5.623E+16 310 3.800E-4 3.578533E+1 1.712810E+1 5.845820E-1 8.187630E+1
4.642000E+10 5.623E+16 310 3.800E-4 3.540125E+1 1.691190E+1 5.836230E-1 8.185420E+1
6.813000E+10 5.623E+16 310 3.800E-4 3.494777E+1 1.665670E+1 5.824650E-1 8.182730E+1
1.000000E+11 5.623E+16 310 3.800E-4 3.443342E+1 1.636690E+1 5.811080E-1 8.179550E+1
1.468000E+11 5.623E+16 310 3.800E-4 3.386866E+1 1.604790E+1 5.795230E-1 8.176190E+1
2.154000E+11 5.623E+16 310 3.800E-4 3.326166E+1 1.570380E+1 5.776690E-1 8.172990E+1
3.162000E+11 5.623E+16 310 3.800E-4 3.261627E+1 1.533600E+1 5.756060E-1 8.168710E+1
4.642000E+11 5.623E+16 310 3.800E-4 3.193280E+1 1.493840E+1 5.733160E-1 8.159660E+1
6.813000E+11 5.623E+16 310 3.800E-4 3.120995E+1 1.452420E+1 5.707810E-1 8.153230E+1
1.000000E+12 5.623E+16 310 3.800E-4 3.044634E+1 1.408670E+1 5.678780E-1 8.147430E+1
1.468000E+12 5.623E+16 310 3.800E-4 2.964108E+1 1.362520E+1 5.646930E-1 8.140260E+1
2.154000E+12 5.623E+16 310 3.800E-4 2.879395E+1 1.313480E+1 5.612610E-1 8.127490E+1
3.162000E+12 5.623E+16 310 3.800E-4 2.790557E+1 1.262970E+1 5.574410E-1 8.119030E+1
4.642000E+12 5.623E+16 310 3.800E-4 2.697744E+1 1.209920E+1 5.533480E-1 8.105080E+1
6.813000E+12 5.623E+16 310 3.800E-4 2.601213E+1 1.155720E+1 5.489830E-1 8.093180E+1
1.000000E+13 5.623E+16 310 3.800E-4 2.501303E+1 1.100180E+1 5.442590E-1 8.081530E+1
1.468000E+13 5.623E+16 310 3.800E-4 2.398476E+1 1.043050E+1 5.393430E-1 8.063140E+1
2.154000E+13 5.623E+16 310 3.800E-4 2.293287E+1 9.858500E+0 5.340690E-1 8.049240E+1
3.162000E+13 5.623E+16 310 3.800E-4 2.186378E+1 9.279000E+0 5.286230E-1 8.028410E+1
4.642000E+13 5.623E+16 310 3.800E-4 2.078469E+1 8.706900E+0 5.229030E-1 8.011200E+1
6.813000E+13 5.623E+16 310 3.800E-4 1.970341E+1 8.136700E+0 5.169730E-1 7.988050E+1
1.000000E+14 5.623E+16 310 3.800E-4 1.862813E+1 7.578100E+0 5.109060E-1 7.962490E+1
