T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 1.918649E-1 1.194850E+1 4.038410E-1 7.710380E+1 2.275250E-1 1.478320E+1 4.177470E-1 7.776700E+1 1.5673047E+01 1.9175145E+01 3.3288091E+00 8.5280389E-01
295 1.948881E-1 1.157740E+1 3.894460E-1 7.626900E+1 2.315106E-1 1.439250E+1 4.037320E-1 7.699160E+1 1.5818930E+01 1.9559493E+01 3.5384859E+00 9.3854395E-01
300 1.978600E-1 1.118880E+1 3.749180E-1 7.541490E+1 2.352017E-1 1.396110E+1 3.896850E-1 7.616150E+1 1.5876458E+01 1.9857318E+01 3.7894710E+00 9.8028531E-01
305 2.008129E-1 1.078510E+1 3.604970E-1 7.449030E+1 2.382331E-1 1.346440E+1 3.752600E-1 7.530440E+1 1.5707389E+01 1.9899141E+01 3.9340724E+00 1.0810789E+00
310 2.037401E-1 1.036670E+1 3.459360E-1 7.354230E+1 2.412874E-1 1.295640E+1 3.609710E-1 7.437840E+1 1.5561235E+01 1.9987805E+01 4.1651545E+00 1.1241167E+00
315 2.066177E-1 9.933300E+0 3.314670E-1 7.251910E+1 2.439238E-1 1.240770E+1 3.464220E-1 7.341760E+1 1.5294162E+01 1.9942455E+01 4.3169891E+00 1.2238210E+00
320 2.095126E-1 9.488900E+0 3.169190E-1 7.145400E+1 2.459056E-1 1.180500E+1 3.316730E-1 7.236980E+1 1.4799582E+01 1.9619653E+01 4.4483573E+00 1.2654450E+00
325 2.123831E-1 9.032300E+0 3.024190E-1 7.031360E+1 2.476971E-1 1.118440E+1 3.167760E-1 7.127060E+1 1.4256929E+01 1.9241980E+01 4.5322247E+00 1.3427697E+00
330 2.152147E-1 8.564000E+0 2.878950E-1 6.910960E+1 2.489881E-1 1.052920E+1 3.017220E-1 7.007750E+1 1.3564263E+01 1.8664286E+01 4.5826953E+00 1.3811851E+00
335 2.180991E-1 8.088700E+0 2.733830E-1 6.783000E+1 2.497180E-1 9.839000E+0 2.863240E-1 6.880400E+1 1.2661843E+01 1.7789409E+01 4.5197049E+00 1.4156154E+00
340 2.209763E-1 7.604600E+0 2.589080E-1 6.645880E+1 2.502346E-1 9.139700E+0 2.708840E-1 6.741700E+1 1.1692348E+01 1.6795956E+01 4.4210806E+00 1.4213032E+00
