T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.723077E-1 3.006490E+1 5.064410E-1 7.972570E+1 3.752465E-1 3.066350E+1 5.051780E-1 8.087790E+1 7.8316520E-01 1.9521581E+00 -2.5001089E-01 1.4246166E+00
295 3.726124E-1 2.909840E+1 4.937080E-1 7.908790E+1 3.755727E-1 2.971400E+1 4.927190E-1 8.028550E+1 7.8820958E-01 2.0717507E+00 -2.0072293E-01 1.4916766E+00
300 3.728945E-1 2.813010E+1 4.809700E-1 7.842190E+1 3.758589E-1 2.876020E+1 4.802520E-1 7.966500E+1 7.8870023E-01 2.1908749E+00 -1.4950484E-01 1.5604092E+00
305 3.731598E-1 2.716170E+1 4.681270E-1 7.774410E+1 3.760883E-1 2.779710E+1 4.675880E-1 7.903420E+1 7.7867352E-01 2.2858500E+00 -1.1527242E-01 1.6323313E+00
310 3.734101E-1 2.619380E+1 4.552530E-1 7.704200E+1 3.763041E-1 2.683550E+1 4.549870E-1 7.836860E+1 7.6905885E-01 2.3912355E+00 -5.8463209E-02 1.6927698E+00
315 3.736457E-1 2.522770E+1 4.423890E-1 7.631030E+1 3.764834E-1 2.586990E+1 4.423900E-1 7.766280E+1 7.5373841E-01 2.4824217E+00 2.2604489E-04 1.7415030E+00
320 3.738735E-1 2.426300E+1 4.294970E-1 7.554900E+1 3.766184E-1 2.489610E+1 4.297150E-1 7.691650E+1 7.2882791E-01 2.5429686E+00 5.0731299E-02 1.7779020E+00
325 3.740917E-1 2.330080E+1 4.165080E-1 7.477200E+1 3.767350E-1 2.392260E+1 4.169600E-1 7.614600E+1 7.0163377E-01 2.5992158E+00 1.0840368E-01 1.8044283E+00
330 3.743012E-1 2.234200E+1 4.035420E-1 7.395720E+1 3.768177E-1 2.294420E+1 4.042080E-1 7.531940E+1 6.6782956E-01 2.6246284E+00 1.6476665E-01 1.8085646E+00
335 3.745091E-1 2.138790E+1 3.905820E-1 7.310750E+1 3.768645E-1 2.195880E+1 3.914000E-1 7.443400E+1 6.2499917E-01 2.5998688E+00 2.0899336E-01 1.7821157E+00
340 3.747114E-1 2.043770E+1 3.775310E-1 7.223550E+1 3.768933E-1 2.097290E+1 3.785300E-1 7.350360E+1 5.7891716E-01 2.5518645E+00 2.6391567E-01 1.7252216E+00
