T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 1.564228E-1 9.271500E+0 3.886010E-1 7.626350E+1 1.919955E-1 1.194380E+1 4.037960E-1 7.702980E+1 1.8527882E+01 2.2373951E+01 3.7630388E+00 9.9480980E-01
295 1.593609E-1 8.986700E+0 3.739380E-1 7.540330E+1 1.961388E-1 1.164960E+1 3.897010E-1 7.620500E+1 1.8750956E+01 2.2858296E+01 4.0448960E+00 1.0520307E+00
300 1.622650E-1 8.685600E+0 3.593310E-1 7.448140E+1 2.000063E-1 1.131580E+1 3.753680E-1 7.536230E+1 1.8870056E+01 2.3243606E+01 4.2723407E+00 1.1688868E+00
305 1.651667E-1 8.370500E+0 3.446130E-1 7.353040E+1 2.032097E-1 1.091790E+1 3.608960E-1 7.443590E+1 1.8721055E+01 2.3332326E+01 4.5118261E+00 1.2164829E+00
310 1.680591E-1 8.041500E+0 3.300050E-1 7.249770E+1 2.064558E-1 1.050850E+1 3.463280E-1 7.348430E+1 1.8598024E+01 2.3476234E+01 4.7131621E+00 1.3425997E+00
315 1.709183E-1 7.698300E+0 3.152460E-1 7.143710E+1 2.092770E-1 1.005840E+1 3.316840E-1 7.245220E+1 1.8329152E+01 2.3463970E+01 4.9559219E+00 1.4010617E+00
320 1.738106E-1 7.344700E+0 3.006160E-1 7.028350E+1 2.114142E-1 9.554700E+0 3.166690E-1 7.135870E+1 1.7786696E+01 2.3129978E+01 5.0693311E+00 1.5067539E+00
325 1.766951E-1 6.979300E+0 2.858740E-1 6.908420E+1 2.133548E-1 9.032700E+0 3.016330E-1 7.017850E+1 1.7182505E+01 2.2732959E+01 5.2245610E+00 1.5593095E+00
330 1.795556E-1 6.602400E+0 2.712330E-1 6.778450E+1 2.147622E-1 8.475700E+0 2.862970E-1 6.892360E+1 1.6393295E+01 2.2102009E+01 5.2616688E+00 1.6526995E+00
335 1.824859E-1 6.218600E+0 2.565290E-1 6.641970E+1 2.155681E-1 7.884200E+0 2.707470E-1 6.754310E+1 1.5346519E+01 2.1125796E+01 5.2513971E+00 1.6632343E+00
340 1.854270E-1 5.826100E+0 2.419050E-1 6.494220E+1 2.161440E-1 7.283400E+0 2.549760E-1 6.607860E+1 1.4211359E+01 2.0008513E+01 5.1263648E+00 1.7197701E+00
