T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 9.525432E-2 4.969100E+0 3.537710E-1 7.372940E+1 1.239217E-1 6.899600E+0 3.722040E-1 7.479330E+1 2.3133463E+01 2.7979883E+01 4.9523917E+00 1.4224536E+00
295 9.753633E-2 4.806800E+0 3.386940E-1 7.275340E+1 1.275586E-1 6.742400E+0 3.576500E-1 7.389560E+1 2.3536061E+01 2.8707879E+01 5.3001538E+00 1.5456942E+00
300 9.981276E-2 4.633400E+0 3.235440E-1 7.173800E+1 1.310062E-1 6.555700E+0 3.430020E-1 7.294590E+1 2.3810659E+01 2.9322574E+01 5.6728532E+00 1.6558847E+00
305 1.021100E-1 4.450100E+0 3.084400E-1 7.064820E+1 1.339081E-1 6.319200E+0 3.280640E-1 7.192280E+1 2.3746211E+01 2.9578111E+01 5.9817597E+00 1.7721779E+00
310 1.044232E-1 4.257000E+0 2.932960E-1 6.949800E+1 1.368838E-1 6.073200E+0 3.131320E-1 7.084510E+1 2.3713982E+01 2.9905157E+01 6.3347087E+00 1.9014724E+00
315 1.067327E-1 4.054100E+0 2.781870E-1 6.827040E+1 1.395053E-1 5.795100E+0 2.980320E-1 6.969110E+1 2.3492011E+01 3.0042622E+01 6.6586809E+00 2.0385673E+00
320 1.090976E-1 3.843900E+0 2.630760E-1 6.696500E+1 1.415218E-1 5.475000E+0 2.825990E-1 6.844820E+1 2.2911099E+01 2.9791781E+01 6.9083755E+00 2.1668941E+00
325 1.114733E-1 3.625300E+0 2.479960E-1 6.556800E+1 1.433713E-1 5.139900E+0 2.670560E-1 6.712080E+1 2.2248525E+01 2.9467499E+01 7.1370799E+00 2.3134408E+00
330 1.138597E-1 3.398600E+0 2.329360E-1 6.407030E+1 1.447328E-1 4.776600E+0 2.513020E-1 6.566370E+1 2.1331101E+01 2.8848972E+01 7.3083382E+00 2.4266071E+00
335 1.163415E-1 3.166900E+0 2.179200E-1 6.245650E+1 1.455318E-1 4.386800E+0 2.351530E-1 6.409280E+1 2.0057678E+01 2.7808425E+01 7.3284202E+00 2.5530169E+00
340 1.188342E-1 2.928900E+0 2.029420E-1 6.072460E+1 1.461202E-1 3.989900E+0 2.189440E-1 6.235700E+1 1.8673667E+01 2.6592145E+01 7.3087182E+00 2.6178296E+00
