N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 340 2.400E-4 1.022046219E+00 1.024478461E+00
1.468000E+10 1.000E+15 340 2.400E-4 1.022725329E+00 1.024438039E+00
2.154000E+10 1.000E+15 340 2.400E-4 1.023185357E+00 1.024378977E+00
3.162000E+10 1.000E+15 340 2.400E-4 1.023468049E+00 1.024293605E+00
4.642000E+10 1.000E+15 340 2.400E-4 1.023603007E+00 1.024170764E+00
6.813000E+10 1.000E+15 340 2.400E-4 1.023606107E+00 1.023994855E+00
1.000000E+11 1.000E+15 340 2.400E-4 1.023482381E+00 1.023747614E+00
1.468000E+11 1.000E+15 340 2.400E-4 1.023225096E+00 1.023405522E+00
2.154000E+11 1.000E+15 340 2.400E-4 1.022823510E+00 1.022945874E+00
3.162000E+11 1.000E+15 340 2.400E-4 1.022270536E+00 1.022353321E+00
4.642000E+11 1.000E+15 340 2.400E-4 1.021579540E+00 1.021635455E+00
6.813000E+11 1.000E+15 340 2.400E-4 1.020807893E+00 1.020845741E+00
1.000000E+12 1.000E+15 340 2.400E-4 1.020080590E+00 1.020106414E+00
1.468000E+12 1.000E+15 340 2.400E-4 1.019602031E+00 1.019619996E+00
2.154000E+12 1.000E+15 340 2.400E-4 1.019627093E+00 1.019640046E+00
3.162000E+12 1.000E+15 340 2.400E-4 1.020398536E+00 1.020408368E+00
4.642000E+12 1.000E+15 340 2.400E-4 1.022075119E+00 1.022083043E+00
6.813000E+12 1.000E+15 340 2.400E-4 1.024651224E+00 1.024657955E+00
1.000000E+13 1.000E+15 340 2.400E-4 1.028183159E+00 1.028189116E+00
