fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
D52AI1PR 40184000 296.09 39.158 9.919048901E-01 1.013624520E+02 3.698813737E-06 1.522923213E+03 2.648367362E+00 2.330295424E-20 2.884130907E-02 
D52AI1PR 40184000 296.09 39.158 9.919048860E-01 1.013624521E+02 3.698813658E-06 1.522923200E+03 3.962184798E+00 3.902755183E-22 2.884131219E-02 
D52AI1PR 40184000 296.09 39.158 9.919048893E-01 1.013624520E+02 3.698813714E-06 1.522923206E+03 2.669026626E+00 2.241721279E-20 2.884130911E-02 
D52AI1PR 40184000 296.09 39.158 9.919048976E-01 1.013624520E+02 3.698813876E-06 1.522923238E+03 2.912831460E+00 2.872498965E-20 2.884131252E-02 
D52AI2PR 40208000 296.16 39.148 9.340378141E-01 1.017582881E+02 2.556548978E-06 1.343848275E+03 2.381161450E+00 1.664451655E-20 2.676259153E-02 
D52AI2PR 40208000 296.16 39.148 9.340378142E-01 1.017582881E+02 2.556548973E-06 1.343848272E+03 2.411197214E+00 1.845680114E-20 2.676259106E-02 
D52AI2PR 40208000 296.16 39.148 9.340378198E-01 1.017582881E+02 2.556549065E-06 1.343848292E+03 2.601763231E+00 2.234325768E-20 2.676258650E-02 
D52AI2PR 40208000 296.16 39.148 9.340378186E-01 1.017582881E+02 2.556549037E-06 1.343848285E+03 2.626963350E+00 2.288796894E-20 2.676258691E-02 
D52AI3PR 40230000 296.19 39.144 9.345067431E-01 1.017544889E+02 2.509847731E-06 1.324751460E+03 3.079314758E+00 3.507170688E-20 2.595439767E-02 
D52AI3PR 40230000 296.19 39.144 9.345067483E-01 1.017544888E+02 2.509847815E-06 1.324751474E+03 3.256763848E+00 3.669261507E-20 2.595439339E-02 
D52AI3PR 40230000 296.19 39.144 9.345067459E-01 1.017544888E+02 2.509847773E-06 1.324751468E+03 2.362669483E+00 1.680609043E-20 2.595439505E-02 
D52AI3PR 40230000 296.19 39.144 9.345067470E-01 1.017544888E+02 2.509847792E-06 1.324751467E+03 1.928884073E+00 8.867905537E-21 2.595439427E-02 
