N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -2.597400000E-05 -3.889000000E-05 -4.866300000E-05 -5.710200000E-05
1.600000000E+01 2.281264000E-03 1.975998000E-03 1.776404000E-03 1.642357000E-03
1.700000000E+01 2.140817200E-02 1.976585800E-02 1.869719900E-02 1.789648000E-02
1.549996187E+01 6.697190000E-04 5.868570000E-04 5.338770000E-04 4.967950000E-04
1.649996187E+01 7.449831000E-03 6.575872000E-03 5.984006000E-03 5.567477000E-03
1.674996808E+01 1.296653200E-02 1.168350400E-02 1.082115200E-02 1.019052100E-02
1.624993176E+01 4.143029000E-03 3.606962000E-03 3.250749000E-03 3.004521000E-03
1.574996808E+01 1.251252000E-03 1.089826000E-03 9.844060000E-04 9.139450000E-04
1.524993176E+01 2.977020000E-04 2.582550000E-04 2.310870000E-04 2.113920000E-04
