N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.710800000E-05 -2.556300000E-05 -3.174700000E-05 -3.689600000E-05
1.600000000E+01 1.601636000E-03 1.383533000E-03 1.241201000E-03 1.145641000E-03
1.700000000E+01 1.715138300E-02 1.574526500E-02 1.483753000E-02 1.415242100E-02
1.549996187E+01 4.612270000E-04 4.038020000E-04 3.670800000E-04 3.414420000E-04
1.649996187E+01 5.485680000E-03 4.816100000E-03 4.364350000E-03 4.046998000E-03
1.674996808E+01 9.926261000E-03 8.890494000E-03 8.195619000E-03 7.688421000E-03
1.624993176E+01 2.964631000E-03 2.570507000E-03 2.309548000E-03 2.129215000E-03
1.574996808E+01 8.680060000E-04 7.547540000E-04 6.808680000E-04 6.314190000E-04
1.524993176E+01 2.042830000E-04 1.772950000E-04 1.588560000E-04 1.456630000E-04
