N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.562000000E-06 3.110000000E-06 3.987000000E-06 4.924000000E-06
1.600000000E+01 2.085220000E-04 1.872090000E-04 1.737060000E-04 1.652530000E-04
1.700000000E+01 3.425191000E-03 3.250751000E-03 3.172955000E-03 3.109122000E-03
1.549996187E+01 5.509400000E-05 4.970600000E-05 4.643500000E-05 4.433100000E-05
1.649996187E+01 8.325780000E-04 7.647580000E-04 7.220490000E-04 6.943460000E-04
1.674996808E+01 1.695777000E-03 1.583289000E-03 1.516258000E-03 1.470989000E-03
1.624993176E+01 4.123870000E-04 3.736410000E-04 3.492520000E-04 3.332220000E-04
1.574996808E+01 1.072750000E-04 9.626900000E-05 8.930800000E-05 8.487000000E-05
1.524993176E+01 2.508500000E-05 2.310200000E-05 2.203800000E-05 2.152900000E-05
