fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
L228 36344 300.02 38.645 7.289884323E-11 2.561413656E+00 6.130265666E+03 9.182698221E-05 4.714091721E+00 2.472330405E+03 0.000000000E+00 2.516883112E-04 4.966175977E-01 2.240856133E-04 4.305235917E-05 3.868662779E-01 2.906574911E-01 1.481205904E-04 1.610484549E-03 
L229 36362 300.02 38.645 1.976215987E-10 2.706236259E+00 6.304596512E+03 8.813539651E-05 4.366302173E+00 2.413565404E+03 0.000000000E+00 2.497636778E-04 4.965638703E-01 2.239710457E-04 4.304258116E-05 3.870181317E-01 2.911806384E-01 1.478208902E-04 7.409036977E-04 
0L23 32202 300.02 38.645 1.562040217E-10 2.664468577E+00 6.244348343E+03 9.188242281E-05 4.531199593E+00 2.453895240E+03 0.000000000E+00 2.554446973E-04 4.956227600E-01 2.284843845E-04 4.374616174E-05 3.863066537E-01 2.896556277E-01 1.510281781E-04 1.074685695E-03 
L230 36382 300.01 38.646 2.041903806E-10 2.708690814E+00 6.297077936E+03 8.668457679E-05 4.301157504E+00 2.401061874E+03 0.000000000E+00 2.493939264E-04 4.965110411E-01 2.238195232E-04 4.303683800E-05 3.872696638E-01 2.913388848E-01 1.477208853E-04 9.655300082E-04 
L231 36402 300.01 38.646 1.321301030E-10 2.647442128E+00 6.275466992E+03 9.060665538E-05 4.556488396E+00 2.450238692E+03 0.000000000E+00 2.503221568E-04 4.967053077E-01 2.237921993E-04 4.301401807E-05 3.869601727E-01 2.907793822E-01 1.479266437E-04 1.783057715E-03 
L232 36422 300.01 38.646 7.663178495E-11 2.569419740E+00 6.112369448E+03 9.148617253E-05 4.684650420E+00 2.465808904E+03 0.000000000E+00 2.515675615E-04 4.966074562E-01 2.240018576E-04 4.302141626E-05 3.867406719E-01 2.909974262E-01 1.478412260E-04 2.050666372E-03 
L233 36442 300.02 38.645 2.390914339E-10 2.729183980E+00 6.490415109E+03 8.876444281E-05 4.423159320E+00 2.418322557E+03 0.000000000E+00 2.490470070E-04 4.965218249E-01 2.237461638E-04 4.301053719E-05 3.871514820E-01 2.908156737E-01 1.478962143E-04 1.979536883E-03 
L234 36464 300.01 38.646 1.259649192E-10 2.637975612E+00 6.243945149E+03 9.021032138E-05 4.550559476E+00 2.444559901E+03 0.000000000E+00 2.506256860E-04 4.964932721E-01 2.240061957E-04 4.303112281E-05 3.869093990E-01 2.906171158E-01 1.480680954E-04 1.349718802E-03 
L235 36482 300.02 38.645 1.218997260E-10 2.636675704E+00 6.261522380E+03 9.168640243E-05 4.633243606E+00 2.457972557E+03 0.000000000E+00 2.507819944E-04 4.967716934E-01 2.239469176E-04 4.300348552E-05 3.865464837E-01 2.905073393E-01 1.480289125E-04 1.326007574E-03 
L236 36502 300.02 38.645 9.933571792E-11 2.600626304E+00 6.170203248E+03 8.935692436E-05 4.555069535E+00 2.439108175E+03 0.000000000E+00 2.507194692E-04 4.964404336E-01 2.238640641E-04 4.303205137E-05 3.872046104E-01 2.908079041E-01 1.479741464E-04 2.243861957E-03 
