fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L5 31844 300.05 38.641 1.750420252E-10 2.663241176E+00 6.281657827E+03 9.088892790E-05 4.503334586E+00 2.445416501E+03 0.000000000E+00 2.567666040E-04 4.937500918E-01 2.299398057E-04 4.381985945E-05 3.859665171E-01 2.878716061E-01 1.522201513E-04 6.075357841E-04 
00L6 31860 300.06 38.64 1.953813675E-10 2.681659033E+00 6.359817924E+03 9.185662241E-05 4.509854921E+00 2.462935307E+03 0.000000000E+00 2.565218191E-04 4.936493174E-01 2.298827909E-04 4.381427011E-05 3.860918013E-01 2.879062752E-01 1.521824076E-04 1.420468256E-03 
00L7 31880 300.03 38.643 1.922444907E-10 2.684651025E+00 6.315156361E+03 9.212677646E-05 4.504816564E+00 2.457252988E+03 0.000000000E+00 2.565290802E-04 4.940325477E-01 2.297738254E-04 4.382231345E-05 3.860461133E-01 2.880956871E-01 1.521102724E-04 2.371677497E-03 
00L8 31902 300.01 38.646 1.694590502E-10 2.654520871E+00 6.291428591E+03 8.894986704E-05 4.427266574E+00 2.432670174E+03 0.000000000E+00 2.559033185E-04 4.938478965E-01 2.294422463E-04 4.383181619E-05 3.868324265E-01 2.881393366E-01 1.521202093E-04 1.043925374E-03 
00L9 31922 300.01 38.646 1.286805982E-10 2.621389985E+00 6.256899971E+03 9.172477259E-05 4.595533691E+00 2.459155860E+03 0.000000000E+00 2.565018353E-04 4.944533222E-01 2.293543621E-04 4.382657734E-05 3.864606251E-01 2.882152941E-01 1.520619420E-04 2.181509823E-03 
0L47 32704 300.02 38.645 1.762407603E-10 2.680862902E+00 6.321758135E+03 9.060757741E-05 4.470861239E+00 2.440022173E+03 0.000000000E+00 2.533296333E-04 4.957371656E-01 2.270018102E-04 4.354758806E-05 3.869753540E-01 2.897855969E-01 1.502751984E-04 1.233737393E-03 
0L48 32722 300.02 38.645 2.530019588E-10 2.736266257E+00 6.496907577E+03 9.096038752E-05 4.487187293E+00 2.432265847E+03 0.000000000E+00 2.526499086E-04 4.963579848E-01 2.269088330E-04 4.353722773E-05 3.865577249E-01 2.898353676E-01 1.502136475E-04 1.041119275E-03 
0L49 32742 300.02 38.645 1.277253528E-10 2.634814810E+00 6.278309545E+03 9.237400564E-05 4.609466916E+00 2.463390941E+03 0.000000000E+00 2.539930438E-04 4.959138591E-01 2.270461776E-04 4.356054582E-05 3.868769652E-01 2.898151795E-01 1.503045696E-04 3.484863205E-03 
0L50 32762 300.03 38.643 1.171080283E-10 2.625789613E+00 6.230723062E+03 9.285229369E-05 4.621738436E+00 2.466993231E+03 0.000000000E+00 2.543166276E-04 4.960975979E-01 2.271350973E-04 4.359212776E-05 3.868625554E-01 2.899117590E-01 1.503634344E-04 2.301925344E-03 
0L51 32784 300.01 38.646 1.997456319E-10 2.696716526E+00 6.308721205E+03 8.848338792E-05 4.382155739E+00 2.417651162E+03 0.000000000E+00 2.531479499E-04 4.958156041E-01 2.270905690E-04 4.355602830E-05 3.868378691E-01 2.901667954E-01 1.501068661E-04 1.536121602E-03 
