fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L1 27792 300.01 38.646 1.937638498E-09 3.030866993E+00 7.332214106E+03 8.402359651E-05 4.062805235E+00 2.391182282E+03 0.000000000E+00 2.550146231E-04 4.921018196E-01 2.322175791E-04 4.381570400E-05 3.834243853E-01 2.845910071E-01 1.539602549E-04 2.976954520E-03 
0L10 31942 300.03 38.643 9.613337981E-11 2.586669866E+00 6.124702865E+03 9.290965054E-05 4.634776442E+00 2.479288416E+03 0.000000000E+00 2.573406448E-04 4.944207489E-01 2.294690040E-04 4.383658792E-05 3.863812331E-01 2.885723545E-01 1.519084806E-04 1.529017573E-03 
0L11 31964 300.03 38.643 2.009770818E-10 2.690625591E+00 6.389641207E+03 9.177096904E-05 4.535116716E+00 2.449185869E+03 0.000000000E+00 2.557325319E-04 4.948103721E-01 2.292513172E-04 4.380257007E-05 3.861437045E-01 2.886222207E-01 1.517643720E-04 1.231396544E-03 
0L12 31982 300.03 38.643 1.469529334E-10 2.648564565E+00 6.291723815E+03 9.299383935E-05 4.586657325E+00 2.468581602E+03 0.000000000E+00 2.562983436E-04 4.948096169E-01 2.292596672E-04 4.384746379E-05 3.865259790E-01 2.889075099E-01 1.517698997E-04 1.784402159E-03 
L100 33764 300.03 38.643 1.811195598E-10 2.697137082E+00 6.311443571E+03 9.108441033E-05 4.459379049E+00 2.462713251E+03 0.000000000E+00 2.520720153E-04 4.963287279E-01 2.257006067E-04 4.332179065E-05 3.867267911E-01 2.903836857E-01 1.491881010E-04 1.820307386E-03 
L101 33784 300.02 38.645 2.303021578E-10 2.720745828E+00 6.341861877E+03 8.727357830E-05 4.296227605E+00 2.404580869E+03 0.000000000E+00 2.511921730E-04 4.958617942E-01 2.256408214E-04 4.332666318E-05 3.872370682E-01 2.904932941E-01 1.491485830E-04 8.019333355E-04 
L102 33804 300.02 38.645 9.275204781E-11 2.591121124E+00 6.182019855E+03 9.161591548E-05 4.647714912E+00 2.465056916E+03 0.000000000E+00 2.529645624E-04 4.962899992E-01 2.256544516E-04 4.333316341E-05 3.869376283E-01 2.905193272E-01 1.491575925E-04 8.406944254E-04 
L103 33824 300.02 38.645 1.134119568E-10 2.617872887E+00 6.242224978E+03 9.084429102E-05 4.609803879E+00 2.449740847E+03 0.000000000E+00 2.525785456E-04 4.965148551E-01 2.256649220E-04 4.334772949E-05 3.868744524E-01 2.901645206E-01 1.493901784E-04 7.375772893E-04 
L104 33842 300 38.647 1.189321027E-10 2.633714888E+00 6.289820231E+03 9.372952373E-05 4.686280882E+00 2.479075400E+03 0.000000000E+00 2.527873346E-04 4.966441183E-01 2.257044065E-04 4.334895641E-05 3.867170427E-01 2.901219709E-01 1.494163171E-04 1.364029096E-03 
L105 33864 300.02 38.645 1.256063207E-10 2.638021035E+00 6.280835314E+03 9.228583173E-05 4.636687368E+00 2.466854448E+03 0.000000000E+00 2.526840749E-04 4.965906460E-01 2.257423381E-04 4.333814858E-05 3.865972857E-01 2.904396307E-01 1.492156855E-04 2.060893818E-03 
L106 33882 300.03 38.643 1.679946180E-10 2.687630557E+00 6.279275068E+03 9.198516604E-05 4.508563333E+00 2.453644662E+03 0.000000000E+00 2.521822667E-04 4.964880583E-01 2.256189490E-04 4.331165971E-05 3.866521659E-01 2.908608835E-01 1.489085063E-04 1.664577440E-03 
L107 33904 300.02 38.645 1.539027338E-10 2.665907468E+00 6.306866817E+03 9.078021307E-05 4.525324828E+00 2.445692112E+03 0.000000000E+00 2.519384932E-04 4.964002032E-01 2.254981613E-04 4.331028699E-05 3.869154802E-01 2.905672057E-01 1.490542846E-04 1.252360664E-03 
L108 33922 300.01 38.646 1.214719691E-10 2.632136147E+00 6.254395971E+03 9.142801378E-05 4.603122922E+00 2.455673785E+03 0.000000000E+00 2.523931616E-04 4.966378651E-01 2.255183070E-04 4.332535322E-05 3.868302970E-01 2.906423190E-01 1.490676009E-04 1.939654554E-03 
L109 33942 300.01 38.646 1.300805583E-10 2.641339183E+00 6.210461458E+03 9.041178728E-05 4.528214792E+00 2.441861610E+03 0.000000000E+00 2.524458992E-04 4.963265450E-01 2.256487291E-04 4.331655958E-05 3.867706947E-01 2.904153746E-01 1.491538099E-04 1.933560997E-03 
L110 33962 300.01 38.646 1.782042501E-10 2.685112822E+00 6.318393977E+03 8.913262269E-05 4.462709954E+00 2.423725082E+03 0.000000000E+00 2.517834428E-04 4.966271412E-01 2.256283168E-04 4.333334993E-05 3.867214040E-01 2.905542289E-01 1.491403174E-04 2.489971442E-03 
L111 33982 300.01 38.646 1.934730089E-10 2.696494954E+00 6.284583067E+03 8.798212140E-05 4.374623132E+00 2.406257440E+03 0.000000000E+00 2.516331985E-04 4.963113476E-01 2.256643028E-04 4.333090234E-05 3.868839057E-01 2.909316251E-01 1.489384398E-04 7.320972973E-04 
L112 34002 300.02 38.645 1.548830235E-10 2.662227512E+00 6.285385075E+03 8.903830292E-05 4.438423940E+00 2.425492646E+03 0.000000000E+00 2.516138765E-04 4.961742556E-01 2.254394115E-04 4.334330586E-05 3.874877379E-01 2.908645082E-01 1.490154510E-04 1.487326586E-03 
L113 34022 300.02 38.645 1.410219372E-10 2.643753741E+00 6.272569331E+03 8.837110678E-05 4.493313506E+00 2.416920115E+03 0.000000000E+00 2.517393522E-04 4.964071261E-01 2.254111490E-04 4.330816473E-05 3.870404713E-01 2.906651256E-01 1.489967695E-04 1.383100754E-03 
L114 34042 300.03 38.643 2.097571835E-10 2.707563803E+00 6.301369299E+03 8.713057975E-05 4.280316152E+00 2.404814501E+03 0.000000000E+00 2.510505534E-04 4.958454184E-01 2.254278949E-04 4.332016943E-05 3.875575361E-01 2.907240978E-01 1.490078386E-04 1.419670869E-03 
L115 34062 300.02 38.645 1.343232544E-10 2.653552394E+00 6.294316882E+03 9.306881551E-05 4.581345207E+00 2.475801251E+03 0.000000000E+00 2.521270320E-04 4.963979131E-01 2.253752511E-04 4.332479594E-05 3.872579617E-01 2.908230620E-01 1.489730410E-04 1.674775853E-03 
L116 34084 300.03 38.643 1.995338977E-10 2.706539808E+00 6.324137361E+03 8.998461560E-05 4.443846229E+00 2.429889701E+03 0.000000000E+00 2.517045921E-04 4.963709797E-01 2.255773407E-04 4.328205234E-05 3.865502788E-01 2.907156676E-01 1.488810448E-04 1.054476424E-03 
L117 34104 300.03 38.643 2.034763277E-10 2.708435921E+00 6.351702810E+03 8.985027460E-05 4.438673850E+00 2.429451577E+03 0.000000000E+00 2.514746739E-04 4.963990061E-01 2.254753723E-04 4.328744240E-05 3.867514144E-01 2.904432946E-01 1.490392211E-04 1.541910898E-03 
L118 34122 300.02 38.645 2.250581589E-10 2.725558867E+00 6.374136386E+03 8.982133911E-05 4.434785280E+00 2.426147539E+03 0.000000000E+00 2.512399741E-04 4.965707578E-01 2.253384951E-04 4.324287427E-05 3.864541917E-01 2.907603801E-01 1.487234067E-04 1.088516789E-03 
L119 34142 300.01 38.646 1.547406964E-10 2.662121438E+00 6.329689476E+03 8.990629954E-05 4.514949353E+00 2.439933168E+03 0.000000000E+00 2.515460104E-04 4.962434073E-01 2.252636965E-04 4.326225106E-05 3.870108642E-01 2.905470346E-01 1.488993034E-04 9.673203101E-04 
L120 34162 300 38.647 1.289495178E-10 2.638811194E+00 6.233930204E+03 9.011385346E-05 4.499823147E+00 2.447397371E+03 0.000000000E+00 2.519680823E-04 4.960931991E-01 2.253437026E-04 4.329291028E-05 3.872648519E-01 2.906497114E-01 1.489521874E-04 1.760960110E-03 
L121 34182 300.02 38.645 2.190951350E-10 2.716946495E+00 6.339106979E+03 8.806239199E-05 4.341917014E+00 2.410637817E+03 0.000000000E+00 2.510576867E-04 4.962595996E-01 2.253672605E-04 4.329428229E-05 3.871067980E-01 2.910688857E-01 1.487423920E-04 1.278635083E-03 
L122 34202 300.01 38.646 2.078550326E-10 2.713828698E+00 6.334189157E+03 8.969391338E-05 4.437980164E+00 2.424590148E+03 0.000000000E+00 2.514716907E-04 4.966538583E-01 2.254273711E-04 4.326921731E-05 3.864724846E-01 2.908228039E-01 1.487820650E-04 1.643896323E-03 
L123 34222 300.02 38.645 1.570220613E-10 2.668935691E+00 6.308263742E+03 9.070842945E-05 4.531659166E+00 2.437721989E+03 0.000000000E+00 2.518168192E-04 4.965635096E-01 2.254079885E-04 4.329716711E-05 3.868257503E-01 2.905953890E-01 1.489946804E-04 8.481820692E-04 
L124 34242 300.02 38.645 1.276623515E-10 2.646231608E+00 6.245161022E+03 9.288908756E-05 4.614628855E+00 2.471499585E+03 0.000000000E+00 2.523708042E-04 4.964860590E-01 2.253500716E-04 4.325105571E-05 3.865733882E-01 2.903605114E-01 1.489563974E-04 1.530203189E-03 
L125 34262 300.02 38.645 7.547806670E-11 2.579367280E+00 6.121573499E+03 9.558667960E-05 4.755241950E+00 2.519192704E+03 0.000000000E+00 2.534538357E-04 4.964700106E-01 2.253633484E-04 4.326763557E-05 3.867112944E-01 2.904547056E-01 1.489651733E-04 1.346628494E-03 
L126 34284 300.02 38.645 1.835345218E-10 2.690185618E+00 6.294926193E+03 8.833386303E-05 4.391063683E+00 2.418033326E+03 0.000000000E+00 2.512350825E-04 4.963726731E-01 2.252409047E-04 4.327332631E-05 3.870482893E-01 2.906508230E-01 1.488842380E-04 1.139984724E-03 
L127 34302 300.01 38.646 1.112819474E-10 2.620308297E+00 6.256094019E+03 9.239747696E-05 4.662691078E+00 2.468091358E+03 0.000000000E+00 2.523060170E-04 4.964997202E-01 2.252448193E-04 4.324946556E-05 3.867291657E-01 2.904855107E-01 1.488868256E-04 1.170873441E-03 
