X Y Xfit Yfit
1.3434900E+1 1.5329000E+2 1.3923583E+1 1.5309285E+2
1.5224100E+1 1.6798800E+2 1.5538281E+1 1.6772924E+2
1.7121300E+1 1.8393000E+2 1.7362557E+1 1.8375380E+2
1.9299100E+1 2.0147900E+2 1.9426998E+1 2.0129519E+2
2.1689100E+1 2.2075000E+2 2.1767032E+1 2.2049317E+2
2.4423700E+1 2.4168900E+2 2.4423700E+1 2.4149929E+2
2.7592000E+1 2.6461100E+2 2.7444524E+1 2.6447763E+2
3.1195100E+1 2.8974600E+2 3.0884489E+1 2.8960538E+2
3.5219500E+1 3.1714700E+2 3.4807128E+1 3.1707348E+2
3.9833200E+1 3.4708700E+2 3.9285701E+1 3.4708700E+2
4.5192300E+1 3.7961100E+2 4.4404451E+1 3.7986546E+2
5.1060600E+1 4.1523400E+2 5.0259888E+1 4.1564288E+2
5.7475400E+1 4.5412700E+2 5.6962048E+1 4.5466758E+2
6.5487600E+1 4.9630400E+2 6.4635622E+1 4.9720163E+2
7.4218800E+1 5.4256500E+2 7.3420813E+1 5.4352001E+2
8.4364900E+1 5.9246200E+2 8.3473772E+1 5.9390932E+2
9.5784600E+1 6.4691000E+2 9.4966340E+1 6.4866634E+2
1.0869800E+2 7.0613600E+2 1.0808482E+2 7.0809612E+2
1.2356500E+2 7.7035800E+2 1.2302758E+2 7.7251058E+2
1.3998600E+2 8.3934900E+2 1.4000103E+2 8.4222737E+2
1.5850600E+2 9.1473300E+2 1.5921394E+2 9.1756972E+2
1.8031300E+2 9.9519200E+2 1.8087015E+2 9.9886906E+2
2.0364200E+2 1.0831300E+3 2.0515972E+2 1.0864695E+3
2.2980900E+2 1.1775400E+3 2.3224984E+2 1.1807379E+3
2.5925600E+2 1.2790100E+3 2.6227645E+2 1.2820773E+3
2.9159000E+2 1.3882800E+3 2.9533893E+2 1.3909476E+3
3.2822200E+2 1.5052600E+3 3.3150009E+2 1.5078896E+3
3.6706700E+2 1.6324900E+3 3.7079405E+2 1.6335539E+3
4.0936300E+2 1.7687300E+3 4.1324400E+2 1.7687300E+3
4.5463200E+2 1.9150800E+3 4.5889045E+2 1.9143727E+3
5.0697900E+2 2.0723800E+3 5.0782926E+2 2.0716218E+3
5.6082700E+2 2.2434800E+3 5.6025684E+2 2.2418119E+3
6.2195600E+2 2.4299300E+3 6.1651861E+2 2.4264705E+3
6.7892300E+2 2.6317400E+3 6.7715689E+2 2.6273034E+3
7.4915000E+2 2.8491800E+3 7.4295477E+2 2.8461718E+3
8.2051000E+2 3.0836400E+3 8.1497435E+2 3.0850609E+3
9.0592900E+2 3.3375000E+3 8.9458949E+2 3.3460456E+3
9.9344600E+2 3.6206500E+3 9.8351499E+2 3.6312535E+3
1.0909400E+3 3.9327600E+3 1.0838347E+3 3.9428275E+3
1.2109800E+3 4.2596600E+3 1.1980312E+3 4.2828847E+3
1.3400600E+3 4.6292300E+3 1.3290193E+3 4.6534709E+3
1.4832600E+3 5.0255400E+3 1.4801837E+3 5.0565052E+3
1.6554200E+3 5.4737500E+3 1.6554200E+3 5.4937105E+3
1.8462000E+3 5.9464400E+3 1.8591769E+3 5.9665252E+3
2.0733400E+3 6.4639200E+3 2.0964940E+3 6.4759904E+3
2.3444200E+3 7.0087400E+3 2.3730283E+3 7.0226088E+3
2.6354000E+3 7.5830300E+3 2.6950609E+3 7.6061726E+3
3.0246200E+3 8.2077600E+3 3.0694704E+3 8.2255582E+3
3.4383200E+3 8.8964400E+3 3.5036580E+3 8.8784906E+3
3.9410700E+3 9.6136400E+3 4.0054096E+3 9.5612880E+3
4.5826700E+3 1.0291900E+4 4.5826700E+3 1.0268592E+4
5.2334900E+3 1.1082400E+4 5.2432221E+3 1.0993124E+4
5.9899400E+3 1.1817500E+4 5.9942531E+3 1.1725482E+4
6.8392800E+3 1.2578200E+4 6.8418010E+3 1.2454032E+4
7.8336800E+3 1.3331600E+4 7.7901146E+3 1.3164958E+4
8.9459800E+3 1.3992600E+4 8.8409443E+3 1.3842490E+4
1.0069500E+4 1.4721300E+4 9.9928491E+3 1.4469400E+4
1.1432200E+4 1.5329400E+4 1.1240590E+4 1.5027735E+4
1.2844800E+4 1.5669600E+4 1.2574747E+4 1.5499824E+4
1.4276900E+4 1.6079400E+4 1.3981634E+4 1.5869442E+4
1.5874000E+4 1.6342800E+4 1.5443626E+4 1.6123044E+4
1.7443100E+4 1.6114500E+4 1.6939891E+4 1.6250903E+4
1.8920000E+4 1.6033900E+4 1.8447531E+4 1.6247979E+4
2.0485900E+4 1.5891400E+4 1.9942943E+4 1.6114389E+4
2.1920300E+4 1.5338800E+4 2.1403294E+4 1.5855392E+4
2.3100700E+4 1.4905800E+4 2.2807935E+4 1.5480881E+4
2.4461700E+4 1.4363700E+4 2.4139422E+4 1.5004510E+4
