N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 320 2.100E-4 1.212254242E+00 1.265542537E+00
1.468000E+10 1.000E+17 320 2.100E-4 1.234973028E+00 1.266790765E+00
2.154000E+10 1.000E+17 320 2.100E-4 1.247751910E+00 1.269506200E+00
3.162000E+10 1.000E+17 320 2.100E-4 1.255359305E+00 1.271414189E+00
4.642000E+10 1.000E+17 320 2.100E-4 1.265315911E+00 1.275792401E+00
6.813000E+10 1.000E+17 320 2.100E-4 1.272722240E+00 1.279884351E+00
1.000000E+11 1.000E+17 320 2.100E-4 1.280037278E+00 1.284567870E+00
1.468000E+11 1.000E+17 320 2.100E-4 1.287541761E+00 1.290509192E+00
2.154000E+11 1.000E+17 320 2.100E-4 1.294774102E+00 1.296397392E+00
3.162000E+11 1.000E+17 320 2.100E-4 1.301401720E+00 1.301833041E+00
4.642000E+11 1.000E+17 320 2.100E-4 1.306960420E+00 1.307077356E+00
6.813000E+11 1.000E+17 320 2.100E-4 1.312010720E+00 1.312010992E+00
1.000000E+12 1.000E+17 320 2.100E-4 1.316110508E+00 1.316489392E+00
1.468000E+12 1.000E+17 320 2.100E-4 1.320512249E+00 1.320895716E+00
2.154000E+12 1.000E+17 320 2.100E-4 1.324742766E+00 1.325050477E+00
3.162000E+12 1.000E+17 320 2.100E-4 1.328226368E+00 1.328555931E+00
4.642000E+12 1.000E+17 320 2.100E-4 1.313196141E+00 1.313543316E+00
6.813000E+12 1.000E+17 320 2.100E-4 1.337150093E+00 1.337444968E+00
1.000000E+13 1.000E+17 320 2.100E-4 1.345249717E+00 1.345480309E+00
