Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.331790577E+00 1.212091855E+00 1.196987220E-01 1.215259635E+00 1.150443404E+00 6.481623100E-02 1.165309420E-01 6.164845100E-02
1.468000E+10 1.331956397E+00 1.214375839E+00 1.175805580E-01 1.242320640E+00 1.168137609E+00 7.418303100E-02 8.963575700E-02 4.623823000E-02
2.154000E+10 1.332196154E+00 1.217485968E+00 1.147101860E-01 1.265074943E+00 1.183775951E+00 8.129899200E-02 6.712121100E-02 3.371001700E-02
3.162000E+10 1.332540348E+00 1.221597842E+00 1.109425060E-01 1.283346086E+00 1.197601171E+00 8.574491500E-02 4.919426200E-02 2.399667100E-02
4.642000E+10 1.333029752E+00 1.226830124E+00 1.061996280E-01 1.297576424E+00 1.210085161E+00 8.749126300E-02 3.545332800E-02 1.674496300E-02
6.813000E+10 1.333716375E+00 1.233181089E+00 1.005352860E-01 1.308507457E+00 1.221689322E+00 8.681813500E-02 2.520891800E-02 1.149176700E-02
1.000000E+11 1.334662194E+00 1.240478078E+00 9.418411600E-02 1.316937129E+00 1.232697484E+00 8.423964500E-02 1.772506500E-02 7.780594000E-03
1.468000E+11 1.335933726E+00 1.248380778E+00 8.755294800E-02 1.323587556E+00 1.243164828E+00 8.042272800E-02 1.234617000E-02 5.215950000E-03
2.154000E+11 1.337591386E+00 1.256457709E+00 8.113367700E-02 1.329053299E+00 1.252979589E+00 7.607371000E-02 8.538087000E-03 3.478120000E-03
3.162000E+11 1.339673934E+00 1.264304849E+00 7.536908500E-02 1.333789970E+00 1.261985299E+00 7.180467100E-02 5.883964000E-03 2.319550000E-03
4.642000E+11 1.342184125E+00 1.271640872E+00 7.054325300E-02 1.338119845E+00 1.270085073E+00 6.803477200E-02 4.064280000E-03 1.555799000E-03
6.813000E+11 1.345083886E+00 1.278334523E+00 6.674936300E-02 1.342247671E+00 1.277279584E+00 6.496808700E-02 2.836215000E-03 1.054939000E-03
1.000000E+12 1.348305085E+00 1.284373855E+00 6.393123000E-02 1.346287815E+00 1.283647512E+00 6.264030300E-02 2.017270000E-03 7.263430000E-04
1.468000E+12 1.351772384E+00 1.289817195E+00 6.195518900E-02 1.350299115E+00 1.289307422E+00 6.099169300E-02 1.473269000E-03 5.097730000E-04
2.154000E+12 1.355426264E+00 1.294755063E+00 6.067120100E-02 1.354317248E+00 1.294389069E+00 5.992817900E-02 1.109016000E-03 3.659940000E-04
3.162000E+12 1.359235843E+00 1.299378360E+00 5.985748300E-02 1.358375916E+00 1.299107626E+00 5.926829000E-02 8.599270000E-04 2.707340000E-04
4.642000E+12 1.363198346E+00 1.303703113E+00 5.949523300E-02 1.362514249E+00 1.303446734E+00 5.906751500E-02 6.840970000E-04 2.563790000E-04
6.813000E+12 1.367329313E+00 1.307830787E+00 5.949852600E-02 1.366774109E+00 1.307659333E+00 5.911477600E-02 5.552040000E-04 1.714540000E-04
1.000000E+13 1.371650243E+00 1.311656288E+00 5.999395500E-02 1.371193216E+00 1.311513922E+00 5.967929400E-02 4.570270000E-04 1.423660000E-04
