fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_295 001_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.538511245E-16 1.000000000E+20 1.203751698E+00 1.912968463E-16 6.925204620E-04 
001_295_SRH 001_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.388760213E-16 1.000000000E+20 1.220465476E+00 1.883906202E-16 1.106437554E-03 
002_295 002_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.060865028E-16 1.000000000E+20 1.206805536E+00 2.790851580E-16 7.910847312E-04 
002_295_SRH 002_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.926937329E-16 1.000000000E+20 1.220553549E+00 2.764483081E-16 1.115665519E-03 
003_295 003_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.251739694E-16 1.000000000E+20 1.211008952E+00 4.081008549E-16 8.807889320E-04 
003_295_SRH 003_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.133027861E-16 1.000000000E+20 1.220679625E+00 4.056208911E-16 1.129115772E-03 
004_295 004_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.236625846E-15 1.000000000E+20 1.214798742E+00 5.975292265E-16 9.634553647E-04 
004_295_SRH 004_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.026529330E-15 1.000000000E+20 1.220858103E+00 5.950593862E-16 1.148657612E-03 
005_295 005_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.673278973E-15 1.000000000E+20 1.218349238E+00 8.755810499E-16 1.043021547E-03 
005_295_SRH 005_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.465061805E-15 1.000000000E+20 1.221107001E+00 8.727936651E-16 1.176919975E-03 
006_295 006_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.272782491E-15 1.000000000E+20 1.220594143E+00 1.283007795E-15 1.121607739E-03 
006_295_SRH 006_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.067451097E-15 1.000000000E+20 1.221446702E+00 1.279820821E-15 1.217527421E-03 
007_295 007_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.074625881E-15 1.000000000E+20 1.221327783E+00 1.879170619E-15 1.203836318E-03 
007_295_SRH 007_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.874523307E-15 1.000000000E+20 1.221897039E+00 1.876072038E-15 1.275338170E-03 
008_295 008_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.116170735E-15 1.000000000E+20 1.222094265E+00 2.752133734E-15 1.302441994E-03 
008_295_SRH 008_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.922640753E-15 1.000000000E+20 1.222471698E+00 2.749145423E-15 1.356603041E-03 
009_295 009_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.420908958E-15 1.000000000E+20 1.222922194E+00 4.029998660E-15 1.426931918E-03 
009_295_SRH 009_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.235215435E-15 1.000000000E+20 1.223170562E+00 4.027141523E-15 1.468911404E-03 
010_295 010_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.993907515E-15 1.000000000E+20 1.223810827E+00 5.900316670E-15 1.587286239E-03 
010_295_SRH 010_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.816987353E-15 1.000000000E+20 1.223973134E+00 5.897606424E-15 1.620753612E-03 
011_295 011_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.824818465E-15 1.000000000E+20 1.224732095E+00 8.638073611E-15 1.793095410E-03 
011_295_SRH 011_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.657049593E-15 1.000000000E+20 1.224837648E+00 8.635516969E-15 1.820608604E-03 
012_295 012_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.092805096E-14 1.000000000E+20 1.229707752E+00 1.278452419E-14 2.060569348E-03 
012_295_SRH 012_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.077619732E-14 1.000000000E+20 1.230758180E+00 1.281569547E-14 2.090726085E-03 
013_295 013_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.329487927E-14 1.000000000E+20 1.234082983E+00 1.890070322E-14 2.405434357E-03 
013_295_SRH 013_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.314510624E-14 1.000000000E+20 1.234155652E+00 1.889989292E-14 2.424843756E-03 
014_295 014_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.592108074E-14 1.000000000E+20 1.234771292E+00 2.768136560E-14 2.773763804E-03 
014_295_SRH 014_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.577812168E-14 1.000000000E+20 1.234813080E+00 2.768018878E-14 2.790998948E-03 
015_295 015_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.915558494E-14 1.000000000E+20 1.246229255E+00 4.087905045E-14 3.231453342E-03 
015_295_SRH 015_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.903509511E-14 1.000000000E+20 1.246933552E+00 4.089821675E-14 3.250552250E-03 
016_295 016_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.303627215E-14 1.000000000E+20 1.254487271E+00 5.998377398E-14 3.684710379E-03 
016_295_SRH 016_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.290290594E-14 1.000000000E+20 1.254502644E+00 5.998204215E-14 3.697236097E-03 
017_295 017_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.710500527E-14 1.000000000E+20 1.255035766E+00 8.794972489E-14 4.178010740E-03 
017_295_SRH 017_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.697406492E-14 1.000000000E+20 1.255055504E+00 8.795055319E-14 4.189941839E-03 
018_295 018_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.165796414E-14 1.000000000E+20 1.255517073E+00 1.289882361E-13 4.726865945E-03 
018_295_SRH 018_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.152856936E-14 1.000000000E+20 1.255533865E+00 1.289909578E-13 4.737735992E-03 
019_295 019_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.784856064E-14 1.000000000E+20 1.268976689E+00 1.914246852E-13 5.400418205E-03 
019_295_SRH 019_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.772254032E-14 1.000000000E+20 1.268982247E+00 1.914224624E-13 5.408744994E-03 
