Ytrue Ypred RSE
681299999999.999756 758836035584.000000 0.011628
464200000000.000854 398830272512.000000 0.023081
68129999999.999977 69868003328.000000 0.000635
1467999999999.998779 1461140324352.000000 0.000022
14679999999999.988281 13897928015872.000000 0.002998
68129999999.999977 70877085696.000000 0.001563
146799999999.999878 160626868224.000000 0.008108
10000000000000.000000 10004195180544.000000 0.000000
215400000000.000427 219106050048.000000 0.000291
681299999999.999756 690065113088.000000 0.000163
14679999999999.988281 16334152794112.000000 0.011411
100000000000000.000000 83545980665856.000000 0.032405
1000000000000.000000 1057217118208.000000 0.003097
2154000000000.004395 2359768907776.000000 0.008330
46420000000.000084 46273343488.000000 0.000010
31620000000.000057 32048934912.000000 0.000182
68129999999999.976562 71240656093184.000000 0.001994
10000000000000.000000 10921287090176.000000 0.007772
68129999999.999977 71649181696.000000 0.002537
3162000000000.005859 3072848822272.000000 0.000818
100000000000.000000 103662608384.000000 0.001294
6812999999999.998047 7235578101760.000000 0.003622
316200000000.000610 322534670336.000000 0.000393
14679999999999.988281 14929281155072.000000 0.000284
14679999999999.988281 14781669965824.000000 0.000048
21540000000000.042969 22030833418240.000000 0.000508
4642000000000.007812 5116836446208.000000 0.009493
3162000000000.005859 3083901075456.000000 0.000626
316200000000.000610 304803020800.000000 0.001348
68129999999999.976562 81719889756160.000000 0.033172
68129999999999.976562 61534784978944.000000 0.010375
10000000000000.000000 9830112690176.000000 0.000294
10000000000000.000000 10877654794240.000000 0.007081
31620000000000.058594 34676194410496.000000 0.008519
14679999999.999989 15201074176.000000 0.001217
681299999999.999756 666445742080.000000 0.000486
1000000000000.000000 1082932068352.000000 0.006351
316200000000.000610 312708104192.000000 0.000123
21540000000.000042 21677015040.000000 0.000040
68129999999999.976562 63974007635968.000000 0.003963
21540000000.000042 22985857024.000000 0.004222
10000000000000.000000 10927092006912.000000 0.007866
464200000000.000854 477627744256.000000 0.000813
3162000000000.005859 3277638860800.000000 0.001290
10000000000.000000 10326138880.000000 0.001030
31620000000.000057 33054810112.000000 0.001970
4642000000000.007812 5492269121536.000000 0.028357
316200000000.000610 322859925504.000000 0.000434
31620000000.000057 33375586304.000000 0.002920
68129999999.999977 68979998720.000000 0.000154
215400000000.000427 233899884544.000000 0.006793
100000000000.000000 100845027328.000000 0.000071
146799999999.999878 164677320704.000000 0.013220
14679999999.999989 16062439424.000000 0.008105
464200000000.000854 520146255872.000000 0.012963
100000000000.000000 104971042816.000000 0.002354
21540000000.000042 23259889664.000000 0.005904
316200000000.000610 322499248128.000000 0.000389
6812999999999.998047 7438685700096.000000 0.007725
14679999999.999989 15917425664.000000 0.006553
100000000000.000000 109129441280.000000 0.007637
100000000000000.000000 68704414990336.000000 0.142555
100000000000000.000000 75323290943488.000000 0.080844
1000000000000.000000 966769508352.000000 0.001142
215400000000.000427 215797481472.000000 0.000003
46420000000000.085938 49255024689152.000000 0.003515
