Ytrue Ypred RSE
3162000000000.005859 3225056182272.000000 0.000390
89899999999999.984375 84605705125888.000000 0.003685
1456999999999.997070 1471030231040.000000 0.000092
10000000000.000000 10022291456.000000 0.000005
464200000000.000854 507316928512.000000 0.007894
6812999999999.998047 7193958547456.000000 0.002961
46420000000.000084 47317118976.000000 0.000366
3162000000000.005859 3054925512704.000000 0.001187
681299999999.999756 629865381888.000000 0.006165
10000000000000.000000 8698293387264.000000 0.019480
25579999999.999954 25143345152.000000 0.000296
6812999999999.998047 6799449653248.000000 0.000004
21540000000000.042969 20073970401280.000000 0.004971
10000000000000.000000 11432512978944.000000 0.017950
4642000000000.007812 4834195931136.000000 0.001646
10000000000000.000000 8885284896768.000000 0.013985
46420000000.000084 48709586944.000000 0.002318
280200000000.000488 295098417152.000000 0.002684
10000000000000.000000 10484088569856.000000 0.002235
464200000000.000854 433415782400.000000 0.004710
1000000000000.000000 873268510720.000000 0.018392
21540000000.000042 22274887680.000000 0.001126
1467999999999.998779 1455219802112.000000 0.000076
251700000000.000458 247107633152.000000 0.000339
100000000000000.000000 111514623148032.000000 0.011890
88779999999.999893 86709649408.000000 0.000557
1000000000000.000000 939006623744.000000 0.003962
132199999999.999863 120785297408.000000 0.008160
464200000000.000854 452176281600.000000 0.000689
464200000000.000854 463252979712.000000 0.000004
59060000000000.117188 75732948615168.000000 0.062151
68129999999.999977 72208637952.000000 0.003381
68129999999.999977 72577130496.000000 0.004000
40410000000.000038 42103398400.000000 0.001685
14679999999.999989 14812961792.000000 0.000081
7579999999999.998047 7499502059520.000000 0.000114
146799999999.999878 147961217024.000000 0.000062
46420000000000.085938 47176436678656.000000 0.000261
31620000000.000057 30719043584.000000 0.000836
6812999999999.998047 6675911671808.000000 0.000413
59530000000000.101562 54403662872576.000000 0.008114
4387000000000.000488 4172017041408.000000 0.002525
681299999999.999756 698097270784.000000 0.000593
68129999999999.976562 69640235515904.000000 0.000481
136899999999.999985 151871946752.000000 0.010781
1467999999999.998779 1238019997696.000000 0.029102
31620000000000.058594 23016868151296.000000 0.101696
3162000000000.005859 3041698512896.000000 0.001505
14679999999.999989 14199441408.000000 0.001108
96100000000000.171875 62000419831808.000000 0.195155
14679999999.999989 14450235392.000000 0.000249
3162000000000.005859 2833797087232.000000 0.012021
32059999999999.972656 34253291126784.000000 0.004381
15710000000000.021484 15146927783936.000000 0.001332
1467999999999.998779 1375235866624.000000 0.004262
159299999999.999695 170219569152.000000 0.004397
681299999999.999756 650912071680.000000 0.002082
68129999999.999977 70674259968.000000 0.001344
17290000000000.005859 17207348166656.000000 0.000023
2154000000000.004395 2111544360960.000000 0.000396
464200000000.000854 320076513280.000000 0.139801
464200000000.000854 485904678912.000000 0.002089
2200999999999.998535 2170974240768.000000 0.000189
464200000000.000854 457550987264.000000 0.000208
159299999999.999695 159799394304.000000 0.000010
31620000000.000057 32871460864.000000 0.001507
21540000000000.042969 20423452393472.000000 0.002834
1000000000000.000000 1114999226368.000000 0.011861
81369999999.999878 78226595840.000000 0.001552
6812999999999.998047 6197074722816.000000 0.008985
639100000000.000366 643958571008.000000 0.000057
14679999999.999989 14384352256.000000 0.000414
46420000000000.085938 48819240697856.000000 0.002540
