Ytrue Ypred RSE
10900000000.000004 10506997760.000000 0.001349
16720000000.000015 16135759872.000000 0.001265
25650000000.000019 25675798528.000000 0.000001
39340000000.000008 40871415808.000000 0.001459
60349999999.999916 64049774592.000000 0.003541
92579999999.999817 98477203456.000000 0.003815
141999999999.999786 151915298816.000000 0.004557
217799999999.999634 228546445312.000000 0.002320
334099999999.999878 347685289984.000000 0.001589
512599999999.999268 540084764672.000000 0.002729
786300000000.000488 830756290560.000000 0.003026
1206000000000.002441 1272445140992.000000 0.002877
1849999999999.999756 1970604736512.000000 0.003990
2837999999999.995605 3007222906880.000000 0.003355
4352999999999.993652 4735641321472.000000 0.007103
6677999999999.995117 7659342790656.000000 0.018828
10240000000000.013672 11444443676672.000000 0.012379
15710000000000.021484 16733068853248.000000 0.003982
24100000000000.046875 25254678233088.000000 0.002191
36969999999999.984375 39091387236352.000000 0.003114
56720000000000.085938 62241596506112.000000 0.008636
86999999999999.937500 97800314421248.000000 0.013709
10900000000.000004 10519257088.000000 0.001264
16720000000.000015 16366106624.000000 0.000458
25650000000.000019 26272897024.000000 0.000576
39340000000.000008 42310082560.000000 0.005300
60349999999.999916 65834680320.000000 0.007571
92579999999.999817 100347117568.000000 0.006494
141999999999.999786 154136772608.000000 0.006730
217799999999.999634 231559266304.000000 0.003754
334099999999.999878 345789399040.000000 0.001183
512599999999.999268 537609371648.000000 0.002270
786300000000.000488 832171343872.000000 0.003216
1206000000000.002441 1279053660160.000000 0.003460
1849999999999.999756 1995197513728.000000 0.005712
2837999999999.995605 3057838194688.000000 0.005569
4352999999999.993652 4854247849984.000000 0.011890
6677999999999.995117 7749601591296.000000 0.022189
10240000000000.013672 11723247452160.000000 0.018326
15710000000000.021484 17396134838272.000000 0.010403
24100000000000.046875 26252425560064.000000 0.007323
36969999999999.984375 41121774305280.000000 0.011338
56720000000000.085938 65233586487296.000000 0.019589
86999999999999.937500 102015472500736.000000 0.025403
10900000000.000004 11853687808.000000 0.007039
16720000000.000015 17422092288.000000 0.001692
25650000000.000019 26241013760.000000 0.000519
39340000000.000008 40363114496.000000 0.000659
60349999999.999916 62857211904.000000 0.001657
92579999999.999817 95684722688.000000 0.001088
141999999999.999786 143990161408.000000 0.000194
217799999999.999634 216027906048.000000 0.000067
334099999999.999878 327951810560.000000 0.000345
512599999999.999268 515646160896.000000 0.000035
786300000000.000488 836443701248.000000 0.003823
1206000000000.002441 1441366278144.000000 0.031869
1849999999999.999756 2347169480704.000000 0.056924
2837999999999.995605 3534883651584.000000 0.048410
4352999999999.993652 5220159979520.000000 0.033092
6677999999999.995117 7686047924224.000000 0.019798
10240000000000.013672 11456060850176.000000 0.012606
15710000000000.021484 18092149178368.000000 0.019965
24100000000000.046875 30115778002944.000000 0.049862
36969999999999.984375 48918071083008.000000 0.078936
56720000000000.085938 71242375757824.000000 0.052192
86999999999999.937500 91148634816512.000000 0.002170
10900000000.000004 11053236224.000000 0.000195
16720000000.000015 16770589696.000000 0.000009
25650000000.000019 26395435008.000000 0.000821
39340000000.000008 39570374656.000000 0.000034
60349999999.999916 61114228736.000000 0.000158
92579999999.999817 93823574016.000000 0.000178
141999999999.999786 145439866880.000000 0.000573
217799999999.999634 217451446272.000000 0.000003
334099999999.999878 326990364672.000000 0.000463
512599999999.999268 510408818688.000000 0.000018
786300000000.000488 820563279872.000000 0.001820
1206000000000.002441 1279640862720.000000 0.003514
1849999999999.999756 1899010064384.000000 0.000684
2837999999999.995605 2877598203904.000000 0.000192
4352999999999.993652 4342321774592.000000 0.000006
6677999999999.995117 6546563006464.000000 0.000395
10240000000000.013672 9927556857856.000000 0.000960
15710000000000.021484 15261043261440.000000 0.000841
24100000000000.046875 24111067693056.000000 0.000000
36969999999999.984375 36547575414784.000000 0.000132
56720000000000.085938 65137536925696.000000 0.019178
86999999999999.937500 84267686166528.000000 0.001018
10900000000.000004 10842431488.000000 0.000028
16720000000.000015 16471276544.000000 0.000225
25650000000.000019 25329768448.000000 0.000158
39340000000.000008 38796435456.000000 0.000194
60349999999.999916 60155314176.000000 0.000010
92579999999.999817 91125219328.000000 0.000251
141999999999.999786 139651088384.000000 0.000278
217799999999.999634 214121299968.000000 0.000290
334099999999.999878 318430445568.000000 0.002308
512599999999.999268 482486353920.000000 0.003667
786300000000.000488 775433355264.000000 0.000194
1206000000000.002441 1188112891904.000000 0.000223
1849999999999.999756 1792629145600.000000 0.000992
2837999999999.995605 2724276731904.000000 0.001673
4352999999999.993652 4172639895552.000000 0.001791
6677999999999.995117 6336582516736.000000 0.002755
10240000000000.013672 9560952668160.000000 0.004710
15710000000000.021484 14714890354688.000000 0.004284
24100000000000.046875 22349457915904.000000 0.005689
36969999999999.984375 33637743460352.000000 0.008929
56720000000000.085938 53552034611200.000000 0.003304
86999999999999.937500 81239130243072.000000 0.004696
10900000000.000004 10884608000.000000 0.000002
16720000000.000015 16538544128.000000 0.000119
25650000000.000019 25583106048.000000 0.000007
39340000000.000008 39249395712.000000 0.000005
60349999999.999916 60692819968.000000 0.000032
92579999999.999817 91333967872.000000 0.000184
141999999999.999786 141207420928.000000 0.000031
217799999999.999634 216588402688.000000 0.000031
334099999999.999878 328296202240.000000 0.000307
512599999999.999268 494579154944.000000 0.001281
786300000000.000488 769477902336.000000 0.000468
1206000000000.002441 1200828841984.000000 0.000018
1849999999999.999756 1824146718720.000000 0.000198
2837999999999.995605 2769442570240.000000 0.000598
4352999999999.993652 4283527856128.000000 0.000259
6677999999999.995117 6510636171264.000000 0.000644
10240000000000.013672 9939074416640.000000 0.000890
15710000000000.021484 15225828933632.000000 0.000980
24100000000000.046875 23237937332224.000000 0.001327
36969999999999.984375 35621800247296.000000 0.001380
56720000000000.085938 58032708911104.000000 0.000524
86999999999999.937500 86528382468096.000000 0.000030
10900000000.000004 11884990464.000000 0.007489
16720000000.000015 17762578432.000000 0.003660
25650000000.000019 27105402880.000000 0.003047
39340000000.000008 41250291712.000000 0.002249
60349999999.999916 64376909824.000000 0.004174
92579999999.999817 99636797440.000000 0.005399
141999999999.999786 158312202240.000000 0.011836
217799999999.999634 243812712448.000000 0.012743
334099999999.999878 376893472768.000000 0.014543
512599999999.999268 589114572800.000000 0.019387
786300000000.000488 924348121088.000000 0.026220
1206000000000.002441 1433941180416.000000 0.030045
1849999999999.999756 2192793272320.000000 0.028966
2837999999999.995605 3397596479488.000000 0.032476
4352999999999.993652 5124336386048.000000 0.026672
6677999999999.995117 7674023378944.000000 0.019358
10240000000000.013672 11736847482880.000000 0.018642
15710000000000.021484 17963134484480.000000 0.017989
24100000000000.046875 27061156577280.000000 0.013445
36969999999999.984375 42019997089792.000000 0.016416
56720000000000.085938 65072772677632.000000 0.018903
86999999999999.937500 98609638932480.000000 0.015711
10900000000.000004 11572544512.000000 0.003586
16720000000.000015 16796904448.000000 0.000021
25650000000.000019 26337478656.000000 0.000700
39340000000.000008 40574083072.000000 0.000954
60349999999.999916 62697988096.000000 0.001457
92579999999.999817 93762199552.000000 0.000161
141999999999.999786 146529484800.000000 0.000986
217799999999.999634 223483297792.000000 0.000664
334099999999.999878 336558456832.000000 0.000054
512599999999.999268 512039976960.000000 0.000001
786300000000.000488 789952790528.000000 0.000021
1206000000000.002441 1222467649536.000000 0.000184
1849999999999.999756 1890185904128.000000 0.000462
2837999999999.995605 2977241235456.000000 0.002295
4352999999999.993652 4578182955008.000000 0.002544
6677999999999.995117 6838621306880.000000 0.000565
10240000000000.013672 10585482723328.000000 0.001101
15710000000000.021484 16590049378304.000000 0.002972
24100000000000.046875 25284921262080.000000 0.002304
36969999999999.984375 39338356244480.000000 0.003857
56720000000000.085938 62485084241920.000000 0.009378
86999999999999.937500 90574208106496.000000 0.001621
10900000000.000004 11461369856.000000 0.002523
16720000000.000015 17697558528.000000 0.003230
25650000000.000019 26508353536.000000 0.001084
39340000000.000008 41539534848.000000 0.002961
60349999999.999916 63002722304.000000 0.001851
92579999999.999817 95323586560.000000 0.000853
141999999999.999786 149970337792.000000 0.002983
217799999999.999634 230702022656.000000 0.003313
334099999999.999878 345918504960.000000 0.001209
512599999999.999268 531680559104.000000 0.001336
786300000000.000488 838357942272.000000 0.004111
1206000000000.002441 1328715923456.000000 0.009398
1849999999999.999756 2097002840064.000000 0.015727
2837999999999.995605 3316554137600.000000 0.024331
4352999999999.993652 4991452446720.000000 0.018760
6677999999999.995117 7423917555712.000000 0.011223
10240000000000.013672 11347300450304.000000 0.010552
15710000000000.021484 17640988868608.000000 0.013454
24100000000000.046875 27827135053824.000000 0.020714
36969999999999.984375 44759045373952.000000 0.036664
56720000000000.085938 73949555720192.000000 0.070774
86999999999999.937500 99650363195392.000000 0.018459
10900000000.000004 12499409920.000000 0.018776
16720000000.000015 18097235968.000000 0.006269
25650000000.000019 28285995008.000000 0.009577
39340000000.000008 42360188928.000000 0.005474
60349999999.999916 65042485248.000000 0.005610
92579999999.999817 96115580928.000000 0.001405
141999999999.999786 144077766656.000000 0.000211
217799999999.999634 222395498496.000000 0.000436
334099999999.999878 335163064320.000000 0.000010
512599999999.999268 510462623744.000000 0.000017
786300000000.000488 813355171840.000000 0.001145
1206000000000.002441 1316433952768.000000 0.007682
1849999999999.999756 2110000988160.000000 0.017318
2837999999999.995605 3226919239680.000000 0.016517
4352999999999.993652 4988724051968.000000 0.018611
6677999999999.995117 7558973095936.000000 0.015375
10240000000000.013672 11397169676288.000000 0.011474
15710000000000.021484 17245706125312.000000 0.008705
24100000000000.046875 27645452484608.000000 0.018867
36969999999999.984375 43336819802112.000000 0.025301
56720000000000.085938 69281786101760.000000 0.040156
86999999999999.937500 93618182291456.000000 0.005378
10900000000.000004 13960172544.000000 0.061542
16720000000.000015 21084864512.000000 0.054042
25650000000.000019 28585216000.000000 0.011750
39340000000.000008 42715234304.000000 0.006779
60349999999.999916 63808876544.000000 0.003107
92579999999.999817 97088192512.000000 0.002261
141999999999.999786 148222345216.000000 0.001840
217799999999.999634 224447234048.000000 0.000904
334099999999.999878 341417754624.000000 0.000469
512599999999.999268 541396860928.000000 0.002988
786300000000.000488 841428762624.000000 0.004594
1206000000000.002441 1279677300736.000000 0.003517
1849999999999.999756 1962184671232.000000 0.003467
2837999999999.995605 2948432134144.000000 0.001457
4352999999999.993652 4422618316800.000000 0.000252
6677999999999.995117 6846299504640.000000 0.000620
10240000000000.013672 10485239906304.000000 0.000560
15710000000000.021484 16220452552704.000000 0.001023
24100000000000.046875 24959829147648.000000 0.001229
36969999999999.984375 38152827830272.000000 0.000992
56720000000000.085938 58608104505344.000000 0.001072
86999999999999.937500 82243582164992.000000 0.003162
10900000000.000004 12250501120.000000 0.013659
16720000000.000015 18231576576.000000 0.007495
25650000000.000019 27806244864.000000 0.006519
39340000000.000008 42605633536.000000 0.006363
60349999999.999916 65411596288.000000 0.006490
92579999999.999817 99290177536.000000 0.004898
141999999999.999786 149884403712.000000 0.002921
217799999999.999634 225881112576.000000 0.001327
334099999999.999878 345270419456.000000 0.001082
512599999999.999268 534940909568.000000 0.001820
786300000000.000488 826687225856.000000 0.002509
1206000000000.002441 1233017110528.000000 0.000491
1849999999999.999756 1835763892224.000000 0.000060
2837999999999.995605 2757154832384.000000 0.000835
4352999999999.993652 4078740701184.000000 0.004237
6677999999999.995117 6344170536960.000000 0.002630
10240000000000.013672 9726381260800.000000 0.002649
15710000000000.021484 15080782561280.000000 0.001671
24100000000000.046875 22841198116864.000000 0.002879
36969999999999.984375 35374772518912.000000 0.001946
56720000000000.085938 54303758745600.000000 0.001895
86999999999999.937500 79291068973056.000000 0.008615
10900000000.000004 11536946176.000000 0.003226
16720000000.000015 17995390976.000000 0.005406
25650000000.000019 27243665408.000000 0.003634
39340000000.000008 42750144512.000000 0.006915
60349999999.999916 65847549952.000000 0.007605
92579999999.999817 101498855424.000000 0.008465
141999999999.999786 155582005248.000000 0.008350
217799999999.999634 237685293056.000000 0.007638
334099999999.999878 366290468864.000000 0.008467
512599999999.999268 563511951360.000000 0.008973
786300000000.000488 875893817344.000000 0.011655
1206000000000.002441 1345227194368.000000 0.011948
1849999999999.999756 2031016738816.000000 0.008721
2837999999999.995605 3173693521920.000000 0.012511
4352999999999.993652 4839868203008.000000 0.011251
6677999999999.995117 7660604227584.000000 0.018873
10240000000000.013672 11695349039104.000000 0.017686
15710000000000.021484 17991202766848.000000 0.018412
24100000000000.046875 28407687544832.000000 0.027104
36969999999999.984375 43836722118656.000000 0.029095
56720000000000.085938 67012915101696.000000 0.027873
86999999999999.937500 101292449988608.000000 0.023180
10900000000.000004 11132573696.000000 0.000446
16720000000.000015 16892114944.000000 0.000105
25650000000.000019 26758080512.000000 0.001789
39340000000.000008 40886853632.000000 0.001488
60349999999.999916 61964488704.000000 0.000697
92579999999.999817 94863147008.000000 0.000594
141999999999.999786 146135859200.000000 0.000824
217799999999.999634 225891041280.000000 0.001331
334099999999.999878 342385524736.000000 0.000600
512599999999.999268 520415903744.000000 0.000229
786300000000.000488 813501644800.000000 0.001157
1206000000000.002441 1295638855680.000000 0.005142
1849999999999.999756 2004437041152.000000 0.006432
2837999999999.995605 3079475560448.000000 0.006672
4352999999999.993652 4734113021952.000000 0.007048
6677999999999.995117 7279627730944.000000 0.007446
10240000000000.013672 11212923338752.000000 0.008244
15710000000000.021484 17467448492032.000000 0.011255
24100000000000.046875 26896932798464.000000 0.012068
36969999999999.984375 41316742332416.000000 0.012370
56720000000000.085938 67576818302976.000000 0.030752
86999999999999.937500 97788285157376.000000 0.013680
10900000000.000004 10563075072.000000 0.000986
16720000000.000015 16116319232.000000 0.001352
25650000000.000019 25219155968.000000 0.000287
39340000000.000008 38802829312.000000 0.000189
60349999999.999916 58497658880.000000 0.000972
92579999999.999817 88541208576.000000 0.001990
141999999999.999786 135241564160.000000 0.002378
217799999999.999634 206570930176.000000 0.002803
334099999999.999878 313569673216.000000 0.004023
512599999999.999268 480857489408.000000 0.004088
786300000000.000488 746596532224.000000 0.002685
1206000000000.002441 1133554565120.000000 0.003839
1849999999999.999756 1696881311744.000000 0.007468
2837999999999.995605 2618339622912.000000 0.006493
4352999999999.993652 3998483742720.000000 0.007221
6677999999999.995117 6149425856512.000000 0.006803
10240000000000.013672 9669351309312.000000 0.003289
15710000000000.021484 14673073143808.000000 0.004664
24100000000000.046875 21890598961152.000000 0.009253
36969999999999.984375 32119317331968.000000 0.019815
56720000000000.085938 46647564304384.000000 0.038345
86999999999999.937500 69515102650368.000000 0.050551
10900000000.000004 16319094784.000000 0.165094
16720000000.000015 17264007168.000000 0.001025
25650000000.000019 19185971200.000000 0.084905
39340000000.000008 22865938432.000000 0.301702
60349999999.999916 36749574144.000000 0.251137
92579999999.999817 43480657920.000000 0.598878
141999999999.999786 74253033472.000000 0.435288
217799999999.999634 137898262528.000000 0.212567
334099999999.999878 254236639232.000000 0.075090
512599999999.999268 466149998592.000000 0.009030
786300000000.000488 862771740672.000000 0.008620
1206000000000.002441 1501169582080.000000 0.048124
1849999999999.999756 2430637703168.000000 0.074975
2837999999999.995605 3502193508352.000000 0.044385
