Ytrue Ypred RSE
10249999999.999996 10082066432.000000 0.000273
16189999999.999996 16070094848.000000 0.000055
25579999999.999954 25722130432.000000 0.000031
40410000000.000038 41952047104.000000 0.001403
63840000000.000061 67505774592.000000 0.003118
100899999999.999847 104877498368.000000 0.001495
159299999999.999695 165913247744.000000 0.001655
251700000000.000458 262320832512.000000 0.001708
397700000000.000305 417368473600.000000 0.002331
628200000000.000244 662887399424.000000 0.002889
992500000000.002075 1049403916288.000000 0.003109
1568000000000.001709 1681255170048.000000 0.004866
2476999999999.996094 2627278209024.000000 0.003470
3913000000000.007324 4197664948224.000000 0.004933
6182000000000.003906 6940009693184.000000 0.013392
9765999999999.990234 10604001624064.000000 0.006781
15430000000000.023438 16317733142528.000000 0.003130
24370000000000.042969 25893846122496.000000 0.003680
38509999999999.960938 41476729864192.000000 0.005510
60830000000000.117188 66811911471104.000000 0.008805
96100000000000.171875 106076112420864.000000 0.009763
10249999999.999996 10033961984.000000 0.000454
16189999999.999996 15741678592.000000 0.000789
25579999999.999954 25744676864.000000 0.000041
40410000000.000038 41703591936.000000 0.000993
63840000000.000061 67680772096.000000 0.003414
100899999999.999847 107385765888.000000 0.003882
159299999999.999695 170792042496.000000 0.004854
251700000000.000458 264011153408.000000 0.002281
397700000000.000305 420810326016.000000 0.003191
628200000000.000244 660484128768.000000 0.002512
992500000000.002075 1042186108928.000000 0.002387
1568000000000.001709 1650233966592.000000 0.002613
2476999999999.996094 2563990880256.000000 0.001192
3913000000000.007324 4107358175232.000000 0.002350
6182000000000.003906 6758245859328.000000 0.007948
9765999999999.990234 10469134827520.000000 0.004836
15430000000000.023438 15921515069440.000000 0.000983
24370000000000.042969 24889115279360.000000 0.000444
38509999999999.960938 39956751843328.000000 0.001360
60830000000000.117188 65021635723264.000000 0.004442
96100000000000.171875 104229142265856.000000 0.006597
10249999999.999996 10127199232.000000 0.000145
16189999999.999996 15809751040.000000 0.000565
25579999999.999954 25848795136.000000 0.000109
40410000000.000038 42259849216.000000 0.002004
63840000000.000061 67730132992.000000 0.003500
100899999999.999847 107973599232.000000 0.004593
159299999999.999695 172099944448.000000 0.005976
251700000000.000458 265916661760.000000 0.003020
397700000000.000305 420307009536.000000 0.003057
628200000000.000244 671451906048.000000 0.004435
992500000000.002075 1048519442432.000000 0.003016
1568000000000.001709 1669456855040.000000 0.003932
2476999999999.996094 2610348163072.000000 0.002750
3913000000000.007324 4173648101376.000000 0.004160
6182000000000.003906 6758601850880.000000 0.007957
9765999999999.990234 10499824549888.000000 0.005252
15430000000000.023438 16209379590144.000000 0.002429
24370000000000.042969 25489850761216.000000 0.002019
38509999999999.960938 41466533511168.000000 0.005474
60830000000000.117188 67780573396992.000000 0.011717
96100000000000.171875 107923577503744.000000 0.013479
10249999999.999996 10235497472.000000 0.000002
16189999999.999996 15983729664.000000 0.000164
25579999999.999954 26348931072.000000 0.000877
40410000000.000038 42944438272.000000 0.003701
63840000000.000061 69650178048.000000 0.007592
100899999999.999847 109069787136.000000 0.006065
159299999999.999695 173701398528.000000 0.007495
251700000000.000458 264307572736.000000 0.002389
397700000000.000305 423077576704.000000 0.003828
628200000000.000244 680799567872.000000 0.006469
992500000000.002075 1084281257984.000000 0.007828
1568000000000.001709 1741490094080.000000 0.011023
2476999999999.996094 2754685698048.000000 0.011301
3913000000000.007324 4368326197248.000000 0.012129
6182000000000.003906 7012746264576.000000 0.015919
9765999999999.990234 10890130751488.000000 0.011882
15430000000000.023438 16690169511936.000000 0.006166
24370000000000.042969 26430293409792.000000 0.006590
38509999999999.960938 42680918736896.000000 0.010584
60830000000000.117188 68533388050432.000000 0.014235
96100000000000.171875 111522214838272.000000 0.022193
10249999999.999996 10152761344.000000 0.000091
16189999999.999996 16224585728.000000 0.000005
25579999999.999954 26320885760.000000 0.000815
40410000000.000038 42993504256.000000 0.003842
63840000000.000061 69119188992.000000 0.006316
100899999999.999847 111028133888.000000 0.009157
159299999999.999695 178507137024.000000 0.012973
251700000000.000458 280643141632.000000 0.011859
397700000000.000305 435575881728.000000 0.008281
628200000000.000244 703775309824.000000 0.012919
992500000000.002075 1124747313152.000000 0.015667
1568000000000.001709 1811365494784.000000 0.020853
2476999999999.996094 2876644261888.000000 0.022415
3913000000000.007324 4521792634880.000000 0.020947
6182000000000.003906 7103180177408.000000 0.019324
9765999999999.990234 11225734840320.000000 0.019436
15430000000000.023438 17476464148480.000000 0.015531
24370000000000.042969 27845839552512.000000 0.017803
38509999999999.960938 43938396241920.000000 0.017415
60830000000000.117188 70497719025664.000000 0.021795
96100000000000.171875 119245698498560.000000 0.046749
10249999999.999996 10970392576.000000 0.004615
16189999999.999996 17493358592.000000 0.005998
25579999999.999954 26954344448.000000 0.002739
40410000000.000038 42359443456.000000 0.002220
63840000000.000061 67018215424.000000 0.002361
100899999999.999847 106255392768.000000 0.002675
159299999999.999695 166484770816.000000 0.001946
251700000000.000458 259308322816.000000 0.000887
397700000000.000305 410629406720.000000 0.001024
628200000000.000244 652676890624.000000 0.001461
992500000000.002075 1041415143424.000000 0.002315
1568000000000.001709 1694260002816.000000 0.006001
2476999999999.996094 2674503974912.000000 0.005888
3913000000000.007324 4237488816128.000000 0.006350
