Ytrue Ypred RSE
10000000000.000000 10058913792.000000 0.000035
14679999999.999989 14645485568.000000 0.000006
21540000000.000042 21425063936.000000 0.000029
31620000000.000057 32840003584.000000 0.001433
46420000000.000084 48863105024.000000 0.002631
68129999999.999977 72989483008.000000 0.004749
100000000000.000000 106947821568.000000 0.004514
146799999999.999878 157312434176.000000 0.004785
215400000000.000427 226375188480.000000 0.002470
316200000000.000610 329698476032.000000 0.001748
464200000000.000854 487010304000.000000 0.002302
681299999999.999756 714680041472.000000 0.002288
1000000000000.000000 1036589662208.000000 0.001292
1467999999999.998779 1527126687744.000000 0.001559
2154000000000.004395 2256837804032.000000 0.002176
3162000000000.005859 3301128798208.000000 0.001854
4642000000000.007812 4987376631808.000000 0.005152
6812999999999.998047 7635211911168.000000 0.012996
10000000000000.000000 10968754028544.000000 0.008556
14679999999999.988281 15627126308864.000000 0.003910
21540000000000.042969 22371702407168.000000 0.001435
31620000000000.058594 32850751520768.000000 0.001458
46420000000000.085938 48880167157760.000000 0.002667
68129999999999.976562 73513054502912.000000 0.005786
100000000000000.000000 110593302331392.000000 0.010147
10000000000.000000 10162352128.000000 0.000259
14679999999.999989 14733222912.000000 0.000013
21540000000.000042 22508146688.000000 0.001933
31620000000.000057 34579394560.000000 0.008010
46420000000.000084 51354099712.000000 0.010213
68129999999.999977 75962130432.000000 0.011853
100000000000.000000 111316688896.000000 0.011505
146799999999.999878 164052189184.000000 0.012359
215400000000.000427 242591334400.000000 0.014149
316200000000.000610 355408543744.000000 0.013680
464200000000.000854 523226710016.000000 0.014345
681299999999.999756 772584767488.000000 0.015831
1000000000000.000000 1151118475264.000000 0.019839
1467999999999.998779 1703695220736.000000 0.022212
2154000000000.004395 2567320633344.000000 0.030892
3162000000000.005859 3800574459904.000000 0.033932
4642000000000.007812 5477526667264.000000 0.027456
6812999999999.998047 8130426568704.000000 0.031333
10000000000000.000000 12285630218240.000000 0.042522
14679999999999.988281 18081942339584.000000 0.043600
21540000000000.042969 25799063240704.000000 0.032642
31620000000000.058594 37690007355392.000000 0.030917
46420000000000.085938 55468961562624.000000 0.031801
68129999999999.976562 85732320346112.000000 0.053047
100000000000000.000000 127087293759488.000000 0.057734
10000000000.000000 10931363840.000000 0.007935
14679999999.999989 15444882432.000000 0.002580
21540000000.000042 22170263552.000000 0.000832
31620000000.000057 32310460416.000000 0.000467
46420000000.000084 47764451328.000000 0.000815
68129999999.999977 69864472576.000000 0.000632
100000000000.000000 101795053568.000000 0.000317
146799999999.999878 147998261248.000000 0.000066
215400000000.000427 213892431872.000000 0.000049
316200000000.000610 317501800448.000000 0.000017
464200000000.000854 466724618240.000000 0.000029
681299999999.999756 687598075904.000000 0.000085
1000000000000.000000 1009589157888.000000 0.000091
1467999999999.998779 1519293169664.000000 0.001180
2154000000000.004395 2283874025472.000000 0.003429
3162000000000.005859 3360798801920.000000 0.003719
4642000000000.007812 5053511368704.000000 0.007219
6812999999999.998047 7529964240896.000000 0.010020
10000000000000.000000 10700631048192.000000 0.004587
14679999999999.988281 15416994824192.000000 0.002400
21540000000000.042969 22066663260160.000000 0.000584
31620000000000.058594 32304005120000.000000 0.000458
46420000000000.085938 47516829614080.000000 0.000545
68129999999999.976562 70692108238848.000000 0.001363
100000000000000.000000 101768679653376.000000 0.000307
10000000000.000000 10978273280.000000 0.008717
14679999999.999989 15583503360.000000 0.003568
21540000000.000042 22615906304.000000 0.002376
31620000000.000057 33859997696.000000 0.004686
46420000000.000084 49402339328.000000 0.003878
68129999999.999977 72852733952.000000 0.004494
100000000000.000000 106098245632.000000 0.003505
146799999999.999878 156929114112.000000 0.004454
215400000000.000427 225664958464.000000 0.002168
316200000000.000610 327371128832.000000 0.001206
464200000000.000854 485213765632.000000 0.001961
681299999999.999756 722659049472.000000 0.003474
1000000000000.000000 1067664408576.000000 0.004288
1467999999999.998779 1585884692480.000000 0.005969
2154000000000.004395 2388473413632.000000 0.010686
3162000000000.005859 3511387947008.000000 0.010994
4642000000000.007812 5141254635520.000000 0.010444
6812999999999.998047 7672220352512.000000 0.014124
10000000000000.000000 11241817899008.000000 0.013718
14679999999999.988281 16475509227520.000000 0.013329
21540000000000.042969 23972485791744.000000 0.011459
31620000000000.058594 35896397135872.000000 0.016112
46420000000000.085938 52662716334080.000000 0.015942
68129999999999.976562 77102044938240.000000 0.015324
100000000000000.000000 110779487485952.000000 0.010489
10000000000.000000 10926203904.000000 0.007851
14679999999.999989 15477135360.000000 0.002797
21540000000.000042 21575720960.000000 0.000003
31620000000.000057 32072802304.000000 0.000202
46420000000.000084 47615328256.000000 0.000646
68129999999.999977 70068051968.000000 0.000787
100000000000.000000 102307332096.000000 0.000520
146799999999.999878 150929080320.000000 0.000769
215400000000.000427 219360247808.000000 0.000332
316200000000.000610 318869864448.000000 0.000071
464200000000.000854 474220756992.000000 0.000456
681299999999.999756 690259099648.000000 0.000171
1000000000000.000000 1013799059456.000000 0.000188
1467999999999.998779 1463976198144.000000 0.000008
2154000000000.004395 2164581203968.000000 0.000024
3162000000000.005859 3086509408256.000000 0.000584
4642000000000.007812 4351944294400.000000 0.004165
6812999999999.998047 6463542001664.000000 0.002773
10000000000000.000000 9296774430720.000000 0.005319
14679999999999.988281 13950396661760.000000 0.002599
21540000000000.042969 20440682594304.000000 0.002745
31620000000000.058594 30250989780992.000000 0.001959
46420000000000.085938 44697951141888.000000 0.001429
68129999999999.976562 65100216008704.000000 0.002070
100000000000000.000000 92037223284736.000000 0.006889
10000000000.000000 10914286592.000000 0.007659
14679999999.999989 15908235264.000000 0.006460
21540000000.000042 23284062208.000000 0.006065
31620000000.000057 33295869952.000000 0.002668
46420000000.000084 49622290432.000000 0.004452
68129999999.999977 73503694848.000000 0.005766
100000000000.000000 107709554688.000000 0.005518
146799999999.999878 158511529984.000000 0.005894
215400000000.000427 233046769664.000000 0.006204
316200000000.000610 342922756096.000000 0.006586
464200000000.000854 512241270784.000000 0.009706
681299999999.999756 766782472192.000000 0.013988
1000000000000.000000 1129859121152.000000 0.014925
1467999999999.998779 1656751390720.000000 0.014649
2154000000000.004395 2417463394304.000000 0.013330
3162000000000.005859 3548353658880.000000 0.013304
4642000000000.007812 5089828798464.000000 0.008488
6812999999999.998047 7455054495744.000000 0.008116
10000000000000.000000 11026569363456.000000 0.009557
14679999999999.988281 16545518452736.000000 0.014328
21540000000000.042969 23974643761152.000000 0.011478
31620000000000.058594 35896871092224.000000 0.016115
46420000000000.085938 53218633580544.000000 0.018710
68129999999999.976562 77665348354048.000000 0.017183
100000000000000.000000 111249736073216.000000 0.011376
10000000000.000000 13483620352.000000 0.090003
14679999999.999989 15680165888.000000 0.004346
21540000000.000042 17865263104.000000 0.035091
31620000000.000057 23219677184.000000 0.096111
46420000000.000084 34205786112.000000 0.093956
68129999999.999977 51402723328.000000 0.079896
100000000000.000000 77253722112.000000 0.066973
146799999999.999878 116359438336.000000 0.054247
215400000000.000427 169415950336.000000 0.057945
316200000000.000610 257416806400.000000 0.042453
464200000000.000854 407461363712.000000 0.017020
681299999999.999756 663685562368.000000 0.000686
1000000000000.000000 1102966947840.000000 0.009612
1467999999999.998779 1792932315136.000000 0.040114
2154000000000.004395 2788102242304.000000 0.066952
3162000000000.005859 4109090422784.000000 0.069036
4642000000000.007812 6246752583680.000000 0.088809
6812999999999.998047 8212933771264.000000 0.035025
10000000000000.000000 12018392236032.000000 0.033897
14679999999999.988281 18317330874368.000000 0.049201
21540000000000.042969 29162559504384.000000 0.092498
31620000000000.058594 40589143834624.000000 0.062680
46420000000000.085938 58640161570816.000000 0.054860
68129999999999.976562 81908532772864.000000 0.034020
100000000000000.000000 109307160952832.000000 0.007925
10000000000.000000 14713016320.000000 0.150972
14679999999.999989 18845577216.000000 0.062721
21540000000.000042 26296852480.000000 0.039948
31620000000.000057 40453001216.000000 0.060996
46420000000.000084 52742455296.000000 0.016327
68129999999.999977 73155076096.000000 0.005066
100000000000.000000 103887986688.000000 0.001455
146799999999.999878 148910718976.000000 0.000204
215400000000.000427 229451595776.000000 0.003995
316200000000.000610 347295383552.000000 0.008805
464200000000.000854 502073753600.000000 0.006155
681299999999.999756 743399882752.000000 0.007614
1000000000000.000000 1121937653760.000000 0.013253
1467999999999.998779 1678285733888.000000 0.017948
2154000000000.004395 2565477761024.000000 0.030639
3162000000000.005859 3583850577920.000000 0.015704
4642000000000.007812 5060873945088.000000 0.007469
6812999999999.998047 7511236673536.000000 0.009527
10000000000000.000000 11087781036032.000000 0.010672
14679999999999.988281 16651986665472.000000 0.015908
21540000000000.042969 24659972063232.000000 0.018326
31620000000000.058594 36268951994368.000000 0.018846
46420000000000.085938 55852136398848.000000 0.034314
68129999999999.976562 78901837561856.000000 0.021585
100000000000000.000000 102170829520896.000000 0.000461
10000000000.000000 10500470784.000000 0.002385
14679999999.999989 14284820480.000000 0.000745
21540000000.000042 21238257664.000000 0.000199
31620000000.000057 32115650560.000000 0.000242
46420000000.000084 47567568896.000000 0.000596
68129999999.999977 67476135936.000000 0.000093
100000000000.000000 100626030592.000000 0.000039
146799999999.999878 149183021056.000000 0.000259
215400000000.000427 217617203200.000000 0.000105
316200000000.000610 327848820736.000000 0.001309
464200000000.000854 485962317824.000000 0.002099
681299999999.999756 719531737088.000000 0.002982
1000000000000.000000 1035904745472.000000 0.001244
1467999999999.998779 1458390040576.000000 0.000043
2154000000000.004395 2056340766720.000000 0.002153
3162000000000.005859 2907565981696.000000 0.007041
4642000000000.007812 4111662841856.000000 0.014736
6812999999999.998047 6004445544448.000000 0.015981
10000000000000.000000 8826458734592.000000 0.015603
14679999999999.988281 13024309018624.000000 0.014338
21540000000000.042969 19083613437952.000000 0.014679
31620000000000.058594 28398581710848.000000 0.011557
46420000000000.085938 41989647106048.000000 0.010070
68129999999999.976562 61735499202560.000000 0.009722
100000000000000.000000 84034851962880.000000 0.030331
10000000000.000000 11216002048.000000 0.013183
14679999999.999989 15471188992.000000 0.002756
21540000000.000042 23135799296.000000 0.005110
31620000000.000057 33125656576.000000 0.002164
46420000000.000084 50783965184.000000 0.008079
68129999999.999977 74800128000.000000 0.008730
100000000000.000000 108229255168.000000 0.006257
146799999999.999878 159814483968.000000 0.007220
215400000000.000427 237342621696.000000 0.009418
316200000000.000610 345115033600.000000 0.007662
464200000000.000854 507440594944.000000 0.007938
681299999999.999756 756368867328.000000 0.010936
1000000000000.000000 1141081767936.000000 0.017443
1467999999999.998779 1695194152960.000000 0.020742
2154000000000.004395 2549270708224.000000 0.028453
3162000000000.005859 3772652453888.000000 0.031259
4642000000000.007812 5631420923904.000000 0.037449
6812999999999.998047 8271738961920.000000 0.037759
10000000000000.000000 12077919895552.000000 0.035749
14679999999999.988281 17625421709312.000000 0.033530
21540000000000.042969 27006423007232.000000 0.051368
31620000000000.058594 42034668765184.000000 0.081606
46420000000000.085938 67012768301056.000000 0.136322
68129999999999.976562 89764774543360.000000 0.076535
100000000000000.000000 104942694039552.000000 0.002328
10000000000.000000 11324896256.000000 0.015500
14679999999.999989 15270227968.000000 0.001554
21540000000.000042 23520245760.000000 0.007740
31620000000.000057 32906199040.000000 0.001590
46420000000.000084 50116612096.000000 0.005874
68129999999.999977 73723535360.000000 0.006229
100000000000.000000 108519833600.000000 0.006689
146799999999.999878 155175976960.000000 0.003080
215400000000.000427 230454427648.000000 0.004566
316200000000.000610 336359718912.000000 0.003821
464200000000.000854 490844258304.000000 0.003116
681299999999.999756 729537445888.000000 0.004681
1000000000000.000000 1098707566592.000000 0.008868
1467999999999.998779 1612998508544.000000 0.008879
2154000000000.004395 2359256154112.000000 0.008290
3162000000000.005859 3366065012736.000000 0.003912
4642000000000.007812 4940819857408.000000 0.003893
6812999999999.998047 7289929990144.000000 0.004580
10000000000000.000000 10749595353088.000000 0.005227
14679999999999.988281 15755546460160.000000 0.005001
21540000000000.042969 23501813579776.000000 0.007603
31620000000000.058594 35657485385728.000000 0.014458
46420000000000.085938 54746169737216.000000 0.027279
68129999999999.976562 79262170218496.000000 0.022949
100000000000000.000000 94871473881088.000000 0.002772
10000000000.000000 10781154304.000000 0.005660
14679999999.999989 14933411840.000000 0.000293
21540000000.000042 23324131328.000000 0.006336
31620000000.000057 32823638016.000000 0.001396
46420000000.000084 47794040832.000000 0.000851
68129999999.999977 71826251776.000000 0.002792
100000000000.000000 105431916544.000000 0.002799
146799999999.999878 151190798336.000000 0.000869
215400000000.000427 215653941248.000000 0.000001
316200000000.000610 316659302400.000000 0.000002
464200000000.000854 466172542976.000000 0.000018
681299999999.999756 689447174144.000000 0.000141
1000000000000.000000 1043954401280.000000 0.001851
