Epoch TrainLoss ValidLoss
1 0.5786115252598367 0.15041310577651593 
2 0.12066304681698481 0.09836182103645842 
3 0.09701777507319595 0.08234124082084064 
4 0.08611792970365949 0.05011656500050613 
5 0.079772232516998 0.057898625603591394 
6 0.07588454899342373 0.044872302059976506 
7 0.07175167008812981 0.04524170621310549 
8 0.07013941672850739 0.05009256102009815 
9 0.06536158098716928 0.04797498647370195 
10 0.06359701221850184 0.06260578486800014 
11 0.06063524162468284 0.04558400403229033 
12 0.05519769745493176 0.034795286888499075 
13 0.05408010252377 0.0283127198963992 
14 0.04972417353319399 0.029704179747050516 
15 0.05255009350421453 0.03936532640816333 
16 0.04708433534912389 0.023691142999866757 
17 0.04336662564885737 0.04454821242446024 
18 0.04381417096865298 0.029196661008540886 
19 0.037679539688119684 0.02014209380248995 
20 0.03920233376459642 0.02258281941114254 
21 0.03590931149805435 0.047071747968035885 
22 0.039023764108768615 0.02934409208245848 
23 0.03493670597002663 0.015393260060849954 
24 0.03200839816184357 0.02252710282715457 
25 0.03171758818212483 0.01779386993897752 
26 0.0286931453072513 0.018739301235295946 
27 0.026483461827265495 0.013007975522441399 
28 0.027890532000197303 0.021361689854052124 
29 0.026164860533945487 0.018344906142145897 
30 0.024260803015996712 0.013592166879176757 
31 0.02129959943634693 0.023860649135394457 
32 0.024711288211547364 0.010123567910426163 
33 0.023613031014649555 0.010124797964421523 
34 0.022582862248324384 0.01416804025182237 
35 0.01855841688382806 0.012675513361664281 
36 0.016448878102531338 0.012014407384719086 
37 0.019300917117809405 0.01475499366399186 
38 0.01657500944700506 0.011751023888438997 
39 0.016366481197903855 0.019652638048979078 
40 0.019843897463095308 0.011650902745291108 
41 0.018609897193583576 0.015694606286532943 
42 0.015787897292562206 0.014298710772175354 
43 0.01914835926472689 0.01337944633815394 
44 0.018035740092471993 0.015506329485652627 
45 0.012682986643428755 0.01718111621863755 
46 0.019407291086936236 0.018239038930000874 
47 0.011979590860731673 0.008167441008382055 
48 0.014747197252030324 0.03185798457280217 
49 0.019301240695019563 0.0068465215844316155 
50 0.013332219170048983 0.01978037151518924 
51 0.013536770635030487 0.009731729006112291 
52 0.01665608202590786 0.01216869552467638 
53 0.01199773185286257 0.017114618423903206 
54 0.011653479524483585 0.015267744821628751 
55 0.013003785511497596 0.022278000808435817 
56 0.01482607450238382 0.01056256597339601 
57 0.011807679156612868 0.011433745934991557 
58 0.011867582329784078 0.013629133576300292 
59 0.01385441024296663 0.00792388080453106 
60 0.014100077052911122 0.007384248994612629 
61 0.015553057021489649 0.010191229035479225 
62 0.012164727710714245 0.03692594259803091 
63 0.013810850868622462 0.008975364229006334 
64 0.009039639574560252 0.012092926709865993 
65 0.012363710561259227 0.013813576429361433 
66 0.01112357187139416 0.00936737331034428 
67 0.012015858736754668 0.007013933181109961 
68 0.012925656579735906 0.018354954567756498 
69 0.016971452058640996 0.009466970141717806 
70 0.01058126538946773 0.011180421342667135 
71 0.011285749333223911 0.013932571773108493 
72 0.010570916788671354 0.019663503205931354 
73 0.008084871371737634 0.008503507505870459 
74 0.009870968197707577 0.029707879377497408 
75 0.014030575895023467 0.00884272703475497 
76 0.009008179062318922 0.009994042860235147 
77 0.009762022294630909 0.009058050045435135 
78 0.01041633963643225 0.012508671815773758 
79 0.010398731182583354 0.013856134280458413 
80 0.009443764356764578 0.00799356236931264 
81 0.008440933650980392 0.006403303017115388 
82 0.010367411454349305 0.010116580040947653 
83 0.016200666863283125 0.010491741564010998 
84 0.008916722260716587 0.009658901806545217 
85 0.01289011771589367 0.006379226207703644 
86 0.018231689903170173 0.00941701418755668 
87 0.011317542356335454 0.016077057036537126 
88 0.00785039317735819 0.006668297780494293 
89 0.008729446657604039 0.028141515116586364 
90 0.011999242727503632 0.018063708582646394 
91 0.00862533799906948 0.005310809901086048 
92 0.007992049925781862 0.006115245445710841 
93 0.007813557632944801 0.01606817718634613 
94 0.015748803481083325 0.011254100848139681 
95 0.011031315438863303 0.011469512005374875 
96 0.008049621888934964 0.0084666043461305 
97 0.008397304180445092 0.004604215725319427 
98 0.0074943637462577435 0.010390569889438081 
99 0.010464367625764524 0.007668621078209466 
100 0.008460005730541065 0.005872208915962808 
101 0.009240596162136456 0.026654064509159033 
102 0.013804587046531114 0.008814262397487527 
103 0.0071132728947382986 0.00815082669538463 
104 0.010278410964541965 0.00887934444863026 
105 0.006715228199394363 0.01106157851230138 
106 0.009505262129836612 0.006702043383790835 
107 0.017195600332861598 0.013096587587694589 
108 0.010321335059299011 0.011852711702615124 
109 0.008782633680756194 0.006677205856504451 
110 0.007182225650157591 0.009457297161975416 
111 0.01093470986162999 0.011417126716917324 
112 0.007885958257422904 0.017321519248373034 
113 0.008203426433407298 0.005020448410959429 
114 0.009735558553100234 0.028222133814080036 
115 0.010823601980044536 0.007244836919850019 
116 0.00720613393417061 0.008156720287230123 
117 0.007454690656652956 0.01297921249386512 
