N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.199297288E+00 1.196442860E+00 1.193966719E+00 1.192191219E+00
1.600000000E+01 1.220624536E+00 1.219041956E+00 1.217807704E+00 1.216490798E+00
1.700000000E+01 1.253948458E+00 1.253536851E+00 1.253966339E+00 1.253892842E+00
1.549996187E+01 1.207229014E+00 1.204638562E+00 1.202258443E+00 1.200828827E+00
1.649996187E+01 1.226090424E+00 1.225628448E+00 1.225254749E+00 1.225209062E+00
1.674996808E+01 1.236092798E+00 1.236180255E+00 1.236074212E+00 1.235943910E+00
1.624993176E+01 1.222998637E+00 1.221934764E+00 1.221377519E+00 1.220652442E+00
1.574996808E+01 1.214752437E+00 1.212561603E+00 1.210446277E+00 1.209153796E+00
1.524993176E+01 1.203454602E+00 1.200510501E+00 1.198141832E+00 1.196476714E+00
