T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.235490300E+00 1.211817544E+00 2.367275600E-02 1.235450586E+00 1.211766605E+00 2.368398100E-02 3.971400000E-05 5.093900000E-05
295 1.235720005E+00 1.068476030E+00 1.672439750E-01 1.235685445E+00 1.068418518E+00 1.672669270E-01 3.456000000E-05 5.751200000E-05
300 1.236218553E+00 1.213125678E+00 2.309287500E-02 1.236187962E+00 1.213084313E+00 2.310364900E-02 3.059100000E-05 4.136500000E-05
305 1.236092014E+00 1.080782565E+00 1.553094490E-01 1.236064234E+00 1.080720541E+00 1.553436930E-01 2.778000000E-05 6.202400000E-05
310 1.234510233E+00 1.216187586E+00 1.832264700E-02 1.234484321E+00 1.216150273E+00 1.833404800E-02 2.591200000E-05 3.731300000E-05
315 1.229496382E+00 1.088203418E+00 1.412929640E-01 1.229471769E+00 1.088139925E+00 1.413318440E-01 2.461300000E-05 6.349300000E-05
320 1.218390549E+00 1.217962860E+00 4.276890000E-04 1.218367586E+00 1.217923789E+00 4.437970000E-04 2.296300000E-05 3.907100000E-05
325 1.195909887E+00 1.077038981E+00 1.188709060E-01 1.195890540E+00 1.076984530E+00 1.189060100E-01 1.934700000E-05 5.445100000E-05
330 1.154627879E+00 1.210804253E+00 -5.617637400E-02 1.154616579E+00 1.210756785E+00 -5.614020600E-02 1.130000000E-05 4.746800000E-05
335 1.086111557E+00 1.009293992E+00 7.681756500E-02 1.086115835E+00 1.009279064E+00 7.683677100E-02 -4.278000000E-06 1.492800000E-05
340 1.012039541E+00 1.165717222E+00 -1.536776810E-01 1.012023467E+00 1.165662225E+00 -1.536387580E-01 1.607400000E-05 5.499700000E-05
