fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 29680 339.59 34.142 1.000000000E+00 8.214660245E-01 1.371815342E-08 8.425138785E+04 1.837492967E+00 2.433803954E-07 2.021961372E-02 
00D1 29680 339.59 34.142 1.000000000E+00 8.214660245E-01 1.371815342E-08 8.425138785E+04 1.837492967E+00 2.433803954E-07 2.021961372E-02 
00D2 29800 339.72 34.129 1.000000000E+00 8.299670336E-01 1.409835992E-08 8.570807450E+04 1.878082669E+00 2.636464851E-07 1.843676970E-02 
00D2 29800 339.72 34.129 1.000000000E+00 8.299670336E-01 1.409835992E-08 8.570807450E+04 1.878082669E+00 2.636464851E-07 1.843676970E-02 
00D3 29894 339.77 34.124 1.000000000E+00 7.728383325E-01 1.393162583E-08 8.665968193E+04 1.857817641E+00 2.638383152E-07 1.185695938E-02 
00D3 29894 339.77 34.124 1.000000000E+00 7.728383325E-01 1.393162583E-08 8.665968193E+04 1.857817641E+00 2.638383152E-07 1.185695938E-02 
00D4 29978 339.84 34.117 1.000000000E+00 8.511504238E-01 1.440320989E-08 8.698734322E+04 1.905078548E+00 2.803728260E-07 7.912733120E-03 
00D4 29978 339.84 34.117 1.000000000E+00 8.511504238E-01 1.440320989E-08 8.698734322E+04 1.905078548E+00 2.803728260E-07 7.912733120E-03 
00D5 30076 339.87 34.114 1.000000000E+00 8.287777026E-01 1.435572632E-08 8.080613049E+04 1.820093641E+00 2.441627263E-07 7.215464232E-03 
00D5 30076 339.87 34.114 1.000000000E+00 8.287777026E-01 1.435572632E-08 8.080613049E+04 1.820093641E+00 2.441627263E-07 7.215464232E-03 
00D6 30164 339.9 34.111 1.000000000E+00 8.289133055E-01 1.446400776E-08 8.082901905E+04 1.809015018E+00 2.385293419E-07 2.901554597E-02 
00D6 30164 339.9 34.111 1.000000000E+00 8.289133055E-01 1.446400776E-08 8.082901905E+04 1.809015018E+00 2.385293419E-07 2.901554597E-02 
00D7 30250 339.92 34.109 1.000000000E+00 8.374653101E-01 1.474493616E-08 8.165933162E+04 1.856088078E+00 2.558833247E-07 7.907937302E-03 
00D7 30250 339.92 34.109 1.000000000E+00 8.374653101E-01 1.474493616E-08 8.165933162E+04 1.856088078E+00 2.558833247E-07 7.907937302E-03 
00D8 30342 339.94 34.107 1.000000000E+00 8.528617457E-01 1.471764989E-08 8.593436317E+04 1.916277005E+00 2.855640750E-07 1.889848845E-02 
00D8 30342 339.94 34.107 1.000000000E+00 8.528617457E-01 1.471764989E-08 8.593436317E+04 1.916277005E+00 2.855640750E-07 1.889848845E-02 
00D9 30430 339.96 34.105 1.000000000E+00 8.219361583E-01 1.457864898E-08 8.011379060E+04 1.825375505E+00 2.431095126E-07 5.203557746E-03 
00D9 30430 339.96 34.105 1.000000000E+00 8.219361583E-01 1.457864898E-08 8.011379060E+04 1.825375505E+00 2.431095126E-07 5.203557746E-03 
0D10 30522 339.94 34.107 1.000000000E+00 8.504013667E-01 1.474496533E-08 8.629039373E+04 1.892042450E+00 2.830052040E-07 1.782492150E-02 
0D10 30522 339.94 34.107 1.000000000E+00 8.504013667E-01 1.474496533E-08 8.629039373E+04 1.892042450E+00 2.830052040E-07 1.782492150E-02 
0D11 30608 339.97 34.104 1.000000000E+00 8.657530635E-01 1.504880065E-08 8.684835064E+04 1.927127319E+00 2.939937103E-07 1.730946217E-02 
0D11 30608 339.97 34.104 1.000000000E+00 8.657530635E-01 1.504880065E-08 8.684835064E+04 1.927127319E+00 2.939937103E-07 1.730946217E-02 
0D12 30698 340.01 34.1 1.000000000E+00 8.399172286E-01 1.489892860E-08 8.554108428E+04 1.896712086E+00 2.834376791E-07 1.421552297E-02 
0D12 30698 340.01 34.1 1.000000000E+00 8.399172286E-01 1.489892860E-08 8.554108428E+04 1.896712086E+00 2.834376791E-07 1.421552297E-02 
