N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 295 1.800E-4 1.020779017E+00 1.034902879E+00
1.468000E+10 1.000E+17 295 1.800E-4 1.024279431E+00 1.035714032E+00
2.154000E+10 1.000E+17 295 1.800E-4 1.027817120E+00 1.036851989E+00
3.162000E+10 1.000E+17 295 1.800E-4 1.031407709E+00 1.038421374E+00
4.642000E+10 1.000E+17 295 1.800E-4 1.035147853E+00 1.040534333E+00
6.813000E+10 1.000E+17 295 1.800E-4 1.039174149E+00 1.043290408E+00
1.000000E+11 1.000E+17 295 1.800E-4 1.043604556E+00 1.046745572E+00
1.468000E+11 1.000E+17 295 1.800E-4 1.048485054E+00 1.050880826E+00
2.154000E+11 1.000E+17 295 1.800E-4 1.053762184E+00 1.055586890E+00
3.162000E+11 1.000E+17 295 1.800E-4 1.059296808E+00 1.060681761E+00
4.642000E+11 1.000E+17 295 1.800E-4 1.064909942E+00 1.065955427E+00
6.813000E+11 1.000E+17 295 1.800E-4 1.070432415E+00 1.071216122E+00
1.000000E+12 1.000E+17 295 1.800E-4 1.075731533E+00 1.076314267E+00
1.468000E+12 1.000E+17 295 1.800E-4 1.080714168E+00 1.081143651E+00
2.154000E+12 1.000E+17 295 1.800E-4 1.085319337E+00 1.085632912E+00
3.162000E+12 1.000E+17 295 1.800E-4 1.089534262E+00 1.089756258E+00
4.642000E+12 1.000E+17 295 1.800E-4 1.093567044E+00 1.093734068E+00
6.813000E+12 1.000E+17 295 1.800E-4 1.097229883E+00 1.097354299E+00
1.000000E+13 1.000E+17 295 1.800E-4 1.100518871E+00 1.100604602E+00
