N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 295 1.800E-4 1.259765478E+00 1.313393307E+00
1.468000E+10 1.000E+17 295 1.800E-4 1.267079396E+00 1.313514391E+00
2.154000E+10 1.000E+17 295 1.800E-4 1.273524066E+00 1.313690889E+00
3.162000E+10 1.000E+17 295 1.800E-4 1.279515017E+00 1.313947591E+00
4.642000E+10 1.000E+17 295 1.800E-4 1.285279980E+00 1.314319557E+00
6.813000E+10 1.000E+17 295 1.800E-4 1.290884603E+00 1.314855533E+00
1.000000E+11 1.000E+17 295 1.800E-4 1.296297066E+00 1.315621658E+00
1.468000E+11 1.000E+17 295 1.800E-4 1.301473115E+00 1.316704408E+00
2.154000E+11 1.000E+17 295 1.800E-4 1.306427593E+00 1.318210897E+00
3.162000E+11 1.000E+17 295 1.800E-4 1.311263778E+00 1.320263389E+00
4.642000E+11 1.000E+17 295 1.800E-4 1.316154614E+00 1.322984533E+00
6.813000E+11 1.000E+17 295 1.800E-4 1.321290950E+00 1.326471878E+00
1.000000E+12 1.000E+17 295 1.800E-4 1.326820889E+00 1.330766442E+00
1.468000E+12 1.000E+17 295 1.800E-4 1.332804612E+00 1.335828452E+00
2.154000E+12 1.000E+17 295 1.800E-4 1.339203532E+00 1.341536855E+00
3.162000E+12 1.000E+17 295 1.800E-4 1.345907549E+00 1.347718804E+00
4.642000E+12 1.000E+17 295 1.800E-4 1.352782692E+00 1.354194882E+00
6.813000E+12 1.000E+17 295 1.800E-4 1.359710311E+00 1.360814256E+00
1.000000E+13 1.000E+17 295 1.800E-4 1.366601138E+00 1.367464892E+00
