fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 29650 339.56 34.145 2.654388046E-01 1.571930826E-04 2.636780068E-05 2.003351974E-01 1.316182103E-04 6.319403168E-01 0.000000000E+00 
00L2 29784 339.7 34.131 2.652384567E-01 1.571370177E-04 2.637950483E-05 2.002986061E-01 1.317008939E-04 6.329241109E-01 0.000000000E+00 
00L3 29876 339.77 34.124 2.649526176E-01 1.570785989E-04 2.641871790E-05 2.007322891E-01 1.316121212E-04 6.347847781E-01 0.000000000E+00 
00L4 29964 339.82 34.119 2.645757675E-01 1.568397520E-04 2.629916133E-05 2.001530710E-01 1.313954183E-04 6.337758518E-01 0.000000000E+00 
00L5 30060 339.87 34.114 2.644751614E-01 1.566606495E-04 2.620663170E-05 2.003136936E-01 1.308276194E-04 6.325085372E-01 0.000000000E+00 
00L6 30150 339.89 34.112 2.640037594E-01 1.563573263E-04 2.612651943E-05 1.997894211E-01 1.307696327E-04 6.329263989E-01 0.000000000E+00 
00L7 30234 339.92 34.109 2.641405659E-01 1.561925583E-04 2.613287597E-05 1.993233814E-01 1.311083870E-04 6.334199899E-01 0.000000000E+00 
00L8 30326 339.94 34.107 2.631737576E-01 1.563434334E-04 2.618088687E-05 2.000566378E-01 1.308657421E-04 6.363002996E-01 0.000000000E+00 
00L9 30416 339.96 34.105 2.640119167E-01 1.562037738E-04 2.610515888E-05 2.001186478E-01 1.304491847E-04 6.330110462E-01 0.000000000E+00 
0L10 30508 339.94 34.107 2.637771896E-01 1.564170413E-04 2.605224614E-05 1.997917974E-01 1.303976026E-04 6.314280478E-01 0.000000000E+00 
0L11 30596 339.97 34.104 2.637077412E-01 1.566103179E-04 2.612545220E-05 1.995303051E-01 1.309361475E-04 6.325874427E-01 0.000000000E+00 
0L12 30684 340.01 34.1 2.635942013E-01 1.565198488E-04 2.608735703E-05 1.997458578E-01 1.306015355E-04 6.323023707E-01 0.000000000E+00 
0L13 30778 340.03 34.098 2.638205666E-01 1.561986660E-04 2.604630010E-05 2.000214777E-01 1.302171644E-04 6.320625673E-01 0.000000000E+00 
0L14 30866 340.03 34.098 2.640298046E-01 1.561782928E-04 2.599076664E-05 1.990513868E-01 1.305690058E-04 6.302973255E-01 0.000000000E+00 
0L15 30954 340.03 34.098 2.638448605E-01 1.566502057E-04 2.609452202E-05 1.991446764E-01 1.310310482E-04 6.313493502E-01 0.000000000E+00 
0L16 31044 340.09 34.092 2.642389229E-01 1.564619127E-04 2.615271801E-05 1.999889446E-01 1.307706020E-04 6.325740992E-01 0.000000000E+00 
0L17 31132 340.05 34.096 2.644238888E-01 1.561232254E-04 2.609210472E-05 1.994634506E-01 1.308121809E-04 6.320346816E-01 0.000000000E+00 
0L18 31226 340.03 34.098 2.643061001E-01 1.561554639E-04 2.608506209E-05 2.001720657E-01 1.303131045E-04 6.320151712E-01 0.000000000E+00 
0L19 31320 340.02 34.099 2.645586014E-01 1.566710339E-04 2.614553064E-05 2.000085764E-01 1.307223467E-04 6.307930000E-01 0.000000000E+00 
0L20 31406 340.04 34.097 2.645249592E-01 1.563754136E-04 2.613214833E-05 1.996063200E-01 1.309190614E-04 6.317423437E-01 0.000000000E+00 
0L21 31626 340.04 34.097 2.462030369E-01 1.229546500E-04 1.861539258E-05 1.843879498E-01 1.009354072E-04 6.149415466E-01 0.000000000E+00 
0L22 31744 339.84 34.117 2.473523444E-01 1.259624902E-04 1.932702510E-05 1.862332108E-01 1.037694542E-04 6.203085138E-01 0.000000000E+00 
