N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.014105224E+00 1.013173228E+00 1.012471675E+00 1.011914260E+00
1.600000000E+01 1.215806066E+00 1.210816825E+00 1.205992421E+00 1.201933142E+00
1.700000000E+01 1.182987262E+00 1.173539578E+00 1.168547405E+00 1.162966620E+00
1.549996187E+01 1.191869801E+00 1.184708631E+00 1.178249536E+00 1.171877954E+00
1.649996187E+01 1.202430046E+00 1.195772490E+00 1.189637198E+00 1.184132365E+00
1.674996808E+01 1.192098520E+00 1.184608270E+00 1.177867897E+00 1.171992408E+00
1.624993176E+01 1.212009800E+00 1.206333981E+00 1.201014530E+00 1.196169175E+00
1.574996808E+01 1.211314905E+00 1.206427834E+00 1.201953903E+00 1.197818164E+00
1.524993176E+01 1.108330954E+00 1.090554453E+00 1.073845358E+00 1.058254151E+00
