N x
1.5916900E+0 1.1273537E+21
1.5781076E+0 1.1316490E+21
1.5645116E+0 1.1338265E+21
1.5507442E+0 1.1301686E+21
1.5368161E+0 1.1395033E+21
1.5230294E+0 1.1593065E+21
1.5093276E+0 1.1461669E+21
1.4949664E+0 1.1227019E+21
1.4804072E+0 1.1359539E+21
1.4661068E+0 1.1419992E+21
1.4514140E+0 1.1497504E+21
1.4370244E+0 1.1464615E+21
1.4219460E+0 1.1233155E+21
1.4066350E+0 1.1274685E+21
1.3913417E+0 1.1450762E+21
1.3761713E+0 1.1339866E+21
1.3602309E+0 1.1147074E+21
1.3441589E+0 1.1379458E+21
1.3285037E+0 1.1331425E+21
1.3119054E+0 1.1279105E+21
1.2957073E+0 1.1305716E+21
1.2787625E+0 1.1134081E+21
1.2616146E+0 1.1229610E+21
1.2445037E+0 1.1110932E+21
1.2265007E+0 1.1020850E+21
1.2085974E+0 1.1275239E+21
1.1908861E+0 1.1132552E+21
1.1719684E+0 1.0925260E+21
1.1529776E+0 1.1054514E+21
1.1338856E+0 1.1036808E+21
1.1141827E+0 1.0838998E+21
1.0936805E+0 1.0739455E+21
1.0728530E+0 1.0732844E+21
1.0515188E+0 1.0479752E+21
1.0287779E+0 1.0242358E+21
1.0054429E+0 9.8855401E+20
9.7989112E-1 9.3601693E+20
9.5247381E-1 8.9069871E+20
9.2260549E-1 8.3986374E+20
8.8973254E-1 8.0108181E+20
8.5441381E-1 7.8792059E+20
