N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.675320800E-02 3.497376700E-02 3.294341800E-02 3.078607200E-02
1.600000000E+01 -3.451399200E-02 -3.609757000E-02 -3.733716100E-02 -3.515950100E-02
1.700000000E+01 8.074439600E-02 7.902486900E-02 7.744881000E-02 7.681801900E-02
1.549996187E+01 -1.174245000E-01 -1.058403520E-01 -9.727274000E-02 -9.068135800E-02
1.649996187E+01 5.386622600E-02 5.493335100E-02 5.492628600E-02 5.455371100E-02
1.674996808E+01 7.240478400E-02 7.090401900E-02 7.078747200E-02 6.994219400E-02
1.624993176E+01 2.479210600E-02 2.506307400E-02 2.531931700E-02 2.410760800E-02
1.574996808E+01 -1.721126430E-01 -1.752998560E-01 -1.740782110E-01 -1.702847040E-01
1.524993176E+01 1.273678300E-02 1.209096300E-02 1.130510900E-02 1.047483300E-02
