fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_310 001_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.794651152E-15 1.000000000E+20 1.175401356E+00 2.443022727E-16 1.966113957E-04 
001_310_SRH 001_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.785411224E-16 1.000000000E+20 1.215336826E+00 2.163875917E-16 1.714347501E-03 
002_310 002_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.876178275E-15 1.000000000E+20 1.183898420E+00 3.444335811E-16 2.822797471E-04 
002_310_SRH 002_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.615232876E-16 1.000000000E+20 1.215345630E+00 3.176049601E-16 1.717139836E-03  
003_310 003_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.994925364E-15 1.000000000E+20 1.190202495E+00 4.918034240E-16 3.929010310E-04 
003_310_SRH 003_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 3.827084966E-16 1.000000000E+20 1.215358398E+00 4.661617775E-16 1.721232131E-03 
004_310 004_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.167710295E-15 1.000000000E+20 1.194770904E+00 7.083770515E-16 5.291433431E-04 
004_310_SRH 004_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 5.592710081E-16 1.000000000E+20 1.215377029E+00 6.841922758E-16 1.727224792E-03 
005_310 005_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.418416935E-15 1.000000000E+20 1.198028955E+00 1.026417119E-15 6.881480716E-04 
005_310_SRH 005_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 8.156438658E-16 1.000000000E+20 1.215404087E+00 1.004172437E-15 1.735990984E-03 
006_310 006_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.780484362E-15 1.000000000E+20 1.200332356E+00 1.493276587E-15 8.632927562E-04 
006_310_SRH 006_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.186080123E-15 1.000000000E+20 1.215443078E+00 1.473744585E-15 1.748794997E-03 
007_310 007_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 3.307414431E-15 1.000000000E+20 1.206329430E+00 2.198844351E-15 1.039066932E-03 
007_310_SRH 007_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 1.717757282E-15 1.000000000E+20 1.215595290E+00 2.162867298E-15 1.767022940E-03 
008_310 008_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 4.048046543E-15 1.000000000E+20 1.207531435E+00 3.214056550E-15 1.217139183E-03 
008_310_SRH 008_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 2.476789004E-15 1.000000000E+20 1.217088034E+00 3.175682785E-15 1.788325005E-03 
009_310 009_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 5.088678869E-15 1.000000000E+20 1.208883930E+00 4.701534169E-15 1.384461351E-03 
009_310_SRH 009_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 3.544553612E-15 1.000000000E+20 1.219244167E+00 4.663711008E-15 1.820893750E-03 
010_310 010_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 6.571696001E-15 1.000000000E+20 1.214636717E+00 6.857782727E-15 1.518087070E-03 
010_310_SRH 010_310_srh.dat 310 37.4 1.000000000E+00 0.000000000E+00 5.021409453E-15 1.000000000E+20 1.222336422E+00 6.851317489E-15 1.871538697E-03 
011_310 011_310.dat 310 37.4 1.000000000E+00 0.000000000E+00 8.505747592E-15 1.000000000E+20 1.215222427E+00 1.004740054E-14 1.679368063E-03 
