N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+16 315 2.100E-4 1.238429742E+00 1.250107389E+00
1.468000E+10 1.000E+16 315 2.100E-4 1.241969879E+00 1.250216564E+00
2.154000E+10 1.000E+16 315 2.100E-4 1.244593622E+00 1.250374858E+00
3.162000E+10 1.000E+16 315 2.100E-4 1.246575863E+00 1.250603098E+00
4.642000E+10 1.000E+16 315 2.100E-4 1.248138434E+00 1.250929604E+00
6.813000E+10 1.000E+16 315 2.100E-4 1.249464093E+00 1.251391520E+00
1.000000E+11 1.000E+16 315 2.100E-4 1.250706875E+00 1.252035102E+00
1.468000E+11 1.000E+16 315 2.100E-4 1.251998383E+00 1.252913441E+00
2.154000E+11 1.000E+16 315 2.100E-4 1.253448923E+00 1.254080590E+00
3.162000E+11 1.000E+16 315 2.100E-4 1.255143227E+00 1.255581509E+00
4.642000E+11 1.000E+16 315 2.100E-4 1.257133674E+00 1.257440644E+00
6.813000E+11 1.000E+16 315 2.100E-4 1.259436970E+00 1.259655241E+00
1.000000E+12 1.000E+16 315 2.100E-4 1.262040001E+00 1.262198587E+00
1.468000E+12 1.000E+16 315 2.100E-4 1.264913350E+00 1.265031850E+00
2.154000E+12 1.000E+16 315 2.100E-4 1.268024750E+00 1.268116190E+00
3.162000E+12 1.000E+16 315 2.100E-4 1.271346930E+00 1.271419838E+00
4.642000E+12 1.000E+16 315 2.100E-4 1.274861748E+00 1.274921594E+00
6.813000E+12 1.000E+16 315 2.100E-4 1.278563098E+00 1.278613354E+00
1.000000E+13 1.000E+16 315 2.100E-4 1.282456863E+00 1.282499710E+00
