Time mark : 49718
4.96340E+4 3.40007E+2 4.96340E+4 1.65300E-4
4.96530E+4 3.40007E+2 4.96540E+4 1.65400E-4
4.97430E+4 3.40211E+2 4.97430E+4 1.22500E-4
4.97630E+4 3.40050E+2 4.97630E+4 1.23500E-4
4.97820E+4 3.39975E+2 4.97820E+4 1.23900E-4
4.98010E+4 3.39921E+2 4.98010E+4 1.24900E-4
4.98200E+4 3.39878E+2 4.98200E+4 1.25200E-4
4.98390E+4 3.39878E+2 4.98390E+4 1.25600E-4
4.98580E+4 3.39878E+2 4.98580E+4 1.26000E-4
4.98770E+4 3.39878E+2 4.98770E+4 1.26600E-4
4.98960E+4 3.39889E+2 4.98960E+4 1.27300E-4
4.99150E+4 3.39900E+2 4.99150E+4 1.27800E-4
4.99340E+4 3.39921E+2 4.99340E+4 1.28400E-4
4.99530E+4 3.39932E+2 4.99530E+4 1.28800E-4
4.99720E+4 3.39942E+2 4.99720E+4 1.28900E-4
4.99910E+4 3.39953E+2 4.99910E+4 1.29500E-4
5.00100E+4 3.39975E+2 5.00100E+4 1.29900E-4
5.00290E+4 3.39985E+2 5.00290E+4 1.30300E-4
5.00480E+4 3.39996E+2 5.00480E+4 1.31200E-4
5.00670E+4 3.40007E+2 5.00670E+4 1.31600E-4
5.00860E+4 3.40007E+2 5.00860E+4 1.31500E-4
5.01050E+4 3.40007E+2 5.01050E+4 1.32300E-4
5.01240E+4 3.40017E+2 5.01240E+4 1.32600E-4
5.01430E+4 3.40017E+2 5.01430E+4 1.33200E-4
5.01620E+4 3.40017E+2 5.01620E+4 1.33800E-4
5.01810E+4 3.40017E+2 5.01810E+4 1.34500E-4
5.02000E+4 3.40017E+2 5.02000E+4 1.34800E-4
5.02190E+4 3.40017E+2 5.02190E+4 1.35100E-4
5.02380E+4 3.40017E+2 5.02380E+4 1.35500E-4
5.02570E+4 3.40017E+2 5.02570E+4 1.35800E-4
5.02760E+4 3.40017E+2 5.02760E+4 1.36500E-4
5.02950E+4 3.40017E+2 5.02950E+4 1.36500E-4
5.03140E+4 3.40017E+2 5.03140E+4 1.37500E-4
5.03330E+4 3.40007E+2 5.03330E+4 1.37700E-4
5.03520E+4 3.40017E+2 5.03520E+4 1.38000E-4
5.03710E+4 3.40017E+2 5.03710E+4 1.38300E-4
5.03900E+4 3.40007E+2 5.03900E+4 1.38800E-4
5.04090E+4 3.40017E+2 5.04090E+4 1.39300E-4
5.04280E+4 3.40007E+2 5.04280E+4 1.39400E-4
5.04470E+4 3.40007E+2 5.04470E+4 1.40200E-4
5.04660E+4 3.40017E+2 5.04660E+4 1.40300E-4
5.04850E+4 3.40007E+2 5.04850E+4 1.40500E-4
5.05040E+4 3.40017E+2 5.05040E+4 1.40800E-4
5.05230E+4 3.40017E+2 5.05230E+4 1.41400E-4
5.05420E+4 3.40007E+2 5.05420E+4 1.41600E-4
5.05610E+4 3.40007E+2 5.05610E+4 1.42200E-4
5.05800E+4 3.40017E+2 5.05800E+4 1.42400E-4
5.05990E+4 3.40007E+2 5.05990E+4 1.42600E-4
5.06180E+4 3.40017E+2 5.06180E+4 1.42900E-4
5.06370E+4 3.40007E+2 5.06370E+4 1.43200E-4
5.06560E+4 3.40017E+2 5.06560E+4 1.43800E-4
5.06750E+4 3.40007E+2 5.06750E+4 1.44100E-4
5.06940E+4 3.40007E+2 5.06940E+4 1.44300E-4
5.07130E+4 3.40017E+2 5.07130E+4 1.44600E-4
5.07320E+4 3.40017E+2 5.07320E+4 1.45000E-4
5.07510E+4 3.40017E+2 5.07510E+4 1.45100E-4
5.07700E+4 3.40007E+2 5.07700E+4 1.45000E-4
5.07890E+4 3.40017E+2 5.07890E+4 1.45500E-4
5.08080E+4 3.40017E+2 5.08080E+4 1.45900E-4
5.08270E+4 3.40017E+2 5.08270E+4 1.46300E-4
5.08460E+4 3.40007E+2 5.08460E+4 1.46800E-4
5.08650E+4 3.40007E+2 5.08650E+4 1.46700E-4
5.08840E+4 3.40007E+2 5.08840E+4 1.46800E-4
5.09030E+4 3.40007E+2 5.09030E+4 1.47400E-4
5.09220E+4 3.40007E+2 5.09220E+4 1.47500E-4
