Time mark : 53012
5.30700E+4 3.39996E+2 5.30700E+4 1.25300E-4
5.30900E+4 3.39717E+2 5.30900E+4 1.25400E-4
5.31090E+4 3.39567E+2 5.31090E+4 1.25900E-4
5.31280E+4 3.39481E+2 5.31280E+4 1.26300E-4
5.31470E+4 3.39449E+2 5.31470E+4 1.26800E-4
5.31660E+4 3.39471E+2 5.31660E+4 1.27200E-4
5.31850E+4 3.39492E+2 5.31850E+4 1.27400E-4
5.32040E+4 3.39546E+2 5.32040E+4 1.28100E-4
5.32230E+4 3.39588E+2 5.32230E+4 1.28300E-4
5.32420E+4 3.39653E+2 5.32420E+4 1.28800E-4
5.32610E+4 3.39706E+2 5.32610E+4 1.29300E-4
5.32800E+4 3.39739E+2 5.32800E+4 1.29900E-4
5.32990E+4 3.39803E+2 5.32990E+4 1.30300E-4
5.33180E+4 3.39846E+2 5.33180E+4 1.30700E-4
5.33370E+4 3.39889E+2 5.33370E+4 1.30700E-4
5.33560E+4 3.39921E+2 5.33560E+4 1.31100E-4
5.33750E+4 3.39953E+2 5.33750E+4 1.31600E-4
5.33940E+4 3.39975E+2 5.33940E+4 1.32000E-4
5.34130E+4 3.39996E+2 5.34130E+4 1.32300E-4
5.34320E+4 3.40017E+2 5.34320E+4 1.32900E-4
5.34510E+4 3.40028E+2 5.34510E+4 1.33300E-4
5.34700E+4 3.40028E+2 5.34700E+4 1.33700E-4
5.34890E+4 3.40028E+2 5.34890E+4 1.34200E-4
5.35080E+4 3.40039E+2 5.35080E+4 1.34500E-4
5.35270E+4 3.40039E+2 5.35270E+4 1.34900E-4
5.35460E+4 3.40039E+2 5.35460E+4 1.35400E-4
5.35650E+4 3.40039E+2 5.35650E+4 1.35800E-4
5.35840E+4 3.40028E+2 5.35840E+4 1.36200E-4
5.36030E+4 3.40028E+2 5.36030E+4 1.36600E-4
5.36220E+4 3.40017E+2 5.36220E+4 1.37000E-4
5.36410E+4 3.40017E+2 5.36410E+4 1.37500E-4
5.36600E+4 3.40017E+2 5.36600E+4 1.37600E-4
5.36790E+4 3.40007E+2 5.36790E+4 1.37800E-4
5.36980E+4 3.40007E+2 5.36980E+4 1.38000E-4
5.37170E+4 3.40007E+2 5.37170E+4 1.38400E-4
5.37360E+4 3.40007E+2 5.37360E+4 1.38700E-4
5.37550E+4 3.40007E+2 5.37550E+4 1.39100E-4
5.37740E+4 3.39996E+2 5.37740E+4 1.39400E-4
5.37930E+4 3.39996E+2 5.37930E+4 1.39700E-4
5.38120E+4 3.39996E+2 5.38120E+4 1.40000E-4
