Time mark : 62573
6.26110E+4 3.39921E+2 6.26110E+4 1.40600E-4
6.26300E+4 3.39857E+2 6.26300E+4 1.40800E-4
6.26490E+4 3.39824E+2 6.26490E+4 1.41200E-4
6.26680E+4 3.39814E+2 6.26690E+4 1.41500E-4
6.26870E+4 3.39814E+2 6.26880E+4 1.41600E-4
6.27060E+4 3.39824E+2 6.27060E+4 1.42000E-4
6.27250E+4 3.39835E+2 6.27260E+4 1.42300E-4
6.27440E+4 3.39857E+2 6.27450E+4 1.42600E-4
6.27630E+4 3.39878E+2 6.27630E+4 1.42800E-4
6.27820E+4 3.39900E+2 6.27820E+4 1.43400E-4
6.28010E+4 3.39921E+2 6.28020E+4 1.43800E-4
6.28200E+4 3.39932E+2 6.28210E+4 1.44100E-4
6.28390E+4 3.39953E+2 6.28400E+4 1.44000E-4
6.28580E+4 3.39964E+2 6.28590E+4 1.44100E-4
6.28770E+4 3.39975E+2 6.28780E+4 1.44400E-4
6.28960E+4 3.39985E+2 6.28970E+4 1.44900E-4
6.29150E+4 3.39996E+2 6.29160E+4 1.45100E-4
6.29340E+4 3.40007E+2 6.29350E+4 1.45400E-4
6.29530E+4 3.40017E+2 6.29540E+4 1.45800E-4
6.29720E+4 3.40017E+2 6.29730E+4 1.46100E-4
6.29910E+4 3.40017E+2 6.29920E+4 1.46400E-4
6.30100E+4 3.40028E+2 6.30110E+4 1.46300E-4
6.30290E+4 3.40028E+2 6.30300E+4 1.46400E-4
6.30480E+4 3.40028E+2 6.30490E+4 1.46700E-4
6.30670E+4 3.40017E+2 6.30670E+4 1.46900E-4
6.30860E+4 3.40017E+2 6.30870E+4 1.47200E-4
6.31050E+4 3.40017E+2 6.31060E+4 1.47600E-4
6.31240E+4 3.40017E+2 6.31250E+4 1.47800E-4
6.31430E+4 3.40017E+2 6.31440E+4 1.48100E-4
6.31620E+4 3.40017E+2 6.31630E+4 1.47900E-4
6.31810E+4 3.40007E+2 6.31820E+4 1.48000E-4
6.32000E+4 3.40007E+2 6.32010E+4 1.48300E-4
6.32190E+4 3.40007E+2 6.32200E+4 1.48600E-4
6.32380E+4 3.40007E+2 6.32390E+4 1.48700E-4
6.32570E+4 3.40007E+2 6.32570E+4 1.49000E-4
6.32760E+4 3.40007E+2 6.32770E+4 1.49300E-4
6.32950E+4 3.40007E+2 6.32950E+4 1.49800E-4
6.33140E+4 3.40007E+2 6.33140E+4 1.49700E-4
6.33330E+4 3.40007E+2 6.33340E+4 1.49700E-4
6.33520E+4 3.40017E+2 6.33520E+4 1.50000E-4
6.33710E+4 3.40007E+2 6.33720E+4 1.50200E-4
6.33900E+4 3.40007E+2 6.33910E+4 1.50300E-4
6.34090E+4 3.40017E+2 6.34090E+4 1.50600E-4
6.34280E+4 3.40017E+2 6.34280E+4 1.50900E-4
6.34470E+4 3.40017E+2 6.34470E+4 1.50900E-4
6.34660E+4 3.40017E+2 6.34670E+4 1.50700E-4
6.34850E+4 3.40017E+2 6.34860E+4 1.50900E-4
6.35040E+4 3.40017E+2 6.35040E+4 1.51100E-4
6.35230E+4 3.40007E+2 6.35240E+4 1.51300E-4
6.35420E+4 3.40017E+2 6.35420E+4 1.51500E-4
6.35610E+4 3.40017E+2 6.35610E+4 1.51700E-4
