Time mark : 42032
4.20710E+4 3.40071E+2 4.20720E+4 1.29500E-4
4.20920E+4 3.39975E+2 4.20920E+4 1.29900E-4
4.21110E+4 3.39921E+2 4.21110E+4 1.30400E-4
4.21300E+4 3.39900E+2 4.21300E+4 1.31000E-4
4.21490E+4 3.39889E+2 4.21490E+4 1.31700E-4
4.21680E+4 3.39889E+2 4.21680E+4 1.32400E-4
4.21870E+4 3.39900E+2 4.21870E+4 1.33000E-4
4.22060E+4 3.39900E+2 4.22060E+4 1.33500E-4
4.22250E+4 3.39921E+2 4.22250E+4 1.33800E-4
4.22440E+4 3.39932E+2 4.22440E+4 1.34400E-4
4.22630E+4 3.39942E+2 4.22630E+4 1.35000E-4
4.22820E+4 3.39964E+2 4.22820E+4 1.35700E-4
4.23010E+4 3.39975E+2 4.23010E+4 1.36200E-4
4.23200E+4 3.39975E+2 4.23200E+4 1.36800E-4
4.23390E+4 3.39996E+2 4.23390E+4 1.37200E-4
4.23580E+4 3.39996E+2 4.23580E+4 1.37600E-4
4.23770E+4 3.40007E+2 4.23770E+4 1.38000E-4
4.23960E+4 3.40007E+2 4.23960E+4 1.38600E-4
4.24150E+4 3.40017E+2 4.24150E+4 1.39100E-4
4.24340E+4 3.40017E+2 4.24340E+4 1.39800E-4
4.24530E+4 3.40017E+2 4.24530E+4 1.40400E-4
4.24720E+4 3.40017E+2 4.24720E+4 1.40600E-4
4.24910E+4 3.40017E+2 4.24910E+4 1.40800E-4
4.25100E+4 3.40017E+2 4.25100E+4 1.41400E-4
4.25290E+4 3.40017E+2 4.25290E+4 1.42000E-4
4.25480E+4 3.40017E+2 4.25480E+4 1.42600E-4
4.25670E+4 3.40017E+2 4.25670E+4 1.43100E-4
4.25860E+4 3.40017E+2 4.25860E+4 1.43500E-4
4.26050E+4 3.40017E+2 4.26050E+4 1.43500E-4
4.26240E+4 3.40017E+2 4.26240E+4 1.43900E-4
4.26430E+4 3.40007E+2 4.26430E+4 1.44300E-4
4.26620E+4 3.40007E+2 4.26620E+4 1.44900E-4
4.26810E+4 3.40017E+2 4.26810E+4 1.45400E-4
4.27000E+4 3.40017E+2 4.27000E+4 1.45800E-4
4.27190E+4 3.40017E+2 4.27190E+4 1.46200E-4
4.27380E+4 3.40007E+2 4.27380E+4 1.46600E-4
4.27570E+4 3.40007E+2 4.27570E+4 1.46600E-4
4.27760E+4 3.40017E+2 4.27760E+4 1.47100E-4
4.27950E+4 3.40017E+2 4.27950E+4 1.47600E-4
4.28140E+4 3.40017E+2 4.28140E+4 1.48100E-4
4.28330E+4 3.40017E+2 4.28330E+4 1.48600E-4
4.28520E+4 3.40007E+2 4.28520E+4 1.48800E-4
4.28710E+4 3.40007E+2 4.28710E+4 1.48700E-4
4.28900E+4 3.40017E+2 4.28900E+4 1.49100E-4
4.29090E+4 3.40017E+2 4.29090E+4 1.49500E-4
4.29280E+4 3.40017E+2 4.29280E+4 1.49900E-4
4.29470E+4 3.40017E+2 4.29470E+4 1.50500E-4
4.29660E+4 3.40017E+2 4.29660E+4 1.50800E-4
4.29850E+4 3.40017E+2 4.29850E+4 1.50800E-4
4.30040E+4 3.40017E+2 4.30040E+4 1.50800E-4
4.30230E+4 3.40017E+2 4.30230E+4 1.51100E-4
4.30420E+4 3.40017E+2 4.30420E+4 1.51500E-4
4.30610E+4 3.40007E+2 4.30610E+4 1.52000E-4
4.30800E+4 3.40017E+2 4.30800E+4 1.52500E-4
4.30990E+4 3.40007E+2 4.30990E+4 1.52700E-4
4.31180E+4 3.40007E+2 4.31180E+4 1.52800E-4
4.31370E+4 3.40007E+2 4.31370E+4 1.52800E-4
4.31560E+4 3.40017E+2 4.31560E+4 1.53000E-4
4.31750E+4 3.40017E+2 4.31750E+4 1.53500E-4
4.31940E+4 3.40017E+2 4.31940E+4 1.53600E-4
4.32130E+4 3.40017E+2 4.32130E+4 1.54100E-4
4.32320E+4 3.40017E+2 4.32320E+4 1.54500E-4
4.32510E+4 3.40017E+2 4.32510E+4 1.54500E-4
4.32700E+4 3.40017E+2 4.32700E+4 1.54300E-4
4.32890E+4 3.40017E+2 4.32890E+4 1.54500E-4
4.33080E+4 3.40017E+2 4.33080E+4 1.54900E-4
4.33270E+4 3.40017E+2 4.33270E+4 1.55400E-4
4.33460E+4 3.40017E+2 4.33460E+4 1.55500E-4
4.33650E+4 3.40007E+2 4.33650E+4 1.55500E-4
4.33840E+4 3.40017E+2 4.33840E+4 1.55700E-4
4.34030E+4 3.40017E+2 4.34030E+4 1.55700E-4
4.34220E+4 3.40017E+2 4.34220E+4 1.56000E-4
4.34410E+4 3.40017E+2 4.34410E+4 1.56300E-4
4.34600E+4 3.40017E+2 4.34600E+4 1.56500E-4
4.34790E+4 3.40017E+2 4.34790E+4 1.56900E-4
4.34980E+4 3.40017E+2 4.34980E+4 1.56600E-4
4.35170E+4 3.40017E+2 4.35170E+4 1.56700E-4
4.35360E+4 3.40017E+2 4.35360E+4 1.56800E-4
4.35550E+4 3.40017E+2 4.35550E+4 1.57000E-4
4.35740E+4 3.40017E+2 4.35740E+4 1.57400E-4
4.35930E+4 3.40017E+2 4.35930E+4 1.57400E-4
4.36120E+4 3.40017E+2 4.36120E+4 1.57700E-4
4.36310E+4 3.40017E+2 4.36310E+4 1.57600E-4
4.36500E+4 3.40017E+2 4.36500E+4 1.57600E-4
4.36690E+4 3.40017E+2 4.36690E+4 1.57600E-4
4.36880E+4 3.40017E+2 4.36880E+4 1.57800E-4
4.37070E+4 3.40017E+2 4.37070E+4 1.58000E-4
4.37260E+4 3.40017E+2 4.37260E+4 1.58300E-4
4.37450E+4 3.40017E+2 4.37450E+4 1.58400E-4
4.37640E+4 3.40017E+2 4.37640E+4 1.58300E-4
4.37830E+4 3.40028E+2 4.37830E+4 1.58300E-4
