Time mark : 45260
4.53120E+4 3.39395E+2 4.53120E+4 1.43700E-4
4.53310E+4 3.39256E+2 4.53320E+4 1.43600E-4
4.53500E+4 3.39224E+2 4.53500E+4 1.43500E-4
4.53690E+4 3.39213E+2 4.53690E+4 1.43600E-4
4.53880E+4 3.39245E+2 4.53890E+4 1.44000E-4
4.54070E+4 3.39310E+2 4.54070E+4 1.44100E-4
4.54260E+4 3.39395E+2 4.54260E+4 1.44100E-4
4.54450E+4 3.39460E+2 4.54450E+4 1.44300E-4
4.54640E+4 3.39556E+2 4.54640E+4 1.44600E-4
4.54830E+4 3.39642E+2 4.54830E+4 1.44800E-4
4.55020E+4 3.39706E+2 4.55020E+4 1.45000E-4
4.55210E+4 3.39782E+2 4.55210E+4 1.45500E-4
4.55400E+4 3.39835E+2 4.55400E+4 1.45600E-4
4.55590E+4 3.39889E+2 4.55600E+4 1.45800E-4
4.55780E+4 3.39942E+2 4.55790E+4 1.45800E-4
4.55970E+4 3.39975E+2 4.55980E+4 1.46000E-4
4.56160E+4 3.40007E+2 4.56170E+4 1.46300E-4
4.56350E+4 3.40028E+2 4.56360E+4 1.46500E-4
4.56540E+4 3.40039E+2 4.56550E+4 1.46600E-4
4.56730E+4 3.40060E+2 4.56740E+4 1.46600E-4
4.56920E+4 3.40060E+2 4.56930E+4 1.47000E-4
4.57110E+4 3.40071E+2 4.57120E+4 1.47200E-4
4.57300E+4 3.40060E+2 4.57310E+4 1.47200E-4
4.57490E+4 3.40060E+2 4.57500E+4 1.47400E-4
4.57680E+4 3.40060E+2 4.57690E+4 1.47500E-4
4.57870E+4 3.40050E+2 4.57880E+4 1.47700E-4
4.58060E+4 3.40050E+2 4.58070E+4 1.48000E-4
4.58250E+4 3.40039E+2 4.58260E+4 1.48000E-4
4.58440E+4 3.40028E+2 4.58450E+4 1.48000E-4
4.58630E+4 3.40028E+2 4.58640E+4 1.47900E-4
4.58820E+4 3.40017E+2 4.58830E+4 1.47900E-4
4.59010E+4 3.40017E+2 4.59020E+4 1.47800E-4
4.59200E+4 3.40007E+2 4.59210E+4 1.48000E-4
4.59390E+4 3.40007E+2 4.59400E+4 1.48200E-4
4.59580E+4 3.40007E+2 4.59590E+4 1.48400E-4
4.59770E+4 3.40007E+2 4.59780E+4 1.48600E-4
4.59960E+4 3.39996E+2 4.59970E+4 1.48700E-4
4.60150E+4 3.39996E+2 4.60160E+4 1.48800E-4
4.60340E+4 3.39996E+2 4.60350E+4 1.48900E-4
4.60530E+4 3.39996E+2 4.60540E+4 1.48900E-4
4.60720E+4 3.39996E+2 4.60730E+4 1.49300E-4
4.60910E+4 3.39996E+2 4.60920E+4 1.49300E-4
4.61100E+4 3.39996E+2 4.61110E+4 1.49500E-4
4.61290E+4 3.39996E+2 4.61300E+4 1.49600E-4
4.61480E+4 3.39996E+2 4.61490E+4 1.49600E-4
4.61670E+4 3.39996E+2 4.61680E+4 1.49700E-4
4.61860E+4 3.39996E+2 4.61870E+4 1.49700E-4
4.62050E+4 3.39996E+2 4.62060E+4 1.49500E-4
4.62240E+4 3.39996E+2 4.62250E+4 1.49400E-4
4.62430E+4 3.40007E+2 4.62440E+4 1.49700E-4
4.62620E+4 3.40007E+2 4.62630E+4 1.49800E-4
4.62810E+4 3.39996E+2 4.62820E+4 1.49800E-4
4.63000E+4 3.40007E+2 4.63010E+4 1.49900E-4
4.63190E+4 3.40007E+2 4.63200E+4 1.50000E-4
4.63380E+4 3.40007E+2 4.63390E+4 1.50200E-4
4.63570E+4 3.39996E+2 4.63580E+4 1.50300E-4
