Time mark : 32242
3.21290E+4 3.40017E+2 3.21290E+4 1.62900E-4
3.21490E+4 3.40028E+2 3.21490E+4 1.62400E-4
3.22640E+4 3.40286E+2 3.22640E+4 1.30200E-4
3.22840E+4 3.40071E+2 3.22840E+4 1.30900E-4
3.23030E+4 3.39942E+2 3.23030E+4 1.31600E-4
3.23220E+4 3.39878E+2 3.23220E+4 1.32100E-4
3.23410E+4 3.39846E+2 3.23410E+4 1.32900E-4
3.23600E+4 3.39835E+2 3.23600E+4 1.33200E-4
3.23790E+4 3.39835E+2 3.23790E+4 1.33400E-4
3.23980E+4 3.39846E+2 3.23990E+4 1.33800E-4
3.24170E+4 3.39867E+2 3.24170E+4 1.34700E-4
3.24360E+4 3.39878E+2 3.24360E+4 1.35400E-4
3.24550E+4 3.39900E+2 3.24550E+4 1.36000E-4
3.24740E+4 3.39921E+2 3.24740E+4 1.36300E-4
3.24930E+4 3.39942E+2 3.24930E+4 1.36800E-4
3.25120E+4 3.39953E+2 3.25120E+4 1.37300E-4
3.25310E+4 3.39975E+2 3.25310E+4 1.37900E-4
3.25500E+4 3.39985E+2 3.25500E+4 1.38600E-4
3.25690E+4 3.39996E+2 3.25690E+4 1.39100E-4
3.25880E+4 3.40007E+2 3.25890E+4 1.39400E-4
3.26070E+4 3.40017E+2 3.26070E+4 1.39700E-4
3.26260E+4 3.40017E+2 3.26260E+4 1.40300E-4
3.26450E+4 3.40017E+2 3.26450E+4 1.40900E-4
3.26640E+4 3.40028E+2 3.26640E+4 1.41400E-4
3.26830E+4 3.40028E+2 3.26830E+4 1.42100E-4
3.27020E+4 3.40028E+2 3.27020E+4 1.42300E-4
3.27210E+4 3.40028E+2 3.27210E+4 1.42400E-4
3.27400E+4 3.40028E+2 3.27400E+4 1.42900E-4
3.27590E+4 3.40028E+2 3.27590E+4 1.43500E-4
3.27780E+4 3.40028E+2 3.27790E+4 1.43900E-4
3.27970E+4 3.40028E+2 3.27970E+4 1.44500E-4
