Time mark : 39059
3.91370E+4 3.39953E+2 3.91370E+4 1.70500E-4
3.91560E+4 3.39964E+2 3.91560E+4 1.69600E-4
3.91750E+4 3.39964E+2 3.91750E+4 1.69000E-4
3.91940E+4 3.39975E+2 3.91940E+4 1.68600E-4
3.92130E+4 3.39985E+2 3.92130E+4 1.68100E-4
3.92320E+4 3.39996E+2 3.92320E+4 1.67800E-4
3.92510E+4 3.40007E+2 3.92510E+4 1.67500E-4
3.92700E+4 3.40007E+2 3.92700E+4 1.66600E-4
3.92890E+4 3.40007E+2 3.92890E+4 1.66400E-4
3.93080E+4 3.40017E+2 3.93090E+4 1.66000E-4
3.93270E+4 3.40017E+2 3.93270E+4 1.65900E-4
3.93460E+4 3.40017E+2 3.93460E+4 1.65800E-4
3.93650E+4 3.40017E+2 3.93650E+4 1.65500E-4
3.93840E+4 3.40028E+2 3.93840E+4 1.65400E-4
3.94030E+4 3.40028E+2 3.94030E+4 1.65500E-4
3.94220E+4 3.40028E+2 3.94220E+4 1.65400E-4
3.94410E+4 3.40028E+2 3.94410E+4 1.65300E-4
3.94600E+4 3.40028E+2 3.94600E+4 1.65400E-4
3.94790E+4 3.40017E+2 3.94790E+4 1.65100E-4
3.94980E+4 3.40028E+2 3.94980E+4 1.64700E-4
3.95170E+4 3.40028E+2 3.95170E+4 1.64600E-4
3.95360E+4 3.40028E+2 3.95360E+4 1.64600E-4
3.95550E+4 3.40028E+2 3.95550E+4 1.64500E-4
3.95740E+4 3.40028E+2 3.95740E+4 1.64600E-4
3.95930E+4 3.40017E+2 3.95930E+4 1.64600E-4
3.96120E+4 3.40017E+2 3.96120E+4 1.64600E-4
3.96310E+4 3.40017E+2 3.96310E+4 1.64700E-4
3.96500E+4 3.40017E+2 3.96500E+4 1.64700E-4
3.96690E+4 3.40017E+2 3.96690E+4 1.64300E-4
3.96880E+4 3.40017E+2 3.96880E+4 1.64100E-4
3.97070E+4 3.40017E+2 3.97070E+4 1.64200E-4
3.97260E+4 3.40017E+2 3.97260E+4 1.64200E-4
3.97450E+4 3.40017E+2 3.97450E+4 1.64200E-4
3.97640E+4 3.40028E+2 3.97640E+4 1.64200E-4
3.97830E+4 3.40028E+2 3.97830E+4 1.64500E-4
3.98020E+4 3.40017E+2 3.98020E+4 1.64300E-4
3.98210E+4 3.40028E+2 3.98210E+4 1.64100E-4
3.98400E+4 3.40028E+2 3.98400E+4 1.64000E-4
3.98590E+4 3.40017E+2 3.98590E+4 1.63900E-4
3.98780E+4 3.40028E+2 3.98780E+4 1.63900E-4
3.98970E+4 3.40028E+2 3.98970E+4 1.64200E-4
3.99160E+4 3.40028E+2 3.99160E+4 1.64300E-4
3.99350E+4 3.40028E+2 3.99350E+4 1.64300E-4
3.99540E+4 3.40017E+2 3.99540E+4 1.64000E-4
3.99730E+4 3.40028E+2 3.99730E+4 1.63900E-4
3.99920E+4 3.40028E+2 3.99920E+4 1.63700E-4
4.00110E+4 3.40028E+2 4.00110E+4 1.63700E-4
4.00300E+4 3.40028E+2 4.00300E+4 1.63900E-4
4.00490E+4 3.40028E+2 4.00500E+4 1.63900E-4
4.00680E+4 3.40028E+2 4.00680E+4 1.64000E-4
4.00870E+4 3.40028E+2 4.00870E+4 1.64000E-4
4.01060E+4 3.40017E+2 4.01060E+4 1.63800E-4
4.01250E+4 3.40028E+2 4.01250E+4 1.63800E-4
4.01440E+4 3.40017E+2 4.01440E+4 1.64000E-4
4.01630E+4 3.40028E+2 4.01630E+4 1.64100E-4
4.01820E+4 3.40028E+2 4.01820E+4 1.64000E-4
