T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
305 001_305 38.014 4.738600E-1 3.702033E-1 7.931070E+1 2.782620E+1 4.005570E-1 3.473431E-1 5.000000E-1 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 2.800E-4 5.623E+15
305 002_305 38.014 4.732370E-1 3.693156E-1 7.928940E+1 2.771550E+1 3.999510E-1 3.464850E-1 5.000000E-1 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 2.800E-4 5.623E+15
305 003_305 38.014 4.723580E-1 3.680320E-1 7.925860E+1 2.755710E+1 3.991110E-1 3.452304E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 2.800E-4 5.623E+15
305 004_305 38.014 4.711370E-1 3.661885E-1 7.921460E+1 2.733310E+1 3.979390E-1 3.434317E-1 5.000000E-1 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 2.800E-4 5.623E+15
305 005_305 38.014 4.694440E-1 3.635663E-1 7.915840E+1 2.702060E+1 3.963380E-1 3.408779E-1 5.000000E-1 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 2.800E-4 5.623E+15
305 006_305 38.014 4.671300E-1 3.598866E-1 7.909320E+1 2.659330E+1 3.942090E-1 3.372994E-1 5.000000E-1 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 2.800E-4 5.623E+15
305 007_305 38.014 4.642070E-1 3.548189E-1 7.899800E+1 2.602350E+1 3.914550E-1 3.323935E-1 5.000000E-1 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 2.800E-4 5.623E+15
305 008_305 38.014 4.606460E-1 3.480132E-1 7.886720E+1 2.528660E+1 3.880570E-1 3.258102E-1 5.000000E-1 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 2.800E-4 5.623E+15
305 009_305 38.014 4.562810E-1 3.391673E-1 7.873160E+1 2.436840E+1 3.839940E-1 3.173008E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 2.800E-4 5.623E+15
305 010_305 38.014 4.514260E-1 3.281237E-1 7.855400E+1 2.327150E+1 3.794040E-1 3.066837E-1 5.000000E-1 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 2.800E-4 5.623E+15
305 011_305 38.014 4.460270E-1 3.149620E-1 7.837170E+1 2.201960E+1 3.743650E-1 2.940917E-1 5.000000E-1 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 2.800E-4 5.623E+15
305 012_305 38.014 4.404390E-1 3.000231E-1 7.815310E+1 2.065460E+1 3.690530E-1 2.798326E-1 5.000000E-1 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 2.800E-4 5.623E+15
305 013_305 38.014 4.345370E-1 2.838168E-1 7.794470E+1 1.922570E+1 3.635640E-1 2.644053E-1 5.000000E-1 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 2.800E-4 5.623E+15
305 014_305 38.014 4.286090E-1 2.668437E-1 7.770560E+1 1.777470E+1 3.579590E-1 2.482777E-1 5.000000E-1 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 2.800E-4 5.623E+15
305 015_305 38.014 4.224960E-1 2.494413E-1 7.745960E+1 1.632660E+1 3.522170E-1 2.317693E-1 5.000000E-1 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 2.800E-4 5.623E+15
305 016_305 38.014 4.161690E-1 2.317556E-1 7.719710E+1 1.489130E+1 3.462990E-1 2.150054E-1 5.000000E-1 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 2.800E-4 5.623E+15
305 017_305 38.014 4.096660E-1 2.138375E-1 7.689270E+1 1.347190E+1 3.401270E-1 1.980422E-1 5.000000E-1 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 2.800E-4 5.623E+15
305 018_305 38.014 4.027380E-1 1.957691E-1 7.657800E+1 1.207540E+1 3.336430E-1 1.809626E-1 5.000000E-1 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 2.800E-4 5.623E+15
305 019_305 38.014 3.954910E-1 1.777286E-1 7.622230E+1 1.071540E+1 3.268260E-1 1.639302E-1 5.000000E-1 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 2.800E-4 5.623E+15
305 020_305 38.014 3.879400E-1 1.599750E-1 7.581310E+1 9.410100E+0 3.196780E-1 1.471801E-1 5.000000E-1 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 2.800E-4 5.623E+15
305 021_305 38.014 3.800720E-1 1.427944E-1 7.534380E+1 8.178200E+0 3.121580E-1 1.309936E-1 5.000000E-1 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 2.800E-4 5.623E+15
305 022_305 38.014 3.717620E-1 1.264516E-1 7.482730E+1 7.035300E+0 3.043070E-1 1.155946E-1 5.000000E-1 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 2.800E-4 5.623E+15
305 023_305 38.014 3.631080E-1 1.111617E-1 7.422840E+1 5.992300E+0 2.960450E-1 1.012053E-1 5.000000E-1 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 2.800E-4 5.623E+15
305 024_305 38.014 3.540890E-1 9.707814E-2 7.352670E+1 5.054900E+0 2.873540E-1 8.795551E-2 5.000000E-1 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 2.800E-4 5.623E+15
305 025_305 38.014 3.446680E-1 8.429091E-2 7.270000E+1 4.224200E+0 2.781930E-1 7.592224E-2 5.000000E-1 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 2.800E-4 5.623E+15
