fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 16:53:50 297 39.04 1.000E+000 7.500E-001 2.232E-006 3.859E+003 3.116E+000 6.417E-009 2.200E-003 
0002 16:57:00 296.9 39.05 1.000E+000 7.500E-001 2.196E-006 3.818E+003 3.110E+000 6.428E-009 2.094E-003 
0003 17:00:06 297 39.04 1.000E+000 7.500E-001 2.190E-006 3.830E+003 3.106E+000 6.488E-009 2.147E-003 
0004 17:03:02 297 39.04 1.000E+000 7.500E-001 2.245E-006 3.656E+003 3.079E+000 6.765E-009 2.111E-003 
0005 17:05:42 297 39.04 1.000E+000 7.500E-001 2.171E-006 3.705E+003 3.083E+000 6.701E-009 2.140E-003 
0006 17:07:52 297 39.04 1.000E+000 7.500E-001 2.237E-006 3.701E+003 3.086E+000 6.666E-009 2.050E-003 
0007 17:11:28 297 39.04 1.000E+000 7.500E-001 2.253E-006 3.729E+003 3.087E+000 6.646E-009 2.107E-003 
0008 17:14:08 297 39.04 1.000E+000 7.500E-001 2.224E-006 3.848E+003 3.108E+000 6.416E-009 2.131E-003 
0009 17:16:34 297 39.04 1.000E+000 7.500E-001 2.221E-006 3.712E+003 3.091E+000 6.627E-009 2.074E-003 
0010 17:19:32 297 39.04 1.000E+000 7.500E-001 2.220E-006 3.810E+003 3.105E+000 6.471E-009 2.099E-003 
0011 17:22:20 297 39.04 1.000E+000 7.500E-001 2.171E-006 3.903E+003 3.121E+000 6.302E-009 2.178E-003 
0012 17:25:18 296.9 39.05 1.000E+000 7.500E-001 2.178E-006 3.795E+003 3.110E+000 6.375E-009 2.106E-003 
0013 17:30:50 297 39.04 1.000E+000 7.500E-001 2.226E-006 3.799E+003 3.104E+000 6.440E-009 2.137E-003 
