fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_320 001_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.728821533E-14 1.000000000E+20 1.258507380E+00 1.689171985E-15 8.432027705E-05 
001_320_SRH 001_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.659634423E-15 1.000000000E+20 1.327195060E+00 1.506020763E-15 1.012475918E-03 
002_320 002_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.799872518E-14 1.000000000E+20 1.277018189E+00 2.385151523E-15 1.304523726E-04 
002_320_SRH 002_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.423395281E-15 1.000000000E+20 1.327246122E+00 2.210405789E-15 1.017046132E-03 
003_320 003_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.902607117E-14 1.000000000E+20 1.291376001E+00 3.412245562E-15 1.924337439E-04 
003_320_SRH 003_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.530288585E-15 1.000000000E+20 1.327319992E+00 3.244155213E-15 1.023725139E-03 
004_320 004_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.050520156E-14 1.000000000E+20 1.302153533E+00 4.923812148E-15 2.713765224E-04 
004_320_SRH 004_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.125338367E-15 1.000000000E+20 1.327426129E+00 4.761185177E-15 1.033467247E-03 
005_320 005_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.261918472E-14 1.000000000E+20 1.310065468E+00 7.145065041E-15 3.667982104E-04 
005_320_SRH 005_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.405232451E-15 1.000000000E+20 1.327577260E+00 6.987246607E-15 1.047635783E-03 
006_320 006_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.560777169E-14 1.000000000E+20 1.315808634E+00 1.040652879E-14 4.764386468E-04 
006_320_SRH 006_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.062709165E-14 1.000000000E+20 1.327789522E+00 1.025336945E-14 1.068157173E-03 
007_320 007_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.976900614E-14 1.000000000E+20 1.319982537E+00 1.519301180E-14 5.970022040E-04 
007_320_SRH 007_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.510936299E-14 1.000000000E+20 1.328082147E+00 1.504483109E-14 1.097705538E-03 
008_320 008_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.544607378E-14 1.000000000E+20 1.323065610E+00 2.221532672E-14 7.257754452E-04 
008_320_SRH 008_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.121617682E-14 1.000000000E+20 1.328475426E+00 2.207285408E-14 1.139900794E-03 
009_320 009_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.299175800E-14 1.000000000E+20 1.325419153E+00 3.251539110E-14 8.624178257E-04 
009_320_SRH 009_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.931672323E-14 1.000000000E+20 1.328986203E+00 3.237966566E-14 1.199471734E-03 
010_320 010_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.271133816E-14 1.000000000E+20 1.327301472E+00 4.762046134E-14 1.010010013E-03 
010_320_SRH 010_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.972057933E-14 1.000000000E+20 1.329621320E+00 4.749265438E-14 1.282292421E-03 
011_320 011_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.480487645E-14 1.000000000E+20 1.328882405E+00 6.976978474E-14 1.174882932E-03 
011_320_SRH 011_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.261220803E-14 1.000000000E+20 1.330370170E+00 6.965095703E-14 1.395169159E-03 
012_320 012_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.935157810E-14 1.000000000E+20 1.330258934E+00 1.022480189E-13 1.365400869E-03 
012_320_SRH 012_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.803203997E-14 1.000000000E+20 1.331200934E+00 1.021388487E-13 1.545277062E-03 
013_320 013_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.637558130E-14 1.000000000E+20 1.331876960E+00 1.499541142E-13 1.591430902E-03 
013_320_SRH 013_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.643921821E-14 1.000000000E+20 1.343233838E+00 1.511904694E-13 1.759040624E-03 
014_320 014_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.166563086E-13 1.000000000E+20 1.343830273E+00 2.218857706E-13 1.870832758E-03 
014_320_SRH 014_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.071405164E-13 1.000000000E+20 1.345589122E+00 2.225837169E-13 1.986451112E-03 
015_320 015_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.398277478E-13 1.000000000E+20 1.352027738E+00 3.315242767E-13 2.196631387E-03 
015_320_SRH 015_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.310182885E-13 1.000000000E+20 1.352285460E+00 3.314547219E-13 2.292790956E-03 
016_320 016_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.661535287E-13 1.000000000E+20 1.352891540E+00 4.863277792E-13 2.521981523E-03 
016_320_SRH 016_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.580002187E-13 1.000000000E+20 1.353053607E+00 4.862647701E-13 2.604018948E-03 
017_320 017_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.965557007E-13 1.000000000E+20 1.353606743E+00 7.134820535E-13 2.889831196E-03 
017_320_SRH 017_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.891345777E-13 1.000000000E+20 1.354736155E+00 7.141406349E-13 2.961070689E-03 
018_320 018_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.346527424E-13 1.000000000E+20 1.366060249E+00 1.059156307E-12 3.326169980E-03 
018_320_SRH 018_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.274838672E-13 1.000000000E+20 1.366124882E+00 1.059090349E-12 3.383552115E-03 
019_320 019_320.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.800193654E-13 1.000000000E+20 1.371591205E+00 1.557577018E-12 3.712568602E-03 
019_320_SRH 019_320_srh.dat 320 36.23 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.732082498E-13 1.000000000E+20 1.371625749E+00 1.557476015E-12 3.760038899E-03 
