fname time Tem kT_1 n0 Eefo E_B E_T Tm dev 
B105FE100_T 1317912114 0 555 4.905580486E-07 1.823000000E+00 1.267824514E+03 0.000000000E+00 2.200000000E+00 1.608942229E-03 
B105FE101_T 1317912114 0 555 4.971041870E-07 1.823000000E+00 1.243078820E+03 0.000000000E+00 2.200000000E+00 1.509236410E-03 
B105FE102_T 1317912114 0 555 5.005139078E-07 1.823000000E+00 1.018288838E+03 0.000000000E+00 2.200000000E+00 1.628988347E-03 
B105FE103_T 1317912114 0 555 4.976643830E-07 1.823000000E+00 5.643629780E+02 0.000000000E+00 2.200000000E+00 1.813350218E-03 
B105FE140_T 1317912114 0 555 4.925703041E-07 1.823000000E+00 1.259416153E+03 0.000000000E+00 2.200000000E+00 1.601742513E-03 
B105FE141_T 1317912114 0 555 4.976043593E-07 1.823000000E+00 1.222812536E+03 0.000000000E+00 2.200000000E+00 1.507672655E-03 
B105FE142_T 1317912114 0 555 5.003428125E-07 1.823000000E+00 9.383394086E+02 0.000000000E+00 2.200000000E+00 1.548408757E-03 
B105FE210_T 1317912114 0 555 4.937250328E-07 1.823000000E+00 1.250197839E+03 0.000000000E+00 2.200000000E+00 1.610405590E-03 
B105FE211_T 1317912114 0 555 4.973987629E-07 1.823000000E+00 1.162618977E+03 0.000000000E+00 2.200000000E+00 1.571618990E-03 
B105FE212_T 1317912114 0 555 4.992141289E-07 1.823000000E+00 8.325084391E+02 0.000000000E+00 2.200000000E+00 1.117394568E-03 
B105FE310_T 1317912114 0 555 4.946831499E-07 1.823000000E+00 1.244816510E+03 0.000000000E+00 2.200000000E+00 1.637551315E-03 
B105FE311_T 1317912114 0 555 4.980387018E-07 1.823000000E+00 1.134108804E+03 0.000000000E+00 2.200000000E+00 1.550398824E-03 
B105FE312_T 1317912114 0 555 4.965936214E-07 1.823000000E+00 7.016593083E+02 0.000000000E+00 2.200000000E+00 1.251212555E-03 
B105FE460_T 1317912114 0 555 4.952627845E-07 1.823000000E+00 1.232305619E+03 0.000000000E+00 2.200000000E+00 1.609261273E-03 
B105FE461_T 1317912114 0 555 4.990411416E-07 1.823000000E+00 1.107927897E+03 0.000000000E+00 2.200000000E+00 1.525347856E-03 
B105FE462_T 1317912114 0 555 4.973595302E-07 1.823000000E+00 6.442294683E+02 0.000000000E+00 2.200000000E+00 1.421332237E-03 
B105FE680_T 1317912114 0 555 4.958789309E-07 1.823000000E+00 1.224107073E+03 0.000000000E+00 2.200000000E+00 1.632235342E-03 
B105FE681_T 1317912114 0 555 4.998809744E-07 1.823000000E+00 1.069889220E+03 0.000000000E+00 2.200000000E+00 1.536938050E-03 
B105FE682_T 1317912114 0 555 4.976970936E-07 1.823000000E+00 6.006347001E+02 0.000000000E+00 2.200000000E+00 1.588113110E-03 
