N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 300 2.100E-4 1.149967070E+00 1.150667255E+00
1.468000E+10 1.000E+15 300 2.100E-4 1.150534560E+00 1.151011599E+00
2.154000E+10 1.000E+15 300 2.100E-4 1.151185459E+00 1.151510100E+00
3.162000E+10 1.000E+15 300 2.100E-4 1.151730082E+00 1.151926360E+00
4.642000E+10 1.000E+15 300 2.100E-4 1.151900710E+00 1.152034176E+00
6.813000E+10 1.000E+15 300 2.100E-4 1.152096295E+00 1.152186913E+00
1.000000E+11 1.000E+15 300 2.100E-4 1.152338444E+00 1.152399892E+00
1.468000E+11 1.000E+15 300 2.100E-4 1.152649199E+00 1.152690847E+00
2.154000E+11 1.000E+15 300 2.100E-4 1.153546242E+00 1.153570404E+00
3.162000E+11 1.000E+15 300 2.100E-4 1.159484929E+00 1.159494379E+00
4.642000E+11 1.000E+15 300 2.100E-4 1.170576729E+00 1.170588580E+00
6.813000E+11 1.000E+15 300 2.100E-4 1.173253153E+00 1.173263506E+00
1.000000E+12 1.000E+15 300 2.100E-4 1.184061986E+00 1.184068723E+00
1.468000E+12 1.000E+15 300 2.100E-4 1.192574140E+00 1.192578726E+00
2.154000E+12 1.000E+15 300 2.100E-4 1.194935427E+00 1.194939193E+00
3.162000E+12 1.000E+15 300 2.100E-4 1.207120904E+00 1.207124407E+00
4.642000E+12 1.000E+15 300 2.100E-4 1.216317138E+00 1.216319209E+00
6.813000E+12 1.000E+15 300 2.100E-4 1.217640770E+00 1.217642195E+00
1.000000E+13 1.000E+15 300 2.100E-4 1.222469114E+00 1.222470181E+00
