N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 3.246988300E-02 3.172800600E-02 3.116913100E-02 3.098826700E-02 2.981091400E-02 2.740032300E-02 2.305210800E-02 1.338681500E-02 -4.540076000E-03 -3.520050000E-02 -8.641388000E-02
1.016672606E+01 3.243609800E-02 3.169842200E-02 3.114424100E-02 3.096808000E-02 2.976100800E-02 2.743001600E-02 2.314194200E-02 1.359687800E-02 -4.117819000E-03 -3.443720000E-02 -8.515368200E-02
1.033324570E+01 3.238769700E-02 3.165602200E-02 3.110852700E-02 3.091616100E-02 2.975329900E-02 2.747218600E-02 2.327007800E-02 1.389703900E-02 -3.513522000E-03 -3.334323700E-02 -8.334363700E-02
1.049996187E+01 3.231905600E-02 3.159587500E-02 3.105778000E-02 3.087203600E-02 2.971681500E-02 2.753120000E-02 2.345052000E-02 1.432090600E-02 -2.658635000E-03 -3.179244700E-02 -8.076969500E-02
1.066670514E+01 3.222320700E-02 3.151185100E-02 3.098672000E-02 3.081026900E-02 2.971214400E-02 2.758578300E-02 2.369989900E-02 1.490906200E-02 -1.469197000E-03 -2.962835100E-02 -7.716209100E-02
1.083333839E+01 3.209224800E-02 3.138804900E-02 3.087625600E-02 3.071267300E-02 2.968823800E-02 2.768396700E-02 2.403552800E-02 1.570518900E-02 1.471580000E-04 -2.667562600E-02 -7.220983300E-02
1.100000000E+01 3.191874300E-02 3.123435200E-02 3.074383600E-02 3.060556800E-02 2.968595200E-02 2.783675200E-02 2.447065500E-02 1.674610100E-02 2.271751000E-03 -2.277296900E-02 -6.561046500E-02
1.116672606E+01 3.169847500E-02 3.103833400E-02 3.056860600E-02 3.046003300E-02 2.964921300E-02 2.801606400E-02 2.500664200E-02 1.804347900E-02 4.939380000E-03 -1.783716400E-02 -5.717444600E-02
1.133324570E+01 3.142988700E-02 3.079882300E-02 3.036801200E-02 3.029915600E-02 2.963431200E-02 2.821245300E-02 2.562311700E-02 1.956053300E-02 8.089329000E-03 -1.195518700E-02 -4.698671700E-02
1.149996187E+01 3.113782100E-02 3.054180700E-02 3.014864000E-02 3.012074400E-02 2.958195500E-02 2.839056400E-02 2.630030200E-02 2.119480000E-02 1.152596300E-02 -5.466544000E-03 -3.557136200E-02
1.166670514E+01 3.084882300E-02 3.029066000E-02 2.992462200E-02 2.993789900E-02 2.950780000E-02 2.856683300E-02 2.691547300E-02 2.278906700E-02 1.493143400E-02 1.044426000E-03 -2.391907800E-02
1.183333839E+01 3.060454200E-02 3.007826200E-02 2.974255800E-02 2.977763500E-02 2.942555500E-02 2.868993700E-02 2.743467400E-02 2.418199000E-02 1.796120700E-02 6.914605000E-03 -1.322966400E-02
1.200000000E+01 3.045781600E-02 2.995564400E-02 2.962383100E-02 2.965394400E-02 2.936966000E-02 2.877597400E-02 2.783060300E-02 2.527655200E-02 2.038549100E-02 1.167247900E-02 -4.424082000E-03
1.216672606E+01 3.043748900E-02 2.994693100E-02 2.961066700E-02 2.963144600E-02 2.935093200E-02 2.885673700E-02 2.811973300E-02 2.607398600E-02 2.217209100E-02 1.521620600E-02 2.225325000E-03
1.233324570E+01 3.054326500E-02 3.005570800E-02 2.968764400E-02 2.968138700E-02 2.938951400E-02 2.894311000E-02 2.834343600E-02 2.664613300E-02 2.344565400E-02 1.775684200E-02 7.041410000E-03
1.249996187E+01 3.074182400E-02 3.024583100E-02 2.985344500E-02 2.980685900E-02 2.949396900E-02 2.905481200E-02 2.853969900E-02 2.707821600E-02 2.437655300E-02 1.961190300E-02 1.057951000E-02
1.266670514E+01 3.097937800E-02 3.049054000E-02 3.005868800E-02 2.999020700E-02 2.963693200E-02 2.919054000E-02 2.872824800E-02 2.743040600E-02 2.509751500E-02 2.103923800E-02 1.330991700E-02
1.283333839E+01 3.119908500E-02 3.071952300E-02 3.027215700E-02 3.019013300E-02 2.980226500E-02 2.933955700E-02 2.891241800E-02 2.773246300E-02 2.568400400E-02 2.219099100E-02 1.551685200E-02
1.300000000E+01 3.136983300E-02 3.091679100E-02 3.047102100E-02 3.038492500E-02 2.996924700E-02 2.948868200E-02 2.908753800E-02 2.799482500E-02 2.617119000E-02 2.314195300E-02 1.734480200E-02
