fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 53992 300.03 38.643 1.102862362E+00 7.635358251E-01 2.136794367E-10 4.484978251E+07 1.638006258E-04 3.866196264E-01 1.638006258E-04 7.552109408E-01 4.782640381E-05 3.177278828E-01 1.505266700E-04 5.241283315E-02 
00L2 54158 300.05 38.641 1.058884335E+00 1.055768317E+00 1.174345822E-10 6.700586154E+05 1.640284732E-04 3.866152659E-01 1.640269248E-04 7.556600476E-01 4.792041854E-05 3.183124039E-01 1.505466099E-04 1.998955322E-02 
00L3 54280 300.03 38.643 1.053559830E+00 1.096404643E+00 1.085247155E-10 5.021287137E+05 1.638974060E-04 3.866453171E-01 1.638688421E-04 7.552532057E-01 4.785217882E-05 3.183288609E-01 1.503244698E-04 1.304393002E-02 
00L4 54400 300.02 38.645 1.112261823E+00 7.106099086E-01 2.420987114E-10 1.000000000E+12 1.636999893E-04 3.865948608E-01 1.636982567E-04 7.558392348E-01 4.783321397E-05 3.195287979E-01 1.496975631E-04 6.194722069E-02 
00L5 54518 300.01 38.646 1.063032911E+00 1.021849097E+00 1.234102394E-10 7.553426694E+05 1.636252769E-04 3.866293612E-01 1.636230550E-04 7.554381523E-01 4.779013348E-05 3.182216488E-01 1.501795470E-04 1.431890626E-02 
00L6 54642 300.02 38.645 1.060212774E+00 1.038851787E+00 1.188394353E-10 5.673409160E+05 1.635978798E-04 3.866575000E-01 1.635660090E-04 7.550710758E-01 4.775373334E-05 3.184115673E-01 1.499785652E-04 2.169567935E-02 
00L7 54756 300.01 38.646 1.058712310E+00 1.055493574E+00 1.163418113E-10 5.587686855E+05 1.634978475E-04 3.866255008E-01 1.634659686E-04 7.553692187E-01 4.773941919E-05 3.184860123E-01 1.498983819E-04 2.176034300E-02 
00L8 54878 300.02 38.645 1.051533831E+00 1.095681012E+00 1.049395169E-10 3.897566190E+05 1.636064244E-04 3.865004089E-01 1.635794690E-04 7.556254976E-01 4.777331258E-05 3.185148422E-01 1.499851776E-04 7.342606920E-03 
00L9 55000 300.02 38.645 1.097051855E+00 7.915883006E-01 1.975808523E-10 4.769548921E+06 1.638041719E-04 3.858764539E-01 1.638041719E-04 7.561092193E-01 4.779228232E-05 3.195312363E-01 1.495659106E-04 2.388270531E-02 
0L10 55120 300.02 38.645 1.066738023E+00 9.812240284E-01 1.301754850E-10 6.131021963E+05 1.637978737E-04 3.866236542E-01 1.637697245E-04 7.552420538E-01 4.781984943E-05 3.187724125E-01 1.500125485E-04 1.790869615E-02 
0L11 55240 300.02 38.645 1.093584977E+00 8.170259606E-01 1.886025454E-10 1.855609269E+07 1.638012044E-04 3.865778493E-01 1.638012044E-04 7.554688852E-01 4.783773829E-05 3.185583939E-01 1.501694612E-04 4.140545826E-02 
0L12 55362 300.02 38.645 1.077297340E+00 8.873714146E-01 1.488301771E-10 1.094991250E+06 1.635201992E-04 3.866102810E-01 1.635201992E-04 7.558485523E-01 4.778367987E-05 3.189402760E-01 1.498225019E-04 2.034755236E-02 
0L13 55480 300.02 38.645 1.073016223E+00 9.554999389E-01 1.426478834E-10 1.670719137E+06 1.632239056E-04 3.865358353E-01 1.632239056E-04 7.560971538E-01 4.770359747E-05 3.194754318E-01 1.493175559E-04 2.573427453E-02 
0L14 55598 300.02 38.645 1.064274231E+00 1.027005772E+00 1.269176925E-10 6.119691627E+05 1.632980338E-04 3.863891388E-01 1.632659676E-04 7.554207952E-01 4.765511398E-05 3.192165768E-01 1.492881804E-04 1.884862928E-02 
0L15 55720 300.02 38.645 1.055100379E+00 1.051742025E+00 1.108218480E-10 4.469843133E+05 1.630970865E-04 3.863800185E-01 1.630689072E-04 7.554158888E-01 4.759616209E-05 3.190640293E-01 1.491741311E-04 1.259939603E-02 
0L16 55842 300.01 38.646 1.069970528E+00 9.722338885E-01 1.376421241E-10 1.827051190E+06 1.626458062E-04 3.863747496E-01 1.626458062E-04 7.559630789E-01 4.750640767E-05 3.188060019E-01 1.490142998E-04 2.533315466E-02 
0L17 55956 300.02 38.645 1.058627618E+00 1.061696454E+00 1.175095688E-10 5.039896988E+05 1.627974152E-04 3.874138847E-01 1.627659044E-04 7.527208234E-01 4.746489756E-05 3.181343252E-01 1.491860582E-04 7.702965313E-02 
0L18 56096 299.95 38.654 1.056917017E+00 1.065020027E+00 1.123201296E-10 4.825588972E+05 1.627107995E-04 3.865793044E-01 1.626695475E-04 7.552814656E-01 4.749563367E-05 3.181326920E-01 1.492989522E-04 1.825666694E-02 
0L19 56260 299.96 38.652 1.062283277E+00 1.028301369E+00 1.223867373E-10 7.225663382E+05 1.627262778E-04 3.865502184E-01 1.627262778E-04 7.552319702E-01 4.750550942E-05 3.179335896E-01 1.494181733E-04 2.149345907E-02 
0L20 56384 300.02 38.645 1.097801420E+00 7.534563475E-01 1.964992642E-10 3.330882012E+06 1.625058913E-04 3.862685690E-01 1.625058913E-04 7.552423415E-01 4.740725514E-05 3.183947487E-01 1.488980120E-04 3.579759098E-02 
0L21 56502 300.06 38.64 1.060807928E+00 1.049460582E+00 1.220495165E-10 5.812704559E+05 1.625155642E-04 3.861313705E-01 1.625155642E-04 7.550207414E-01 4.737933151E-05 3.186189138E-01 1.487010803E-04 1.759422861E-02 
0L22 56626 300.03 38.643 1.059197959E+00 1.056190853E+00 1.192713200E-10 4.038578094E+05 1.628059536E-04 3.860643296E-01 1.627939091E-04 7.546817436E-01 4.743093357E-05 3.173706261E-01 1.494491649E-04 1.865828683E-02 
0L23 56754 555 20.89 5.736696293E-01 1.041014279E+00 1.201166713E-10 4.933155409E+05 1.628506845E-04 3.866640260E-01 1.628506845E-04 7.543350711E-01 4.749934892E-05 3.180121258E-01 1.493665828E-04 2.062522103E-02 
0L24 57052 299.95 38.654 1.067401683E+00 9.875871274E-01 1.305970939E-10 7.732150144E+05 1.624050107E-04 3.864429853E-01 1.624050107E-04 7.556974353E-01 4.742778050E-05 3.195682323E-01 1.484125427E-04 1.655022528E-02 
0L25 57162 300.05 38.641 1.092941012E+00 8.288225422E-01 1.890288042E-10 1.000000000E+12 1.623999915E-04 3.862520869E-01 1.623982535E-04 7.548969211E-01 4.735216578E-05 3.180508186E-01 1.488819075E-04 4.602499416E-02 
0L26 57284 300.08 38.637 1.065384800E+00 9.867207288E-01 1.288949098E-10 6.147497823E+05 1.624046800E-04 3.860487498E-01 1.624046800E-04 7.547191583E-01 4.731796568E-05 3.171078867E-01 1.492181272E-04 1.497223541E-02 
0L27 57404 300.05 38.641 1.087446005E+00 8.272909151E-01 1.725600856E-10 7.772342902E+05 1.625050224E-04 3.861624487E-01 1.625050224E-04 7.544980433E-01 4.734727025E-05 3.187111031E-01 1.485596638E-04 2.529783574E-02 
