N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 340 2.400E-4 1.007421473E+00 1.007884022E+00
1.468000E+10 3.162E+15 340 2.400E-4 1.007599195E+00 1.007902718E+00
2.154000E+10 3.162E+15 340 2.400E-4 1.007652020E+00 1.008118859E+00
3.162000E+10 3.162E+15 340 2.400E-4 1.007856557E+00 1.008255884E+00
4.642000E+10 3.162E+15 340 2.400E-4 1.008351773E+00 1.008467833E+00
6.813000E+10 3.162E+15 340 2.400E-4 1.008443612E+00 1.008684600E+00
1.000000E+11 3.162E+15 340 2.400E-4 1.008839845E+00 1.008729207E+00
1.468000E+11 3.162E+15 340 2.400E-4 1.007054060E+00 1.007047485E+00
2.154000E+11 3.162E+15 340 2.400E-4 1.009172854E+00 1.009220340E+00
3.162000E+11 3.162E+15 340 2.400E-4 1.011351434E+00 1.011360802E+00
4.642000E+11 3.162E+15 340 2.400E-4 1.007909045E+00 1.012646135E+00
6.813000E+11 3.162E+15 340 2.400E-4 1.027047093E+00 1.027017898E+00
1.000000E+12 3.162E+15 340 2.400E-4 1.060311007E+00 1.093746160E+00
1.468000E+12 3.162E+15 340 2.400E-4 1.118396168E+00 1.118415050E+00
2.154000E+12 3.162E+15 340 2.400E-4 1.139387018E+00 1.139410154E+00
3.162000E+12 3.162E+15 340 2.400E-4 1.153972692E+00 1.153995867E+00
4.642000E+12 3.162E+15 340 2.400E-4 1.157244218E+00 1.157250860E+00
6.813000E+12 3.162E+15 340 2.400E-4 1.160135538E+00 1.160147437E+00
1.000000E+13 3.162E+15 340 2.400E-4 1.169280040E+00 1.169291115E+00
