T d154 d184 d214 d244
d 150 180 210 240
290 2.477700000E-05 2.418500000E-05 2.389700000E-05 2.374400000E-05
295 2.162100000E-05 2.111200000E-05 2.083700000E-05 2.072500000E-05
300 1.881500000E-05 1.838400000E-05 1.814600000E-05 1.805200000E-05
305 1.646000000E-05 1.610400000E-05 1.591500000E-05 1.584500000E-05
310 1.457000000E-05 1.431100000E-05 1.419300000E-05 1.416500000E-05
315 1.311800000E-05 1.303900000E-05 1.307100000E-05 1.310600000E-05
320 1.198300000E-05 1.222600000E-05 1.245800000E-05 1.273000000E-05
325 1.092500000E-05 1.172100000E-05 1.238500000E-05 1.306300000E-05
330 9.511000000E-06 1.126500000E-05 1.275100000E-05 1.409000000E-05
335 6.919000000E-06 1.035200000E-05 1.314500000E-05 1.557500000E-05
340 2.284000000E-06 8.143000000E-06 1.275700000E-05 1.670300000E-05
