T d154 d184 d214 d244
d 150 180 210 240
290 1.446350000E-04 1.218500000E-04 1.072700000E-04 9.744000000E-05
295 1.276060000E-04 1.087470000E-04 9.670100000E-05 8.865100000E-05
300 1.154770000E-04 1.001300000E-04 9.034600000E-05 8.377700000E-05
305 1.071970000E-04 9.474600000E-05 8.691400000E-05 8.164700000E-05
310 1.001240000E-04 9.003300000E-05 8.387100000E-05 7.977400000E-05
315 8.902400000E-05 8.095500000E-05 7.633000000E-05 7.344300000E-05
320 6.389200000E-05 5.774300000E-05 5.483100000E-05 5.381800000E-05
325 9.450000000E-06 5.544000000E-06 5.288000000E-06 7.432000000E-06
330 -8.867900000E-05 -8.854800000E-05 -8.458400000E-05 -7.804400000E-05
335 6.898100000E-05 5.455600000E-05 4.533700000E-05 3.896400000E-05
340 7.651700000E-05 6.079600000E-05 5.041900000E-05 4.315400000E-05
