T d154 d184 d214 d244
d 150 180 210 240
290 1.268256873E+00 1.268516717E+00 1.267471609E+00 1.267893408E+00
295 1.266530397E+00 1.266795671E+00 1.266010983E+00 1.266264149E+00
300 1.265716684E+00 1.265935500E+00 1.265212493E+00 1.265576686E+00
305 1.265578680E+00 1.265781715E+00 1.265072883E+00 1.265428402E+00
310 1.265907743E+00 1.265434646E+00 1.265318140E+00 1.265862754E+00
315 1.266214349E+00 1.265697236E+00 1.265458737E+00 1.266075530E+00
320 1.265973843E+00 1.265381017E+00 1.265055237E+00 1.265575238E+00
325 1.263905757E+00 1.263339736E+00 1.262797844E+00 1.263029959E+00
330 1.258670132E+00 1.257811937E+00 1.256961836E+00 1.256938160E+00
335 1.247278842E+00 1.244331579E+00 1.244545694E+00 1.243950703E+00
340 1.225392949E+00 1.221542650E+00 1.220758844E+00 1.219116272E+00
